S/No;C_1_Temps[s];C_1_Force[kN];C_1_Déplacement[mm]
2715;271.5000422;12.90335941;2.037800789
2716;271.6000666;12.94895649;2.040160656
2717;271.7000909;13.02345371;2.043366671
2718;271.8001152;13.11161613;2.046784163
2719;271.9000166;13.1527462;2.049062729
2720;272.000041;13.2318964;2.052333832
2721;272.1000653;13.31726742;2.0558002
2722;272.2000896;13.35658932;2.057932138
2723;272.3001139;13.43815899;2.061382294
2724;272.4000154;13.52416801;2.064783812
2725;272.5000397;13.56407547;2.066964388
2726;272.600064;13.63952923;2.070219278
2727;272.7000883;13.72564507;2.073685884
2728;272.8001126;13.76898193;2.075980425
2729;272.9000141;13.83616734;2.079007626
2730;273.0000384;13.9220705;2.082408905
2731;273.1000627;13.95878696;2.084540844
2732;273.200087;14.03791046;2.087811947
2733;273.3001114;14.11775208;2.091148376
2734;273.4000128;14.1540966;2.093182564
2735;273.5000371;14.23401737;2.096518755
2736;273.6000614;14.28551579;2.098911285
2737;273.7000858;14.34512424;2.101677895
2738;273.8001101;14.4331274;2.105176926
2739;273.9000115;14.46343708;2.107097149
2740;274.0000358;14.53434467;2.110140562
2741;274.1000602;14.60791111;2.113086224
2742;274.2000845;14.64635658;2.115250587
2743;274.3001088;14.72880268;2.11860323
2744;274.4000102;14.77001286;2.120702505
2745;274.5000346;14.83060455;2.123469353
2746;274.6000589;14.89709949;2.126170874
2747;274.7000832;14.94261646;2.128432989
2748;274.8001075;15.01955891;2.131508827
2749;274.900009;15.04396629;2.133152485
2750;275.0000333;15.12356853;2.136277199
2751;275.1000576;15.14728355;2.138002396
2752;275.2000819;15.22566223;2.141029358
2753;275.3001062;15.26323032;2.142982244
2754;275.4000077;15.32594872;2.14557004
2755;275.500032;15.36952496;2.147718191
2756;275.6000563;15.42386913;2.150175571
2757;275.7000806;15.46925354;2.152242422
2758;275.800105;15.51713657;2.15452075
2759;275.9000064;15.57679844;2.15691328
2760;276.0000307;15.61263752;2.15888238
2761;276.100055;15.65366173;2.160753965
2762;276.2000794;15.7107172;2.163211346
2763;276.3001037;15.74427032;2.164936543
2764;276.4000051;15.80624485;2.167475224
2765;276.5000294;15.83331108;2.169021368
2766;276.6000538;15.90150642;2.171820641
2767;276.7000781;15.91721916;2.173057318
2768;276.8001024;15.98690414;2.175742626
2769;276.9000038;16.00054359;2.176914454
2770;277.0000282;16.05999184;2.179225445
2771;277.1000525;16.09702873;2.181015491
2772;277.2000768;16.12090302;2.182529211
2773;277.3001011;16.18271828;2.185019016
2774;277.4000026;16.19380569;2.186109543
2775;277.5000269;16.26186752;2.188632011
2776;277.6000512;16.27510834;2.189803839
2777;277.7000755;16.29576683;2.191056967
2778;277.8000998;16.36234093;2.193579435
2779;277.9000013;16.37196541;2.194637299
2780;278.0000256;16.40897369;2.196264744
2781;278.1000499;16.44954681;2.198152542
2782;278.2000742;16.46108437;2.199177742
2783;278.3000986;16.50128555;2.200902939
2784;278.4001229;16.53978348;2.202709436
2785;278.5000243;16.54802513;2.203523159
2786;278.6000486;16.56910896;2.204727411
2787;278.700073;16.62565994;2.206875563
2788;278.8000973;16.62977982;2.207689285
2789;278.9001216;16.63969803;2.20860076
2790;279.000023;16.69810867;2.210618734
2791;279.1000474;16.7081852;2.211660385
2792;279.2000717;16.71249199;2.212311268
2793;279.300096;16.72264862;2.213157654
2794;279.4001203;16.78044891;2.215175629
2795;279.5000218;16.79406166;2.21613574
2796;279.6000461;16.79411507;2.216721773
2797;279.7000704;16.79975128;2.217372656
2798;279.8000947;16.82554054;2.218560696
2799;279.900119;16.86201859;2.220041752
2800;280.0000205;16.86310768;2.220611334
2801;280.1000448;16.86396027;2.221083164
2802;280.2000691;16.87063217;2.221636534
2803;280.3000934;16.88472366;2.222434044
2804;280.4001178;16.92601395;2.223963737
2805;280.5000192;16.93141174;2.224565983
2806;280.6000435;16.93042755;2.224956512
2807;280.7000678;16.92808723;2.22533083
2808;280.8000922;16.92737007;2.225640059
2809;280.9001165;16.92853928;2.226030588
2810;281.0000179;16.93284607;2.226421118
2811;281.1000422;16.94574165;2.227039576
2812;281.2000666;16.97230148;2.228130102
2813;281.3000909;16.97921371;2.228569508
2814;281.4001152;16.97530556;2.228813648
2815;281.5000166;16.97182274;2.228927374
2816;281.600041;16.96507072;2.229074001
2817;281.7000653;16.95980644;2.229171515
2818;281.8000896;16.95557785;2.229236603
2819;281.9001139;16.94906425;2.229318142
2820;282.0000154;16.94390678;2.229350567
2821;282.1000397;16.93840408;2.22938323
2822;282.200064;16.93335152;2.22938323
2823;282.3000883;16.9255352;2.229399443
2824;282.4001126;16.92109489;2.229399443
2825;282.5000141;16.91622925;2.229399443
2826;282.6000384;16.91061974;2.229399443
2827;282.7000627;16.90841293;2.229366779
2828;282.800087;16.90227127;2.229301691
2829;282.9001114;16.89291191;2.229122877
2830;283.0000128;16.88310242;2.228797197
2831;283.1000371;16.8709259;2.228390455
2832;283.2000614;16.84444427;2.227544069
2833;283.3000858;16.79642868;2.22637248
2834;283.4001101;16.77776337;2.226014376
2835;283.5000115;16.76433754;2.225656271
2836;283.6000358;16.75013924;2.225347042
2837;283.7000602;16.73679352;2.225037813
2838;283.8000845;16.72339439;2.224614859
2839;283.9001088;16.7016983;2.224126577
2840;284.0000102;16.66979408;2.223263979
2841;284.1000346;16.61279106;2.221799374
2842;284.2000589;16.58939362;2.221278429
2843;284.3000832;16.57081032;2.220855474
2844;284.4001075;16.55717087;2.220399618
2845;284.500009;16.53600693;2.219895124
2846;284.6000333;16.50471497;2.219065189
2847;284.7000576;16.44242096;2.217388868
2848;284.8000819;16.41955566;2.21685195
2849;284.9001062;16.40171623;2.216379881
2850;285.0000077;16.37866592;2.215859175
2851;285.100032;16.35492325;2.215142965
2852;285.2000563;16.29148674;2.213450432
2853;285.3000806;16.24604797;2.212343931
2854;285.400105;16.22637367;2.211806774
2855;285.5000064;16.20608902;2.211204529
2856;285.6000307;16.17771912;2.21042347
2857;285.700055;16.10234642;2.208470583
2858;285.8000794;16.07514763;2.207673073
2859;285.9001037;16.04390717;2.207038403
2860;286.0000051;16.01785088;2.206208467
2861;286.1000294;15.9410944;2.204108953
2862;286.2000538;15.90677071;2.20321393
2863;286.3000781;15.88111401;2.202514172
2864;286.4001024;15.8510704;2.201570272
2865;286.5000038;15.76806545;2.199470758
2866;286.6000282;15.73546982;2.198526859
2867;286.7000525;15.70686245;2.1977458
2868;286.8000768;15.65895271;2.196508884
2869;286.9001011;15.58833694;2.194555998
2870;287.0000026;15.55691147;2.193758488
2871;287.1000269;15.52423573;2.192781925
2872;287.2000512;15.43514252;2.190324545
2873;287.3000755;15.40363693;2.189445734
2874;287.4000998;15.36920643;2.188583136
2875;287.5000013;15.29146576;2.186500072
2876;287.6000256;15.24757004;2.185230732
2877;287.7000499;15.21380424;2.184384346
2878;287.8000742;15.14568901;2.182594299
2879;287.9000986;15.08233166;2.180771589
2880;288.0001229;15.04755592;2.179843903
2881;288.1000243;14.97300529;2.177793264
2882;288.2000486;14.92217064;2.176295996
2883;288.300073;14.88133335;2.175303221
2884;288.4000973;14.80066776;2.173089981
2885;288.5001216;14.75640011;2.171820641
2886;288.600023;14.7154026;2.170713902
2887;288.7000474;14.61873245;2.168093681
2888;288.8000717;14.58121777;2.167052269
2889;288.900096;14.52905369;2.165636301
2890;289.0001203;14.4412365;2.163276434
2891;289.1000218;14.40385532;2.162251234
2892;289.2000461;14.32374859;2.160054207
2893;289.3000704;14.26422024;2.15849185
2894;289.4000947;14.223382;2.157271147
2895;289.500119;14.12322903;2.154537201
2896;289.6000205;14.08675098;2.153463125
2897;289.7000448;14.00356007;2.151217222
2898;289.8000691;13.95059872;2.149622202
2899;289.9000934;13.90127945;2.148320198
2900;290.0001178;13.80325317;2.145602465
2901;290.1000192;13.76124477;2.144495726
2902;290.2000435;13.67473125;2.142022133
2903;290.3000678;13.62152958;2.140508652
2904;290.4000922;13.55881119;2.138783455
2905;290.5001165;13.47649765;2.136407375
2906;290.6000179;13.43462276;2.135186911
2907;290.7000422;13.32896519;2.132338762
2908;290.8000666;13.29131794;2.13113451
2909;290.9000909;13.19765186;2.128628254
2910;291.0001152;13.14697647;2.12709856
2911;291.1000166;13.06780052;2.124917746
2912;291.200041;12.99641418;2.122818232
2913;291.3000653;12.94294739;2.121255875
2914;291.4000896;12.85419941;2.118700981
2915;291.5001139;12.80610371;2.117317438
2916;291.6000154;12.70127106;2.114420652
2917;291.7000397;12.65817356;2.113037348
2918;291.800064;12.55435085;2.110075474
2919;291.9000883;12.51141262;2.108789682
2920;292.0001126;12.40937138;2.105876684
2921;292.1000141;12.36720371;2.10457468
2922;292.2000384;12.26343441;2.101629019
2923;292.3000627;12.21571064;2.10013175
2924;292.400087;12.11720562;2.097300053
2925;292.5001114;12.07152843;2.095786572
2926;292.6000128;11.97243881;2.092987299
2927;292.7000371;11.92237473;2.091262102
2928;292.8000614;11.82256699;2.088300228
2929;292.9000858;11.77502918;2.086672783
2930;293.0001101;11.67078114;2.083645821
2931;293.1000115;11.62911987;2.082164764
2932;293.2000358;11.52245235;2.078974962
2933;293.3000602;11.48148155;2.077494144
2934;293.4000845;11.37869549;2.074369431
2935;293.5001088;11.33110428;2.072807074
2936;293.6000102;11.23121738;2.069714785
2937;293.7000346;11.18322754;2.068054914
2938;293.8000589;11.08427048;2.06509304
2939;293.9000832;11.03287697;2.063318968
2940;294.0001075;10.94383717;2.060519934
2941;294.100009;10.87016392;2.058225155
2942;294.2000333;10.79595947;2.055718899
2943;294.3000576;10.70936584;2.053131342
2944;294.4000819;10.64933205;2.051145792
2945;294.5001062;10.55399036;2.048151255
2946;294.6000077;10.5031023;2.046426296
2947;294.700032;10.40100861;2.043252707
2948;294.8000563;10.35751152;2.041674137
2949;294.9000806;10.26291466;2.038663387
2950;295.000105;10.21487236;2.037003279
2951;295.1000064;10.1164732;2.033895016
2952;295.2000307;10.05768871;2.031909466
2953;295.300055;9.97638607;2.029289246
2954;295.4000794;9.893115044;2.026652813
2955;295.5001037;9.832602501;2.02456975
2956;295.6000051;9.735293388;2.021559
2957;295.7000294;9.692381859;2.019833803
2958;295.8000538;9.594966888;2.016774178
2959;295.9000781;9.553916931;2.015179396
2960;296.0001024;9.453310966;2.012005806
2961;296.1000038;9.409416199;2.010264397
2962;296.2000282;9.318754196;2.007318735
2963;296.3000525;9.249786377;2.005007744
2964;296.4000768;9.181830406;2.002534151
2965;296.5001011;9.093295097;1.999604702
2966;296.6000026;9.049772263;1.997798204
2967;296.7000269;8.952595711;1.994657278
2968;296.8000512;8.919122696;1.993062377
2969;296.9000755;8.820086479;1.989612222
2970;297.0000998;8.769968987;1.987691879
2971;297.1000013;8.69496727;1.984892607
2972;297.2000256;8.603746414;1.9818331
2973;297.3000499;8.565886497;1.979863882
2974;297.4000742;8.470864296;1.976527572
2975;297.5000986;8.428936958;1.974672318
2976;297.6001229;8.353934288;1.971661568
2977;297.7000243;8.267101288;1.968650818
2978;297.8000486;8.228655815;1.966632724
2979;297.900073;8.137169838;1.9631989
2980;298.0000973;8.099681854;1.961457491
2981;298.1001216;8.015188217;1.958153725
2982;298.200023;7.936835766;1.955240607
2983;298.3000474;7.898949146;1.953173757
2984;298.4000717;7.816662312;1.949837565
2985;298.500096;7.771810055;1.947754383
2986;298.6001203;7.706830978;1.944776177
2987;298.7000218;7.614600182;1.941326022
2988;298.8000461;7.58902359;1.939356804
2989;298.9000704;7.51149559;1.935955524
2990;299.0000947;7.433621883;1.932651758
2991;299.100119;7.408045292;1.930519819
2992;299.2000205;7.328337193;1.927085876
2993;299.3000448;7.249931812;1.923570633
2994;299.4000691;7.232756138;1.921601415
2995;299.5000934;7.155547619;1.918183804
2996;299.6001178;7.080625057;1.914912701
2997;299.7000192;7.060684681;1.91276443
2998;299.8000435;6.982784271;1.909232855
2999;299.9000678;6.917326927;1.906108141
3000;300.0000922;6.899593353;1.904171586
3001;300.1001165;6.81722641;1.900623679
3002;300.2000179;6.763653755;1.897808194
3003;300.3000422;6.731482983;1.89548099
3004;300.4000666;6.657198906;1.892047048
3005;300.5000909;6.632472992;1.890077949
3006;300.6001152;6.569674015;1.886904359
3007;300.7000166;6.500095367;1.883730888
3008;300.800041;6.489487171;1.881940722
3009;300.9000653;6.415920734;1.878571868
3010;301.0000896;6.385451794;1.876521349
3011;301.1001139;6.330470085;1.873689532
3012;301.2000154;6.260944366;1.87049973
3013;301.3000397;6.251984596;1.868807197
3014;301.400064;6.177540779;1.865519762
3015;301.5000883;6.161535263;1.863876104
3016;301.6001126;6.101102829;1.860881567
3017;301.7000141;6.075579166;1.859026313
3018;301.8000384;6.021713734;1.856162071
3019;301.9000627;5.98568821;1.854127765
3020;302.000087;5.945196152;1.851670265
3021;302.1001114;5.904730797;1.849635959
3022;302.2000128;5.864052296;1.847146034
3023;302.3000371;5.819705009;1.844949007
3024;302.4000614;5.788784027;1.842735648
3025;302.5000858;5.756587029;1.840912938
3026;302.6001101;5.715191364;1.838569403
3027;302.7000115;5.701153278;1.837169766
3028;302.8000358;5.636333942;1.834338069
3029;302.9000602;5.630457878;1.833117485
3030;303.0000845;5.567047596;1.830318213
3031;303.1001088;5.561676979;1.829162717
3032;303.2000102;5.520201206;1.827226162
3033;303.3000346;5.489439964;1.8252244
3034;303.4000589;5.482314587;1.824150205
3035;303.5000832;5.419755459;1.821513772
3036;303.6001075;5.416883945;1.820390821
3037;303.700009;5.397501945;1.819105148
3038;303.8000333;5.344620228;1.816810489
3039;303.9000576;5.34289217;1.815931678
3040;304.0000819;5.327843666;1.814711094
3041;304.1001062;5.274243832;1.812351346
3042;304.2000077;5.27344656;1.811505079
3043;304.300032;5.268128872;1.810658813
3044;304.4000563;5.211312294;1.808396578
3045;304.5000806;5.207802773;1.807436466
3046;304.600105;5.208095551;1.80675292
3047;304.7000064;5.188686848;1.805629969
3048;304.8000307;5.143355846;1.80357933
3049;304.900055;5.145004272;1.802879572
3050;305.0000794;5.145828247;1.802375078
3051;305.1001037;5.135193348;1.801545143
3052;305.2000051;5.090739727;1.799754858
3053;305.3000294;5.083268642;1.798924923
3054;305.4000538;5.08733654;1.798420429
3055;305.5000781;5.085980892;1.797997236
3056;305.6001024;5.086937904;1.797525287
3057;305.7000038;5.072953224;1.796874285
3058;305.8000282;5.041979313;1.7955724
3059;305.9000525;5.034986496;1.794905186
3060;306.0000768;5.0369277;1.794530869
3061;306.1001011;5.040782452;1.794286728
3062;306.2000026;5.041872978;1.794026256
3063;306.3000269;5.044106007;1.793798447
3064;306.4000512;5.046711445;1.793651938
3065;306.5000755;5.048519611;1.793473005
3066;306.6000998;5.048758984;1.793293953
3067;306.7000013;5.050673008;1.793147445
3068;306.8000256;5.056070328;1.793082356
3069;306.9000499;5.056362629;1.792968512
3070;307.0000742;5.059260845;1.792919636
3071;307.1000986;5.061228275;1.792887092
3072;307.2001229;5.064950466;1.792887092
3073;307.3000243;5.070985794;1.792887092
3074;307.4000486;5.073192596;1.792887092
3075;307.500073;5.076888084;1.792935967
3076;307.6000973;5.082231998;1.793049812
3077;307.7001216;5.090420723;1.793310285
3078;307.800023;5.100444317;1.793538094
3079;307.9000474;5.108872414;1.793814778
3080;308.0000717;5.121262074;1.7940588
3081;308.100096;5.13471508;1.794368029
3082;308.2001203;5.148141384;1.794726133
3083;308.3000218;5.161833763;1.795067906
3084;308.4000461;5.187703133;1.795637488
3085;308.5000704;5.238670349;1.796890616
3086;308.6000947;5.26193428;1.79747653
3087;308.700119;5.278418064;1.79786706
3088;308.8000205;5.292376518;1.798257709
3089;308.9000448;5.305802822;1.798599362
3090;309.0000691;5.321861744;1.799022555
3091;309.1000934;5.344088554;1.799608469
3092;309.2001178;5.379581928;1.800503492
3093;309.3000192;5.433367729;1.801903129
3094;309.4000435;5.452404022;1.80239141
3095;309.5000678;5.468382835;1.802863359
3096;309.6000922;5.488801956;1.803318977
3097;309.7001165;5.509805679;1.803921103
3098;309.8000179;5.547771931;1.804897666
3099;309.9000422;5.612857342;1.806590199
3100;310.0000666;5.631601334;1.80714345
3101;310.1000909;5.650504589;1.807664275
3102;310.2001152;5.679777145;1.808315277
3103;310.3000166;5.718780518;1.809454441
3104;310.400041;5.780701637;1.811065674
3105;310.5000653;5.803194523;1.8116678
3106;310.6000896;5.824437618;1.812253594
3107;310.7001139;5.85176897;1.813051105
3108;310.8000154;5.921400547;1.81484127
3109;310.9000397;5.964259148;1.81602931
3110;311.000064;5.989889145;1.81666398
3111;311.1000883;6.019347668;1.817445159
3112;311.2001126;6.077785969;1.819137692
3113;311.3000141;6.127929211;1.820439696
3114;311.4000384;6.1529212;1.821204543
3115;311.5000627;6.185144901;1.822180986
3116;311.600087;6.272669315;1.824426889
3117;311.7001114;6.301755905;1.825240612
3118;311.8000128;6.330762386;1.826038122
3119;311.9000371;6.386674881;1.827584147
3120;312.0000614;6.451919556;1.829390645
3121;312.1000858;6.482229233;1.830188036
3122;312.2001101;6.52096653;1.831376076
3123;312.3000115;6.601977348;1.833605647
3124;312.4000358;6.633669376;1.834468246
3125;312.5000602;6.674241066;1.835623741
3126;312.6000845;6.762563229;1.838064909
3127;312.7001088;6.793271542;1.83894372
3128;312.8000102;6.831291199;1.84005034
3129;312.9000346;6.91429615;1.842410088
3130;313.0000589;6.947237492;1.843402863
3131;313.1000832;6.99575901;1.844721079
3132;313.2001075;7.080358982;1.847194791
3133;313.300009;7.114683151;1.848203778
3134;313.4000333;7.185963154;1.850238085
3135;313.5000576;7.244534492;1.852012038
3136;313.6000819;7.282740116;1.853151202
3137;313.7001062;7.372364998;1.855738878
3138;313.8000077;7.409081936;1.856845498
3139;313.900032;7.462017059;1.858472943
3140;314.0000563;7.541060448;1.860962987
3141;314.1000806;7.584795952;1.862313747
3142;314.200105;7.668200016;1.864982724
3143;314.3000064;7.710739136;1.866187096
3144;314.4000307;7.802172184;1.869035125
3145;314.500055;7.840351582;1.870434642
3146;314.6000794;7.918544292;1.872843266
3147;314.7001037;7.973047733;1.874649763
3148;314.8000051;8.045258522;1.87684679
3149;314.9000294;8.106302261;1.878913641
3150;315.0000538;8.162401199;1.880671263
3151;315.1000781;8.245193481;1.883307695
3152;315.2001024;8.291666985;1.88485384
3153;315.3000038;8.377384186;1.887587905
3154;315.4000282;8.427474022;1.889231682
3155;315.5000525;8.514041901;1.891933203
3156;315.6000768;8.55913353;1.89349556
3157;315.7001011;8.651019096;1.896343589
3158;315.8000026;8.698476791;1.89785707
3159;315.9000269;8.789830208;1.900786519
3160;316.0000512;8.836889267;1.902332544
3161;316.1000755;8.931220055;1.905327082
3162;316.2000998;8.981230736;1.906905651
3163;316.3000013;9.06678772;1.909656048
3164;316.4000256;9.116930962;1.911348581
3165;316.5000499;9.20908165;1.914212823
3166;316.6000742;9.26773262;1.916133285
3167;316.7000986;9.347467422;1.918818474
3168;316.8001229;9.410266876;1.920820236
3169;316.9000243;9.484524727;1.923277736
3170;317.0000486;9.562291145;1.925702572
3171;317.100073;9.629025459;1.928013563
3172;317.2000973;9.724712372;1.930991769
3173;317.3001216;9.769591331;1.932635546
3174;317.400023;9.871286392;1.93592298
3175;317.5000474;9.913559914;1.93742013
3176;317.6000717;10.01541519;1.94067502
3177;317.700096;10.06835079;1.94266057
3178;317.8001203;10.14797878;1.945427179
3179;317.9000218;10.2273674;1.94796598
3180;318.0000461;10.2939682;1.950407147
3181;318.1000704;10.38909721;1.95351553
3182;318.2000947;10.43581104;1.955322027
3183;318.300119;10.53266716;1.958658338
3184;318.4000205;10.58701134;1.960562348
3185;318.5000448;10.67294121;1.963540554
3186;318.6000691;10.76466656;1.966616511
3187;318.7000934;10.81236362;1.968536854
3188;318.8001178;10.9120388;1.971856833
3189;318.9000192;10.96327209;1.973874807
