S/No;C_1_Temps[s];C_1_Force[kN];C_1_Déplacement[mm]
1378;137.8000896;15.16358185;2.158459187
1379;137.9001139;15.12572193;2.157466412
1380;138.0000154;15.03593731;2.15507412
1381;138.1000397;14.99727917;2.153918743
1382;138.200064;14.95739841;2.152812004
1383;138.3000883;14.86681652;2.150419712
1384;138.4001126;14.83081722;2.149426937
1385;138.5000141;14.78729439;2.148157597
1386;138.6000384;14.69437218;2.145700216
1387;138.7000627;14.660182;2.144723654
1388;138.800087;14.60214233;2.143161297
1389;138.9001114;14.52312469;2.140996933
1390;139.0000128;14.4865942;2.139906406
1391;139.1000371;14.39056206;2.13731885
1392;139.2000614;14.34945774;2.136147022
1393;139.3000858;14.3025322;2.134812593
1394;139.4001101;14.20564842;2.132241249
1395;139.5000115;14.16941071;2.131183386
1396;139.6000358;14.09419537;2.129083872
1397;139.7000602;14.03009415;2.127375126
1398;139.8000845;13.98122692;2.125959158
1399;139.9001088;13.88476849;2.123339176
1400;140.0000102;13.84342575;2.122199774
1401;140.1000346;13.75204659;2.119677305
1402;140.2000589;13.70575809;2.118326664
1403;140.3000832;13.64644241;2.116682768
1404;140.4001075;13.55851841;2.114176512
1405;140.500009;13.51310825;2.112939835
1406;140.6000333;13.41167831;2.110091686
1407;140.7000576;13.36876678;2.108887434
1408;140.8000819;13.27167034;2.10623455
1409;140.9001062;13.22998142;2.104900122
1410;141.0000077;13.16003132;2.102979898
1411;141.100032;13.07763767;2.100636244
1412;141.2000563;13.02536774;2.099138975
1413;141.3000806;12.93114281;2.09648633
1414;141.400105;12.88206291;2.095151901
1415;141.5000064;12.78087234;2.092254877
1416;141.6000307;12.73881149;2.090953112
1417;141.700055;12.63225079;2.087990999
1418;141.8000794;12.5897646;2.08665657
1419;141.9001037;12.49046135;2.083808422
1420;142.0000051;12.44667244;2.082457781
1421;142.1000294;12.35231495;2.079772472
1422;142.2000538;12.29233456;2.078063726
1423;142.3000781;12.21225452;2.075736523
1424;142.4001024;12.1443243;2.073637009
1425;142.5000038;12.06092072;2.071309805
1426;142.6000282;11.9979887;2.069161654
1427;142.7000525;11.91849327;2.066850662
1428;142.8000768;11.846735;2.064702272
1429;142.9001011;11.76806355;2.062342644
1430;143.0000026;11.70505238;2.060194254
1431;143.1000269;11.60550976;2.057281256
1432;143.2000512;11.5535593;2.055556059
1433;143.3000755;11.45553207;2.05256176
1434;143.4000998;11.40887165;2.051015615
1435;143.5000013;11.3061924;2.04795599
1436;143.6000256;11.25955868;2.046312332
1437;143.7000499;11.15626812;2.043187618
1438;143.8000742;11.11000633;2.041625261
1439;143.9000986;11.01344204;2.0386796
1440;144;10.96268749;2.037003279
1441;144.1000243;10.86354351;2.033927441
1442;144.2000486;10.80757809;2.032055855
1443;144.300073;10.72281837;2.029338121
1444;144.4000973;10.63960075;2.026848078
1445;144.5001216;10.57377148;2.024651051
1446;144.600023;10.48300266;2.021754265
1447;144.7000474;10.42916393;2.019882679
1448;144.8000717;10.3327055;2.016839266
1449;144.900096;10.28992748;2.015325785
1450;145.0001203;10.18661022;2.012054682
1451;145.1000218;10.14117241;2.010394573
1452;145.2000461;10.04777241;2.007416487
1453;145.3000704;9.986675262;2.00530076
1454;145.4000947;9.905371666;2.002631664
1455;145.500119;9.8222332;1.999979019
1456;145.6000205;9.765762329;1.997977257
1457;145.7000448;9.6671772;1.994852543
1458;145.8000691;9.630886078;1.993257642
1459;145.9000934;9.521427155;1.989807487
1460;146.0001178;9.478967667;1.988098741
1461;146.1000192;9.393091202;1.985185623
1462;146.2000435;9.326411247;1.982907176
1463;146.3000678;9.255077362;1.980221868
1464;146.4000922;9.158380508;1.976934433
1465;146.5001165;9.125306129;1.975323319
1466;146.6000179;9.029299736;1.972003341
1467;146.7000422;8.981947899;1.969969034
1468;146.8000666;8.898172379;1.966893077
1469;146.9000909;8.803841591;1.96350801
1470;147.0001152;8.772734642;1.961864352
1471;147.1000166;8.678456306;1.958381653
1472;147.200041;8.61153698;1.955826521
1473;147.3000653;8.55586338;1.953336596
1474;147.4000896;8.464776039;1.950016618
1475;147.5001139;8.422529221;1.948063612
1476;147.6000154;8.344363213;1.94487381
1477;147.7000397;8.259683609;1.941846848
1478;147.800064;8.222860336;1.939731121
1479;147.9000883;8.1323843;1.93623209
1480;148.0001126;8.085883141;1.933969975
1481;148.1000141;8.021941185;1.931056857
1482;148.2000384;7.936835766;1.92759037
1483;148.3000627;7.883183002;1.924905181
1484;148.400087;7.826951504;1.922024608
1485;148.5001114;7.745275974;1.918525577
1486;148.6000128;7.689097404;1.915726423
1487;148.7000371;7.645680428;1.912943482
1488;148.8000614;7.560336113;1.909297943
1489;148.9000858;7.489614487;1.905994296
1490;149.0001101;7.464250088;1.903846025
1491;149.1000115;7.391056061;1.900216818
1492;149.2000358;7.308955193;1.89666903
1493;149.3000602;7.277342796;1.894309282
1494;149.4000845;7.219941139;1.891135693
1495;149.5001088;7.141722202;1.887506485
1496;149.6000102;7.087192059;1.884609699
1497;149.7000346;7.05587244;1.882087111
1498;149.8000589;6.978636742;1.878441691
1499;149.9000832;6.919959068;1.875447154
1500;150.0001075;6.894063473;1.873087406
1501;150.100009;6.820602894;1.86947453
1502;150.2000333;6.750891685;1.866203308
1503;150.3000576;6.733929157;1.864152789
1504;150.4000819;6.662649155;1.860702634
1505;150.5001062;6.597670078;1.857512832
1506;150.6000077;6.580548286;1.855397105
1507;150.700032;6.509055614;1.851930618
1508;150.8000563;6.46659565;1.849343061
1509;150.9000806;6.429719448;1.846625209
1510;151.000105;6.356392384;1.843126178
1511;151.1000064;6.324141979;1.840701342
1512;151.2000307;6.29019022;1.838048577
1513;151.300055;6.211625576;1.834517002
1514;151.4000794;6.200724602;1.832547903
1515;151.5001037;6.143695354;1.829341769
1516;151.6000051;6.081800938;1.826217055
1517;151.7000294;6.072973728;1.824313045
1518;151.8000538;6.001614094;1.820879102
1519;151.9000781;5.981487751;1.818747163
1520;152.0001024;5.938762188;1.81594789
1521;152.1000038;5.879845142;1.812969685
1522;152.2000282;5.872586727;1.81111443
1523;152.3000525;5.802609444;1.80785954
1524;152.4000768;5.795244694;1.806199551
1525;152.5001011;5.737231731;1.80302608
1526;152.6000026;5.728112698;1.801349759
1527;152.7000269;5.670524597;1.798387885
1528;152.8000512;5.65656662;1.79676044
1529;152.9000755;5.608204842;1.793977499
1530;153.0000998;5.590258121;1.792301178
1531;153.1000013;5.541178703;1.789436936
1532;153.2000256;5.534345627;1.788004756
1533;153.3000499;5.478246689;1.785254359
1534;153.4000742;5.477077007;1.783968687
1535;153.5000986;5.416405201;1.781153202
1536;153.6;5.420021057;1.77994895
1537;153.7000243;5.360173702;1.777296185
1538;153.8000486;5.355228424;1.775929213
1539;153.900073;5.349645138;1.774692297
1540;154.0000973;5.298810482;1.772283673
1541;154.1001216;5.299767494;1.77130723
1542;154.200023;5.279667854;1.769940138
1543;154.3000474;5.232741356;1.767596602
1544;154.4000717;5.236968994;1.766685247
1545;154.500096;5.214449406;1.765269399
1546;154.6001203;5.178637028;1.763349056
1547;154.7000218;5.179965973;1.762567878
1548;154.8000461;5.17544651;1.761672735
1549;154.9000704;5.116928101;1.759426951
1550;155.0000947;5.126977921;1.758661985
1551;155.100119;5.127164364;1.758027315
1552;155.2000205;5.120623589;1.757278681
1553;155.3000448;5.068619251;1.755325794
1554;155.4000691;5.072846889;1.754544616
1555;155.5000934;5.07531929;1.75402379
1556;155.6001178;5.078562737;1.753568172
1557;155.7000192;5.071145058;1.752998471
1558;155.8000435;5.044478416;1.751859307
1559;155.9000678;5.020549774;1.750671268
1560;156.0000922;5.024590969;1.75029695
1561;156.1001165;5.032886505;1.750004053
1562;156.2000179;5.033896446;1.749759912
1563;156.3000422;5.038177013;1.749515772
1564;156.4000666;5.043228626;1.74933672
1565;156.5000909;5.042936325;1.749108911
1566;156.6001152;5.043520927;1.74894619
1567;156.7000166;5.045754433;1.748783469
1568;156.800041;5.049184322;1.748669505
1569;156.9000653;5.04982233;1.748571873
1570;157.0000896;5.053198814;1.748490453
1571;157.1001139;5.053305149;1.748457909
1572;157.2000154;5.060935497;1.748441696
1573;157.3000397;5.063807011;1.748425364
1574;157.400064;5.066625118;1.748425364
1575;157.5000883;5.072368145;1.748425364
1576;157.6001126;5.075000286;1.748425364
1577;157.7000141;5.078802109;1.74847424
1578;157.8000384;5.082205296;1.748653293
1579;157.9000627;5.090314388;1.748929858
1580;158.000087;5.105017185;1.749239087
1581;158.1001114;5.11823082;1.749597192
1582;158.2000128;5.136150837;1.749906421
1583;158.3000371;5.148460388;1.750248194
1584;158.4000614;5.166539669;1.750703812
1585;158.5000858;5.192595005;1.751322269
1586;158.6001101;5.236729622;1.752461433
1587;158.7000115;5.269245625;1.753242612
1588;158.8000358;5.285570145;1.753665805
1589;158.9000602;5.302453041;1.754072666
1590;159.0000845;5.32008028;1.754528284
1591;159.1001088;5.337601185;1.755016565
1592;159.2000102;5.369053841;1.755879045
1593;159.3000346;5.431054592;1.757376313
1594;159.4000589;5.453733444;1.757945895
1595;159.5000832;5.469712257;1.758417845
1596;159.6001075;5.488429546;1.758889794
1597;159.700009;5.506641865;1.759443164
1598;159.8000333;5.541949749;1.760370851
1599;159.9000576;5.605519295;1.762063384
1600;160.0000819;5.629633904;1.762632966
1601;160.1001062;5.650212288;1.763170004
1602;160.2000077;5.676480293;1.763821006
1603;160.300032;5.713037491;1.764781237
1604;160.4000563;5.779265881;1.766652703
1605;160.5000806;5.805294991;1.767238617
1606;160.600105;5.827096462;1.767857075
1607;160.7000064;5.853337765;1.768638253
1608;160.8000307;5.932833195;1.770688772
1609;160.900055;5.965455532;1.771616459
1610;161.0000794;5.986299992;1.772267461
1611;161.1001037;6.016476154;1.773081183
1612;161.2000051;6.089829922;1.775001526
1613;161.3000294;6.126148224;1.776043057
1614;161.4000538;6.152947903;1.776742935
1615;161.5000781;6.187670708;1.777703047
1616;161.6001024;6.271260262;1.779981494
1617;161.7000038;6.299495697;1.780762672
1618;161.8000282;6.33217144;1.781641483
1619;161.9000525;6.405604839;1.783708334
1620;162.0000768;6.449261189;1.78494513
1621;162.1001011;6.477230549;1.785726309
1622;162.2000026;6.524582386;1.787077188
1623;162.3000269;6.599132538;1.789127707
1624;162.4000512;6.631515503;1.789957762
1625;162.5000755;6.670545578;1.791227102
1626;162.6000998;6.757431984;1.793619394
1627;162.7000013;6.788326263;1.794530869
1628;162.8000256;6.838788509;1.795914173
1629;162.9000499;6.917566299;1.798094869
1630;163.0000742;6.947131157;1.799022555
1631;163.1000986;7.006686211;1.800715089
1632;163.2;7.074935436;1.802749395
1633;163.3000243;7.110694885;1.803807259
1634;163.4000486;7.189073563;1.806150794
1635;163.500073;7.24052;1.807615399
1636;163.6000973;7.282128811;1.808917403
1637;163.7001216;7.3720994;1.811488748
1638;163.800023;7.405599117;1.812530279
1639;163.9000474;7.477916241;1.814694762
1640;164.0000717;7.537923336;1.816615224
1641;164.100096;7.583732605;1.818047285
1642;164.2001203;7.663573742;1.820651293
1643;164.3000218;7.708479404;1.822002053
1644;164.4000461;7.801294804;1.824898839
1645;164.5000704;7.837161064;1.826217055
1646;164.6000947;7.930401802;1.829016328
1647;164.700119;7.969484806;1.830415845
1648;164.8000205;8.052915573;1.833003521
1649;164.9000448;8.101037979;1.834696054
1650;165.0000691;8.178194046;1.837104678
1651;165.1000934;8.235569;1.839138985
1652;165.2001178;8.297782898;1.841075659
1653;165.3000192;8.369859695;1.843370318
1654;165.4000435;8.431276321;1.845339537
1655;165.5000678;8.509097099;1.847862124
1656;165.6000922;8.574554443;1.850059152
1657;165.7001165;8.64649868;1.852370024
1658;165.8000179;8.709856033;1.854453206
1659;165.9000422;8.778238297;1.856747866
1660;166.0000666;8.843322754;1.858749628
1661;166.1000909;8.921356201;1.861386061
1662;166.2001152;9.003403664;1.863924861
1663;166.3000166;9.056923866;1.865828991
1664;166.400041;9.145698547;1.868628263
1665;166.5000653;9.199935913;1.870483518
1666;166.6000896;9.293362617;1.873543143
1667;166.7001139;9.339385033;1.875203133
1668;166.8000154;9.437385559;1.878327727
1669;166.9000397;9.482557297;1.879890084
1670;167.000064;9.579626083;1.883144975
1671;167.1000883;9.627775192;1.88485384
1672;167.2001126;9.711896896;1.887815714
1673;167.3000141;9.792110443;1.890370846
1674;167.4000384;9.850522041;1.892584205
1675;167.5000627;9.949293137;1.895806551
1676;167.600087;9.993667603;1.897482753
1677;167.7001114;10.08983326;1.900721312
1678;167.8000128;10.14481449;1.902657986
1679;167.9000371;10.22946835;1.905685067
1680;168.0000614;10.30837917;1.90840292
1681;168.1000858;10.36394596;1.910453439
1682;168.2001101;10.46149349;1.913724661
1683;168.3000115;10.51461506;1.915726423
1684;168.4000358;10.60315037;1.918802261
1685;168.5000602;10.67586517;1.921389818
1686;168.6000845;10.73435688;1.923684597
1687;168.7001088;10.83863163;1.927167296
1688;168.8000102;10.88372326;1.929087639
1689;168.9000346;10.968297;1.932147264
1690;169.0000589;11.05877304;1.935369611
1691;169.1000832;11.10429001;1.937387586
1692;169.2001075;11.20420456;1.940870404
1693;169.300009;11.27694702;1.943718314
1694;169.4000333;11.33363056;1.94622457
1695;169.5000576;11.43027496;1.949837565
1696;169.6000819;11.49998569;1.952636719
1697;169.7001062;11.55637741;1.955256939
1698;169.8000077;11.65214348;1.958886147
1699;169.900032;11.72943306;1.962157249
1700;170.0000563;11.78021431;1.964647293
1701;170.1000806;11.86425591;1.968064904
1702;170.200105;11.95848083;1.971742868
1703;170.3000064;12.01221275;1.974265456
1704;170.4000307;12.07501125;1.977259994
1705;170.500055;12.17019367;1.981019378
1706;170.6000794;12.2562561;1.984502077
1707;170.7001037;12.2993803;1.986910701
1708;170.8000051;12.38012505;1.990295768
1709;170.9000294;12.47302055;1.99412024
1710;171.0000538;12.53441048;1.996903181
1711;171.1000781;12.58888721;1.999734879
1712;171.2001024;12.67707634;2.003347874
1713;171.3000038;12.76500034;2.006944418
1714;171.4000282;12.81413269;2.009532213
1715;171.5000525;12.88570595;2.012721777
1716;171.6000768;12.9730444;2.016383648
1717;171.7001011;13.03273201;2.019101381
1718;171.8000026;13.08920288;2.022014618
1719;171.9000269;13.17337799;2.025611162
1720;172.0000512;13.25718021;2.028996229
1721;172.1000755;13.29812431;2.031356096
1722;172.2000998;13.37424374;2.034627199
1723;172.3000013;13.46671295;2.038337708
1724;172.4000256;13.51507568;2.040843964
1725;172.5000499;13.57518864;2.043708324
1726;172.6000742;13.65915108;2.047272444
1727;172.7000986;13.71104908;2.049860001
1728;172.8;13.77235889;2.052724361
1729;172.9000243;13.85331631;2.056174517
1730;173.0000486;13.90781975;2.058762312
1731;173.100073;13.97128296;2.061789274
1732;173.2000973;14.05080509;2.065141678
1733;173.3001216;14.1065588;2.06785965
1734;173.400023;14.15768528;2.070528507
1735;173.5000474;14.24324226;2.074060202
1736;173.6000717;14.29942131;2.076712847
1737;173.700096;14.34661293;2.079267979
1738;173.8001203;14.43214417;2.082815886
1739;173.9000218;14.4707489;2.084931374
1740;174.0000461;14.53695011;2.088023663
1741;174.1000704;14.61737633;2.091424942
1742;174.2000947;14.64752579;2.093345404
1743;174.300119;14.72127914;2.096600294
1744;174.4000205;14.77283096;2.099073887
1745;174.5000448;14.82704258;2.10171032
1746;174.6000691;14.91214752;2.105111837
1747;174.7000934;14.93506527;2.106999636
1748;174.8001178;15.00592041;2.109977722
1749;174.9000192;15.05723286;2.112483978
1750;175.0000435;15.10612679;2.114925146
1751;175.1000678;15.18897247;2.118245125
1752;175.2000922;15.21303368;2.120051622
1753;175.3001165;15.28322315;2.123062372
1754;175.4000179;15.31191063;2.124917746
1755;175.5000422;15.38457394;2.127847195
1756;175.6000666;15.42939949;2.13010931
1757;175.7000909;15.47563457;2.132403851
1758;175.8001152;15.53250408;2.134910107
1759;175.9000166;15.57110882;2.137058496
1760;176.000041;15.63332272;2.139760017
1761;176.1000653;15.6604147;2.14159894
1762;176.2000896;15.7319603;2.144398212
1763;176.3001139;15.751688;2.145927906
1764;176.4000154;15.82004356;2.148694515
1765;176.5000397;15.84524822;2.150338411
1766;176.600064;15.89916706;2.152681828
1767;176.7000883;15.92907715;2.154504538
1768;176.8001126;15.97536564;2.156636477
1769;176.9000141;16.0148735;2.158703327
1770;177.0000384;16.03529358;2.160119295
1771;177.1000627;16.10439301;2.162820816
1772;177.200087;16.12061119;2.164106369
1773;177.3001114;16.18798256;2.166840553
1774;177.4000128;16.20130348;2.168061256
1775;177.5000371;16.25484848;2.170323372
1776;177.6000614;16.28603554;2.172080994
1777;177.7000858;16.29919624;2.173285246
1778;177.8001101;16.36295128;2.175742626
1779;177.9000115;16.36760521;2.176784277
1780;178.0000358;16.40198135;2.17839551
1781;178.1000602;16.45130157;2.180608749
1782;178.2000845;16.45882607;2.181682825
1783;178.3001088;16.5226078;2.184042692
1784;178.4000102;16.53361511;2.185246944
1785;178.5000346;16.5432663;2.186207056
1786;178.6000589;16.6012249;2.188452959
1787;178.7000832;16.61459923;2.189543486
1788;178.8001075;16.61919785;2.190389633
1789;178.900009;16.6645031;2.192179918
1790;179.0000333;16.69090462;2.193790913
1791;179.1000576;16.69707298;2.194637299
1792;179.2000819;16.71424675;2.195744038
1793;179.3001062;16.76574707;2.197729349
1794;179.4000077;16.76752853;2.198477983
1795;179.500032;16.77404213;2.19924283
1796;179.6000563;16.80230331;2.200577497
1797;179.7000806;16.8337574;2.202204943
1798;179.800105;16.83843613;2.202904701
1799;179.9000064;16.8382225;2.203474283
1800;180.0000307;16.84646416;2.204206705
1801;180.100055;16.88352776;2.205687523
1802;180.2000794;16.90232468;2.206794262
1803;180.3001037;16.90027809;2.207314968
1804;180.4000051;16.90165901;2.207787037
1805;180.5000294;16.90320206;2.208323956
1806;180.6000538;16.9167614;2.209007502
1807;180.7000781;16.95299911;2.210537434
1808;180.8001024;16.95472717;2.211090803
1809;180.9000038;16.95868874;2.21146512
1810;181.0000282;16.94903755;2.211774349
1811;181.1000525;16.94512939;2.212067127
1812;181.2000768;16.94542313;2.212376356
1813;181.3001011;16.94111443;2.212620497
1814;181.4000026;16.94566154;2.212978601
1815;181.5000269;16.94648552;2.213336468
1816;181.6000512;16.95533943;2.213906288
1817;181.7000755;16.97474861;2.214671135
1818;181.8000998;16.97732735;2.215012789
1819;181.9000013;16.9714241;2.215142965
1820;182.0000256;16.96504402;2.215208054
1821;182.1000499;16.95284081;2.215240717
1822;182.2000742;16.94874573;2.215273142
1823;182.3000986;16.94199181;2.215273142
1824;182.4001229;16.93303299;2.215289593
1825;182.5000243;16.92678452;2.215289593
1826;182.6000486;16.921175;2.215289593
1827;182.700073;16.91484642;2.215256929
1828;182.8000973;16.90923691;2.215175629
1829;182.9001216;16.89679527;2.214947701
1830;183.000023;16.88039017;2.214329243
1831;183.1000474;16.83436775;2.213076115
1832;183.2000717;16.8162365;2.212701797
1833;183.300096;16.8021183;2.212392569
1834;183.4001203;16.79097748;2.212132215
1835;183.5000218;16.77670097;2.21185565
1836;183.6000461;16.76191902;2.211513758
1837;183.7000704;16.7464447;2.211155891
1838;183.8000947;16.73158264;2.210732698
1839;183.900119;16.69672585;2.209886312
1840;184.0000205;16.64107895;2.208503008
1841;184.1000448;16.62225533;2.20804739
1842;184.2000691;16.60430908;2.207607985
1843;184.3000934;16.58843803;2.207184792
1844;184.4001178;16.57163429;2.206761837
1845;184.5000192;16.54504776;2.206045628
1846;184.6000435;16.47990799;2.204385757
1847;184.7000678;16.45175362;2.203637123
1848;184.8000922;16.42817116;2.203116179
1849;184.9001165;16.41301537;2.202628136
1850;185.0000179;16.38829041;2.202042103
1851;185.1000422;16.3489151;2.200968027
1852;185.2000666;16.28287125;2.199275494
1853;185.3000909;16.25987434;2.198738337
1854;185.4001152;16.23964119;2.198103666
1855;185.5000166;16.21228218;2.19742012
1856;185.600041;16.16232681;2.196053267
1857;185.7000653;16.10819435;2.194621086
1858;185.8000896;16.08384132;2.194002628
1859;185.9001139;16.05900764;2.193351507
1860;186.0000154;16.01466179;2.192098379
1861;186.1000397;15.94191933;2.190145493
1862;186.200064;15.91796398;2.189527035
1863;186.3000883;15.89092445;2.1887784
1864;186.4001126;15.84248352;2.187525272
1865;186.5000141;15.77301121;2.185670137
1866;186.6000384;15.74871063;2.184970379
1867;186.7000627;15.71537018;2.184172869
1868;186.800087;15.65102959;2.182333946
1869;186.9001114;15.59724426;2.180901766
1870;187.0000128;15.56608391;2.180088043
1871;187.1000371;15.52054024;2.178786039
1872;187.2000614;15.4409647;2.176768064
1873;187.3000858;15.4131012;2.175937891
1874;187.4001101;15.37553406;2.174896479
1875;187.5000115;15.29149246;2.172634363
1876;187.6000358;15.26160812;2.171755552
1877;187.7000602;15.22276497;2.170730114
1878;187.8000845;15.12899208;2.168223858
1879;187.9001088;15.09458828;2.167263746
1880;188.0000102;15.05925369;2.166238546
1881;188.1000346;14.96255684;2.163699627
1882;188.2000589;14.92855167;2.162788153
1883;188.3000832;14.8873148;2.16166544
1884;188.4001075;14.7939949;2.159142733
1885;188.500009;14.76307392;2.158215046
1886;188.6000333;14.71282387;2.15689683
1887;188.7000576;14.62067318;2.154407024
1888;188.8000819;14.58810425;2.153430462
1889;188.9001062;14.50977802;2.151347399
1890;189.0000077;14.45333385;2.149752378
1891;189.100032;14.41464996;2.14866209
1892;189.2000563;14.31313992;2.145944357
1893;189.3000806;14.27637005;2.144870043
1894;189.400105;14.22314262;2.14342165
1895;189.5000064;14.13343811;2.141013145
1896;189.6000307;14.09470081;2.139890194
1897;189.700055;13.99433422;2.137204885
1898;189.8000794;13.95562363;2.136016846
1899;189.9001037;13.89673328;2.134422064
1900;190.0000051;13.81053734;2.132013321
1901;190.1000294;13.77009869;2.130906582
1902;190.2000538;13.67441177;2.128237724
1903;190.3000781;13.63362694;2.127000809
1904;190.4001024;13.55187225;2.124738693
1905;190.5000038;13.48447323;2.122834682
1906;190.6000282;13.43313408;2.121418715
1907;190.7000525;13.34026527;2.11884737
1908;190.8000768;13.29918766;2.117610455
1909;190.9001011;13.19690704;2.114697456
1910;191.0000026;13.15194893;2.113444328
1911;191.1000269;13.05735207;2.110807896
1912;191.2000512;13.00463009;2.109245539
1913;191.3000755;12.92952061;2.107146025
1914;191.4000998;12.86052799;2.105160475
1915;191.5000013;12.80636978;2.103565693
1916;191.6000256;12.71142673;2.100815296
1917;191.7000499;12.66048622;2.099415779
1918;191.8000742;12.56051826;2.096583843
1919;191.9000986;12.5193615;2.095249414
1920;192.0001229;12.41064739;2.092271328
1921;192.1000243;12.36635303;2.090953112
1922;192.2000486;12.26383305;2.087958574
1923;192.300073;12.21932697;2.086542606
1924;192.4000973;12.1180563;2.083662033
1925;192.5001216;12.07349586;2.082246065
1926;192.600023;11.96839714;2.079170227
1927;192.7000474;11.92763901;2.077754498
1928;192.8000717;11.82211494;2.074711084
1929;192.900096;11.77896404;2.07316494
1930;193.0001203;11.67386532;2.070040464
1931;193.1000218;11.6294384;2.068575621
1932;193.2000461;11.52372837;2.06548357
1933;193.3000704;11.48110867;2.063986301
1934;193.4000947;11.3831358;2.061024427
1935;193.500119;11.33554459;2.059315443
1936;193.6000205;11.23387527;2.056190729
1937;193.7000448;11.18330669;2.054547071
1938;193.8000691;11.0855732;2.051650286
1939;193.9000934;11.03130817;2.049860001
1940;194.0001178;10.94213581;2.047012091
1941;194.1000192;10.8672924;2.044733763
1942;194.2000435;10.79957581;2.042373896
1943;194.3000678;10.70532417;2.039590836
1944;194.4000922;10.65908909;2.037849665
1945;194.5001165;10.55103874;2.034659863
1946;194.6000179;10.50807476;2.03304863
1947;194.7000422;10.40893078;2.029940128
1948;194.8000666;10.36269665;2.028361559
1949;194.9000909;10.26440334;2.025236845
1950;195.0001152;10.21521759;2.023511887
1951;195.1000166;10.12189674;2.020582438
1952;195.200041;10.05197239;2.018239021
1953;195.3000653;9.985478401;2.015960455
1954;195.4000896;9.895534515;2.01314497
1955;195.5001139;9.838186264;2.011175871
1956;195.6000154;9.739228249;2.008100033
1957;195.7000397;9.695998192;2.006423712
1958;195.800064;9.596455574;2.00323391
1959;195.9000883;9.554608345;2.001541376
1960;196.0001126;9.461659431;1.998498082
1961;196.1000141;9.410479546;1.996593952
1962;196.2000384;9.328191757;1.9938761
1963;196.3000627;9.240161896;1.990914226
1964;196.400087;9.189248085;1.988831043
1965;196.5001114;9.094305038;1.985673785
1966;196.6000128;9.06120491;1.984078884
1967;196.7000371;8.962353706;1.980710149
1968;196.8000614;8.895141602;1.978171349
1969;196.9000858;8.836730003;1.975795269
1970;197.0001101;8.739580154;1.972442746
1971;197.1000115;8.709589958;1.970782757
1972;197.2000358;8.613370895;1.96731627
1973;197.3000602;8.548020363;1.964875102
1974;197.4000845;8.496973038;1.96248281
1975;197.5001088;8.399211884;1.958951235
1976;197.6000102;8.358401299;1.957079649
1977;197.7000346;8.275130272;1.953824759
1978;197.8000589;8.200500488;1.950911641
1979;197.9000832;8.164527893;1.94892621
1980;198.0001075;8.067697525;1.945443511
1981;198.100009;8.03653717;1.943620682
1982;198.2000333;7.953958035;1.940300703
1983;198.3000576;7.868666649;1.936883092
1984;198.4000819;7.84258461;1.935011506
1985;198.5001062;7.755166531;1.931463718
1986;198.6000077;7.681413651;1.928257704
1987;198.700032;7.648286343;1.925995588
1988;198.8000563;7.571742058;1.922447681
1989;198.9000806;7.494160652;1.918981314
1990;199.000105;7.467839718;1.916947007
1991;199.1000064;7.396426678;1.91348052
1992;199.2000307;7.316186905;1.909818769
1993;199.300055;7.280426979;1.907491565
1994;199.4000794;7.226667881;1.904529572
1995;199.5001037;7.145390987;1.900900364
1996;199.6000051;7.104633331;1.898442984
1997;199.7000294;7.055500031;1.89548099
1998;199.8000538;6.981162548;1.891965747
1999;199.9000781;6.938091278;1.889443159
2000;200.0001024;6.888799191;1.886497498
2001;200.1000038;6.819991589;1.883112431
2002;200.2000282;6.77686739;1.880557418
2003;200.3000525;6.733397484;1.877807021
2004;200.4000768;6.661160469;1.874373078
2005;200.5001011;6.626251221;1.872143507
2006;200.6000026;6.575576305;1.869100213
2007;200.7000269;6.502701283;1.865682602
2008;200.8000512;6.488716125;1.863876104
2009;200.9000755;6.421770096;1.860702634
2010;201.0000998;6.363092422;1.857773185
2011;201.1000013;6.339748859;1.85559237
2012;201.2000256;6.267883778;1.85233748
2013;201.3000499;6.25589323;1.850579858
2014;201.4000742;6.189664364;1.847292423
2015;201.5000986;6.137022018;1.844655991
2016;201.6001229;6.111285686;1.842344999
2017;201.7000243;6.049337864;1.83918786
2018;201.8000486;6.037798882;1.837544084
2019;201.900073;5.971464157;1.834240437
2020;202.0000973;5.952188492;1.832401395
2021;202.1001216;5.900822163;1.829439402
2022;202.200023;5.861446857;1.82704711
2023;202.3000474;5.832679749;1.824784994
2024;202.4000717;5.773815632;1.821969509
2025;202.500096;5.758926868;1.820032835
2026;202.6001203;5.69817543;1.817087173
2027;202.7000218;5.696793079;1.815687537
2028;202.8000461;5.630617619;1.812562823
2029;202.9000704;5.630431652;1.81119585
2030;203.0000947;5.5711689;1.80841291
2031;203.100119;5.561065674;1.806866765
2032;203.2000205;5.506668568;1.804246664
2033;203.3000448;5.497150421;1.802554131
2034;203.4000691;5.476093292;1.800926685
2035;203.5000934;5.436345577;1.798452973
2036;203.6001178;5.429725647;1.797248602
2037;203.7000192;5.372403622;1.794661045
2038;203.8000435;5.377827168;1.79358685
2039;203.9000678;5.338398933;1.791617751
2040;204.0000922;5.309817791;1.789534569
2041;204.1001165;5.306361198;1.788558125
2042;204.2000179;5.251326084;1.786198258
2043;204.3000422;5.252017021;1.785042882
2044;204.4000666;5.250368595;1.784164071
2045;204.5000909;5.198071957;1.782048345
2046;204.6001152;5.190468311;1.780730128
