"C35",,
"Temps","Force","Stroke"
"sec","N","mm"
"137.19","8339.008","11.43239"
"137.2","8338.988","11.43324"
"137.21","8338.998","11.43407"
"137.22","8339.026","11.43491"
"137.23","8339.074","11.43575"
"137.24","8339.145","11.43657"
"137.25","8339.23","11.43741"
"137.26","8339.31","11.43824"
"137.27","8339.36","11.43905"
"137.28","8339.376","11.43989"
"137.29","8339.335","11.44074"
"137.3","8339.236","11.44159"
"137.31","8339.126","11.44244"
"137.32","8339.084","11.44326"
"137.33","8339.15","11.44409"
"137.34","8339.274","11.4449"
"137.35","8339.376","11.44572"
"137.36","8339.402","11.44658"
"137.37","8339.351","11.44742"
"137.38","8339.281","11.44825"
"137.39","8339.24","11.44907"
"137.4","8339.265","11.44992"
"137.41","8339.341","11.45078"
"137.42","8339.417","11.45161"
"137.43","8339.481","11.45244"
"137.44","8339.555","11.45325"
"137.45","8339.627","11.45409"
"137.46","8339.669","11.4549"
"137.47","8339.644","11.45571"
"137.48","8339.555","11.45655"
"137.49","8339.412","11.45739"
"137.5","8339.221","11.45824"
"137.51","8339.05","11.45906"
"137.52","8338.967","11.4599"
"137.53","8339.002","11.46074"
"137.54","8339.1","11.46156"
"137.55","8339.198","11.46237"
"137.56","8339.265","11.46322"
"137.57","8339.281","11.46406"
"137.58","8339.271","11.4649"
"137.59","8339.274","11.46574"
"137.6","8339.326","11.46657"
"137.61","8339.402","11.46744"
"137.62","8339.472","11.46826"
"137.63","8339.532","11.46909"
"137.64","8339.593","11.46991"
"137.65","8339.66","11.47075"
"137.66","8339.71","11.47156"
"137.67","8339.71","11.47237"
"137.68","8339.675","11.4732"
"137.69","8339.605","11.47405"
"137.7","8339.498","11.4749"
"137.71","8339.36","11.47575"
"137.72","8339.246","11.47657"
"137.73","8339.236","11.47739"
"137.74","8339.322","11.47821"
"137.75","8339.412","11.47905"
"137.76","8339.446","11.47989"
"137.77","8339.443","11.48072"
"137.78","8339.427","11.48158"
"137.79","8339.437","11.48241"
"137.8","8339.494","11.48325"
"137.81","8339.583","11.4841"
"137.82","8339.679","11.48494"
"137.83","8339.745","11.48576"
"137.84","8339.815","11.48659"
"137.85","8339.898","11.48742"
"137.86","8339.923","11.48825"
"137.87","8339.872","11.48906"
"137.88","8339.796","11.4899"
"137.89","8339.739","11.49075"
"137.9","8339.665","11.49159"
"137.91","8339.541","11.49244"
"137.92","8339.456","11.49326"
"137.93","8339.472","11.49409"
"137.94","8339.558","11.49491"
"137.95","8339.634","11.49574"
"137.96","8339.669","11.49657"
"137.97","8339.653","11.4974"
"137.98","8339.583","11.49824"
"137.99","8339.52","11.49907"
"138","8339.488","11.49991"
"138.01","8339.494","11.50076"
"138.02","8339.507","11.50159"
"138.03","8339.555","11.50242"
"138.04","8339.644","11.50325"
"138.05","8339.751","11.50409"
"138.06","8339.806","11.50491"
"138.07","8339.789","11.50572"
"138.08","8339.739","11.50656"
"138.09","8339.675","11.5074"
"138.1","8339.583","11.50824"
"138.11","8339.481","11.5091"
"138.12","8339.421","11.50992"
"138.13","8339.446","11.51074"
"138.14","8339.522","11.51155"
"138.15","8339.605","11.51237"
"138.16","8339.641","11.51322"
"138.17","8339.593","11.51405"
"138.18","8339.498","11.51489"
"138.19","8339.437","11.51573"
"138.2","8339.453","11.51656"
"138.21","8339.52","11.51741"
"138.22","8339.579","11.51825"
"138.23","8339.624","11.51907"
"138.24","8339.685","11.51991"
"138.25","8339.777","11.52074"
"138.26","8339.851","11.52157"
"138.27","8339.882","11.52239"
"138.28","8339.865","11.52322"
"138.29","8339.824","11.52407"
"138.3","8339.736","11.52491"
"138.31","8339.634","11.52575"
"138.32","8339.589","11.52659"
"138.33","8339.641","11.52741"
"138.34","8339.745","11.52822"
"138.35","8339.831","11.52905"
"138.36","8339.856","11.5299"
"138.37","8339.822","11.53072"
"138.38","8339.745","11.53156"
"138.39","8339.679","11.5324"
"138.4","8339.675","11.53324"
"138.41","8339.72","11.53407"
"138.42","8339.796","11.53491"
"138.43","8339.872","11.53574"
"138.44","8339.951","11.53657"
"138.45","8340.022","11.53741"
"138.46","8340.063","11.53823"
"138.47","8340.037","11.53904"
"138.48","8339.958","11.53988"
"138.49","8339.856","11.54072"
"138.5","8339.755","11.54156"
"138.51","8339.665","11.54241"
"138.52","8339.634","11.54325"
"138.53","8339.679","11.54408"
"138.54","8339.78","11.5449"
"138.55","8339.898","11.54572"
"138.56","8339.961","11.54657"
"138.57","8339.961","11.54742"
"138.58","8339.917","11.54826"
"138.59","8339.907","11.5491"
"138.6","8339.968","11.54994"
"138.61","8340.069","11.55079"
"138.62","8340.155","11.55162"
"138.63","8340.216","11.55245"
"138.64","8340.275","11.55328"
"138.65","8340.337","11.5541"
"138.66","8340.355","11.55491"
"138.67","8340.295","11.55573"
"138.68","8340.171","11.55655"
"138.69","8340.009","11.55741"
"138.7","8339.851","11.55824"
"138.71","8339.727","11.55907"
"138.72","8339.66","11.55991"
"138.73","8339.675","11.56074"
"138.74","8339.736","11.56156"
"138.75","8339.803","11.56238"
"138.76","8339.837","11.56322"
"138.77","8339.847","11.56405"
"138.78","8339.824","11.56489"
"138.79","8339.806","11.56574"
"138.8","8339.813","11.56658"
"138.81","8339.851","11.56742"
"138.82","8339.898","11.56825"
"138.83","8339.978","11.56907"
"138.84","8340.108","11.5699"
"138.85","8340.231","11.57074"
"138.86","8340.267","11.57156"
"138.87","8340.234","11.57237"
"138.88","8340.181","11.57321"
"138.89","8340.113","11.57405"
"138.9","8340.027","11.5749"
"138.91","8339.933","11.57574"
"138.92","8339.856","11.57656"
"138.93","8339.851","11.57739"
"138.94","8339.91","11.57823"
"138.95","8339.984","11.57905"
"138.96","8340.013","11.57989"
"138.97","8340.003","11.58072"
"138.98","8339.978","11.58156"
"138.99","8339.986","11.5824"
"139","8340.027","11.58324"
"139.01","8340.089","11.58409"
"139.02","8340.155","11.58492"
"139.03","8340.231","11.58576"
"139.04","8340.327","11.58659"
"139.05","8340.413","11.58744"
"139.06","8340.467","11.58826"
"139.07","8340.467","11.58908"
"139.08","8340.429","11.58991"
"139.09","8340.355","11.59077"
"139.1","8340.261","11.59161"
"139.11","8340.158","11.59246"
"139.12","8340.12","11.59329"
"139.13","8340.165","11.59411"
"139.14","8340.261","11.59494"
"139.15","8340.327","11.59575"
"139.16","8340.337","11.59657"
"139.17","8340.295","11.59741"
"139.18","8340.216","11.59824"
"139.19","8340.133","11.59907"
"139.2","8340.085","11.59993"
"139.21","8340.063","11.60076"
"139.22","8340.072","11.60159"
"139.23","8340.12","11.60242"
"139.24","8340.185","11.60325"
"139.25","8340.241","11.60407"
"139.26","8340.257","11.60489"
"139.27","8340.219","11.6057"
"139.28","8340.148","11.60655"
"139.29","8340.063","11.60739"
"139.3","8339.951","11.60822"
"139.31","8339.847","11.60907"
"139.32","8339.796","11.60991"
"139.33","8339.815","11.61072"
"139.34","8339.892","11.61154"
"139.35","8339.993","11.61237"
"139.36","8340.063","11.61322"
"139.37","8340.063","11.61406"
"139.38","8340.009","11.6149"
"139.39","8339.968","11.61572"
"139.4","8339.993","11.61657"
"139.41","8340.069","11.61741"
"139.42","8340.133","11.61825"
"139.43","8340.181","11.61907"
"139.44","8340.234","11.61991"
"139.45","8340.305","11.62074"
"139.46","8340.353","11.62156"
"139.47","8340.343","11.62237"
"139.48","8340.295","11.6232"
"139.49","8340.231","11.62405"
"139.5","8340.148","11.62489"
"139.51","8340.044","11.62574"
"139.52","8339.961","11.62656"
"139.53","8339.961","11.6274"
"139.54","8340.044","11.62822"
"139.55","8340.133","11.62906"
"139.56","8340.171","11.6299"
"139.57","8340.146","11.63074"
"139.58","8340.108","11.63157"
"139.59","8340.104","11.63241"
"139.6","8340.14","11.63325"
"139.61","8340.185","11.63411"
"139.62","8340.209","11.63494"
"139.63","8340.251","11.63576"
"139.64","8340.317","11.63659"
"139.65","8340.391","11.63742"
"139.66","8340.433","11.63824"
"139.67","8340.413","11.63905"
"139.68","8340.343","11.63989"
"139.69","8340.231","11.64074"
"139.7","8340.104","11.64157"
"139.71","8339.993","11.64242"
"139.72","8339.927","11.64326"
"139.73","8339.933","11.64409"
"139.74","8340.003","11.64491"
"139.75","8340.133","11.64574"
"139.76","8340.267","11.64657"
"139.77","8340.327","11.64741"
"139.78","8340.285","11.64825"
"139.79","8340.209","11.64909"
"139.8","8340.189","11.64994"
"139.81","8340.231","11.65077"
"139.82","8340.285","11.65162"
"139.83","8340.347","11.65245"
"139.84","8340.423","11.65326"
"139.85","8340.499","11.65409"
"139.86","8340.527","11.65491"
"139.87","8340.499","11.65572"
"139.88","8340.403","11.65656"
"139.89","8340.257","11.6574"
"139.9","8340.095","11.65824"
"139.91","8339.958","11.65907"
"139.92","8339.892","11.6599"
"139.93","8339.907","11.66072"
"139.94","8339.968","11.66155"
"139.95","8340.027","11.66237"
"139.96","8340.054","11.66321"
"139.97","8340.044","11.66405"
"139.98","8339.996","11.66488"
"139.99","8339.951","11.66572"
"140","8339.942","11.66656"
"140.01","8339.993","11.6674"
"140.02","8340.069","11.66824"
"140.03","8340.14","11.66909"
"140.04","8340.199","11.66991"
"140.05","8340.251","11.67075"
"140.06","8340.302","11.67157"
"140.07","8340.337","11.67239"
"140.08","8340.347","11.67322"
"140.09","8340.312","11.67408"
"140.1","8340.226","11.67491"
"140.11","8340.123","11.67576"
"140.12","8340.072","11.67659"
"140.13","8340.113","11.67741"
"140.14","8340.209","11.67822"
"140.15","8340.302","11.67905"
"140.16","8340.337","11.6799"
"140.17","8340.285","11.68073"
"140.18","8340.181","11.68156"
"140.19","8340.089","11.6824"
"140.2","8340.079","11.68325"
"140.21","8340.13","11.68409"
"140.22","8340.193","11.68493"
"140.23","8340.267","11.68576"
"140.24","8340.355","11.68659"
"140.25","8340.441","11.68741"
"140.26","8340.482","11.68824"
"140.27","8340.447","11.68906"
"140.28","8340.378","11.6899"
"140.29","8340.317","11.69075"
"140.3","8340.267","11.6916"
"140.31","8340.209","11.69244"
"140.32","8340.185","11.69327"
"140.33","8340.244","11.6941"
"140.34","8340.361","11.69492"
"140.35","8340.464","11.69574"
"140.36","8340.499","11.69659"
"140.37","8340.467","11.69741"
"140.38","8340.396","11.69825"
"140.39","8340.327","11.69907"
"140.4","8340.292","11.69992"
"140.41","8340.279","11.70076"
"140.42","8340.279","11.70159"
"140.43","8340.302","11.70243"
"140.44","8340.337","11.70325"
"140.45","8340.371","11.70407"
"140.46","8340.396","11.70489"
"140.47","8340.388","11.7057"
"140.48","8340.32","11.70654"
"140.49","8340.209","11.70737"
"140.5","8340.061","11.70821"
"140.51","8339.91","11.70906"
"140.52","8339.837","11.7099"
"140.53","8339.863","11.71072"
"140.54","8339.968","11.71154"
"140.55","8340.085","11.71237"
"140.56","8340.175","11.71322"
"140.57","8340.206","11.71406"
"140.58","8340.193","11.7149"
"140.59","8340.209","11.71574"
"140.6","8340.271","11.71657"
"140.61","8340.343","11.71744"
"140.62","8340.396","11.71826"
"140.63","8340.464","11.71909"
"140.64","8340.533","11.71991"
"140.65","8340.568","11.72075"
"140.66","8340.543","11.72156"
"140.67","8340.476","11.72237"
"140.68","8340.406","11.72321"
"140.69","8340.33","11.72406"
"140.7","8340.226","11.7249"
"140.71","8340.099","11.72575"
"140.72","8340.019","11.72659"
"140.73","8340.022","11.7274"
"140.74","8340.085","11.72822"
"140.75","8340.146","11.72905"
"140.76","8340.171","11.72989"
"140.77","8340.146","11.73074"
"140.78","8340.089","11.73158"
"140.79","8340.047","11.73241"
"140.8","8340.069","11.73325"
"140.81","8340.14","11.7341"
"140.82","8340.206","11.73492"
"140.83","8340.267","11.73575"
"140.84","8340.33","11.73658"
"140.85","8340.388","11.73741"
"140.86","8340.378","11.73824"
"140.87","8340.305","11.73905"
"140.88","8340.241","11.73989"
"140.89","8340.209","11.74074"
"140.9","8340.165","11.74157"
"140.91","8340.095","11.74242"
"140.92","8340.037","11.74325"
"140.93","8340.061","11.74407"
"140.94","8340.146","11.7449"
"140.95","8340.231","11.74572"
"140.96","8340.271","11.74656"
"140.97","8340.241","11.7474"
"140.98","8340.175","11.74824"
"140.99","8340.133","11.74907"
"141","8340.133","11.74991"
"141.01","8340.171","11.75076"
"141.02","8340.206","11.75161"
"141.03","8340.251","11.75244"
"141.04","8340.33","11.75326"
"141.05","8340.423","11.7541"
"141.06","8340.482","11.75491"
"141.07","8340.474","11.75572"
"141.08","8340.413","11.75656"
"141.09","8340.327","11.75741"
"141.1","8340.226","11.75825"
"141.11","8340.113","11.7591"
"141.12","8340.054","11.75992"
"141.13","8340.069","11.76075"
"141.14","8340.133","11.76156"
"141.15","8340.193","11.76237"
"141.16","8340.219","11.76321"
"141.17","8340.181","11.76405"
"141.18","8340.085","11.76489"
"141.19","8339.993","11.76573"
"141.2","8339.968","11.76656"
"141.21","8339.993","11.76741"
"141.22","8340.027","11.76824"
"141.23","8340.069","11.76906"
"141.24","8340.13","11.7699"
"141.25","8340.199","11.77074"
"141.26","8340.244","11.77156"
"141.27","8340.261","11.77238"
"141.28","8340.267","11.77321"
"141.29","8340.261","11.77405"
"141.3","8340.231","11.7749"
"141.31","8340.158","11.77575"
"141.32","8340.095","11.77658"
"141.33","8340.085","11.7774"
"141.34","8340.148","11.77821"
"141.35","8340.231","11.77904"
"141.36","8340.261","11.77989"
"141.37","8340.219","11.78072"
"141.38","8340.148","11.78156"
"141.39","8340.133","11.7824"
"141.4","8340.185","11.78324"
"141.41","8340.261","11.78409"
"141.42","8340.312","11.78492"
"141.43","8340.347","11.78575"
"141.44","8340.391","11.78659"
"141.45","8340.454","11.78741"
"141.46","8340.502","11.78823"
"141.47","8340.489","11.78905"
"141.48","8340.416","11.78989"
"141.49","8340.312","11.79074"
"141.5","8340.185","11.79157"
"141.51","8340.085","11.79243"
"141.52","8340.063","11.79326"
"141.53","8340.146","11.79409"
"141.54","8340.271","11.79492"
"141.55","8340.365","11.79574"
"141.56","8340.413","11.79659"
"141.57","8340.391","11.79742"
"141.58","8340.33","11.79825"
"141.59","8340.285","11.79909"
"141.6","8340.295","11.79994"
"141.61","8340.347","11.80079"
"141.62","8340.396","11.80161"
"141.63","8340.447","11.80244"
"141.64","8340.499","11.80326"
"141.65","8340.518","11.80409"
"141.66","8340.482","11.8049"
"141.67","8340.429","11.80571"
"141.68","8340.361","11.80654"
"141.69","8340.244","11.80739"
"141.7","8340.063","11.80822"
"141.71","8339.872","11.80906"
"141.72","8339.771","11.8099"
"141.73","8339.78","11.81072"
"141.74","8339.875","11.81154"
"141.75","8339.993","11.81236"
"141.76","8340.069","11.81321"
"141.77","8340.079","11.81405"
"141.78","8340.047","11.81489"
"141.79","8340.037","11.81574"
"141.8","8340.099","11.81658"
"141.81","8340.193","11.81742"
"141.82","8340.279","11.81825"
"141.83","8340.33","11.81909"
"141.84","8340.371","11.81991"
"141.85","8340.433","11.82075"
"141.86","8340.502","11.82158"
"141.87","8340.543","11.82239"
"141.88","8340.515","11.82321"
"141.89","8340.423","11.82406"
"141.9","8340.292","11.8249"
"141.91","8340.14","11.82575"
"141.92","8340.034","11.82657"
"141.93","8340.034","11.8274"
"141.94","8340.113","11.82823"
"141.95","8340.185","11.82904"
"141.96","8340.206","11.82989"
"141.97","8340.181","11.83071"
"141.98","8340.133","11.83155"
"141.99","8340.108","11.83237"
"142","8340.113","11.83322"
"142.01","8340.14","11.83407"
"142.02","8340.165","11.83491"
"142.03","8340.216","11.83574"
"142.04","8340.292","11.83657"
"142.05","8340.365","11.83741"
"142.06","8340.406","11.83824"
"142.07","8340.403","11.83906"
"142.08","8340.388","11.8399"
"142.09","8340.371","11.84075"
"142.1","8340.337","11.8416"
"142.11","8340.275","11.84245"
"142.12","8340.251","11.84328"
"142.13","8340.302","11.8441"
"142.14","8340.403","11.84492"
"142.15","8340.509","11.84574"
"142.16","8340.562","11.84657"
"142.17","8340.55","11.84742"
"142.18","8340.474","11.84825"
"142.19","8340.388","11.84909"
"142.2","8340.355","11.84993"
"142.21","8340.381","11.85077"
"142.22","8340.423","11.85161"
"142.23","8340.438","11.85244"
"142.24","8340.464","11.85326"
"142.25","8340.515","11.85409"
"142.26","8340.543","11.8549"
"142.27","8340.515","11.85572"
"142.28","8340.438","11.85656"
"142.29","8340.353","11.85741"
"142.3","8340.251","11.85825"
"142.31","8340.14","11.85909"
"142.32","8340.069","11.85991"
"142.33","8340.095","11.86074"
"142.34","8340.165","11.86156"
"142.35","8340.216","11.86239"
"142.36","8340.216","11.86322"
"142.37","8340.181","11.86405"
"142.38","8340.14","11.86489"
"142.39","8340.099","11.86572"
"142.4","8340.079","11.86656"
"142.41","8340.089","11.86741"
"142.42","8340.133","11.86824"
"142.43","8340.216","11.86906"
"142.44","8340.312","11.8699"
"142.45","8340.388","11.87072"
"142.46","8340.406","11.87155"
"142.47","8340.365","11.87236"
"142.48","8340.302","11.8732"
"142.49","8340.226","11.87404"
"142.5","8340.14","11.87488"
"142.51","8340.037","11.87572"
"142.52","8339.975","11.87657"
"142.53","8339.996","11.87739"
"142.54","8340.113","11.87821"
"142.55","8340.241","11.87905"
"142.56","8340.317","11.8799"
"142.57","8340.327","11.88074"
"142.58","8340.305","11.88157"
"142.59","8340.317","11.88241"
"142.6","8340.355","11.88326"
"142.61","8340.413","11.88411"
"142.62","8340.476","11.88495"
"142.63","8340.559","11.88577"
"142.64","8340.647","11.8866"
"142.65","8340.712","11.88742"
"142.66","8340.705","11.88825"
"142.67","8340.636","11.88906"
"142.68","8340.55","11.8899"
"142.69","8340.474","11.89075"
"142.7","8340.381","11.89159"
"142.71","8340.279","11.89242"
"142.72","8340.216","11.89326"
"142.73","8340.209","11.89409"
"142.74","8340.244","11.89491"
"142.75","8340.295","11.89574"
"142.76","8340.337","11.89656"
"142.77","8340.337","11.89741"
"142.78","8340.292","11.89825"
"142.79","8340.234","11.89909"
"142.8","8340.206","11.89992"
"142.81","8340.219","11.90077"
"142.82","8340.271","11.9016"
"142.83","8340.337","11.90242"
"142.84","8340.396","11.90325"
"142.85","8340.454","11.90409"
"142.86","8340.476","11.9049"
"142.87","8340.438","11.90571"
"142.88","8340.343","11.90654"
"142.89","8340.216","11.90739"
"142.9","8340.061","11.90823"
"142.91","8339.901","11.90906"
"142.92","8339.815","11.9099"
"142.93","8339.851","11.91071"
"142.94","8339.948","11.91154"
"142.95","8340.027","11.91236"
"142.96","8340.061","11.91321"
"142.97","8340.037","11.91404"
"142.98","8339.984","11.91488"
"142.99","8339.937","11.91571"
"143","8339.948","11.91656"
"143.01","8340.027","11.9174"
"143.02","8340.133","11.91825"
"143.03","8340.231","11.91908"
"143.04","8340.343","11.91991"
"143.05","8340.454","11.92075"
"143.06","8340.518","11.92157"
"143.07","8340.515","11.92239"
"143.08","8340.476","11.92322"
"143.09","8340.438","11.92408"
"143.1","8340.371","11.92492"
"143.11","8340.279","11.92577"
"143.12","8340.226","11.9266"
"143.13","8340.244","11.92742"
"143.14","8340.317","11.92824"
"143.15","8340.371","11.92905"
"143.16","8340.381","11.9299"
"143.17","8340.337","11.93073"
"143.18","8340.261","11.93156"
"143.19","8340.193","11.9324"
"143.2","8340.181","11.93325"
"143.21","8340.199","11.93409"
"143.22","8340.216","11.93491"
"143.23","8340.226","11.93575"
"143.24","8340.267","11.93657"
"143.25","8340.343","11.93741"
"143.26","8340.396","11.93824"
"143.27","8340.403","11.93905"
"143.28","8340.371","11.93989"
"143.29","8340.32","11.94074"
"143.3","8340.267","11.94159"
"143.31","8340.206","11.94242"
"143.32","8340.175","11.94326"
"143.33","8340.209","11.94409"
"143.34","8340.305","11.9449"
"143.35","8340.396","11.94574"
"143.36","8340.433","11.94658"
"143.37","8340.396","11.94741"
"143.38","8340.32","11.94825"
"143.39","8340.261","11.94909"
"143.4","8340.257","11.94992"
"143.41","8340.302","11.95078"
"143.42","8340.355","11.95161"
"143.43","8340.423","11.95244"
"143.44","8340.509","11.95325"
"143.45","8340.578","11.95407"
"143.46","8340.595","11.9549"
"143.47","8340.523","11.95571"
"143.48","8340.388","11.95655"
"143.49","8340.234","11.95739"
"143.5","8340.104","11.95822"
"143.51","8340.009","11.95906"
"143.52","8339.978","11.9599"
"143.53","8340.022","11.96072"
"143.54","8340.104","11.96155"
"143.55","8340.175","11.96237"
"143.56","8340.209","11.96322"
"143.57","8340.209","11.96406"
"143.58","8340.206","11.9649"
"143.59","8340.226","11.96574"
"143.6","8340.271","11.96659"
"143.61","8340.317","11.96742"
"143.62","8340.361","11.96825"
"143.63","8340.438","11.96909"
"143.64","8340.553","11.96991"
"143.65","8340.638","11.97074"
"143.66","8340.647","11.97156"
"143.67","8340.6","11.97237"
"143.68","8340.562","11.97321"
"143.69","8340.54","11.97405"
"143.7","8340.482","11.97489"
"143.71","8340.378","11.97574"
"143.72","8340.275","11.97657"
"143.73","8340.251","11.97739"
"143.74","8340.302","11.97821"
"143.75","8340.391","11.97904"
"143.76","8340.464","11.97989"
"143.77","8340.489","11.98072"
"143.78","8340.467","11.98156"
"143.79","8340.464","11.98241"
"143.8","8340.515","11.98325"
"143.81","8340.595","11.9841"
"143.82","8340.671","11.98494"
"143.83","8340.747","11.98576"
"143.84","8340.842","11.98659"
"143.85","8340.943","11.98742"
"143.86","8340.998","11.98825"
"143.87","8340.981","11.98906"
"143.88","8340.912","11.9899"
"143.89","8340.816","11.99075"
"143.9","8340.705","11.99157"
"143.91","8340.588","11.99242"
"143.92","8340.515","11.99326"
"143.93","8340.515","11.99409"
"143.94","8340.575","11.99491"
"143.95","8340.654","11.99572"
"143.96","8340.721","11.99656"
"143.97","8340.724","11.9974"
"143.98","8340.664","11.99824"
"143.99","8340.604","11.99907"
"144","8340.578","11.99991"
"144.01","8340.588","12.00076"
"144.02","8340.609","12.0016"
"144.03","8340.647","12.00242"
"144.04","8340.715","12.00325"
"144.05","8340.798","12.00409"
"144.06","8340.845","12.0049"
"144.07","8340.842","12.00571"
"144.08","8340.775","12.00655"
"144.09","8340.689","12.00739"
"144.1","8340.585","12.00825"
"144.11","8340.492","12.00909"
"144.12","8340.457","12.00992"
"144.13","8340.492","12.01074"
"144.14","8340.578","12.01155"
"144.15","8340.674","12.01237"
"144.16","8340.721","12.01321"
"144.17","8340.695","12.01405"
"144.18","8340.636","12.01489"
"144.19","8340.588","12.01573"
"144.2","8340.585","12.01656"
"144.21","8340.613","12.01741"
"144.22","8340.645","12.01824"
"144.23","8340.68","12.01907"
"144.24","8340.766","12.0199"
"144.25","8340.883","12.02074"
"144.26","8340.953","12.02156"
"144.27","8340.943","12.02239"
"144.28","8340.886","12.02322"
"144.29","8340.816","12.02406"
"144.3","8340.75","12.02491"
"144.31","8340.68","12.02575"
"144.32","8340.629","12.02659"
"144.33","8340.636","12.02741"
"144.34","8340.705","12.02822"
"144.35","8340.807","12.02906"
"144.36","8340.893","12.0299"
"144.37","8340.902","12.03072"
"144.38","8340.842","12.03156"
"144.39","8340.76","12.0324"
"144.4","8340.712","12.03324"
"144.41","8340.705","12.03409"
"144.42","8340.74","12.03491"
"144.43","8340.807","12.03575"
"144.44","8340.877","12.03657"
"144.45","8340.919","12.03741"
"144.46","8340.922","12.03824"
"144.47","8340.893","12.03905"
"144.48","8340.852","12.03988"
"144.49","8340.798","12.04072"
"144.5","8340.715","12.04156"
"144.51","8340.604","12.04241"
"144.52","8340.527","12.04326"
"144.53","8340.54","12.04409"
"144.54","8340.626","12.04491"
"144.55","8340.74","12.04574"
"144.56","8340.836","12.04659"
"144.57","8340.861","12.04742"
"144.58","8340.842","12.04826"
"144.59","8340.852","12.0491"
"144.6","8340.912","12.04995"
"144.61","8340.995","12.0508"
"144.62","8341.055","12.05164"
"144.63","8341.093","12.05246"
"144.64","8341.125","12.05328"
"144.65","8341.125","12.0541"
"144.66","8341.074","12.05491"
"144.67","8340.988","12.05573"
"144.68","8340.877","12.05656"
"144.69","8340.76","12.05741"
"144.7","8340.626","12.05824"
"144.71","8340.502","12.05907"
"144.72","8340.433","12.05991"
"144.73","8340.429","12.06074"
"144.74","8340.467","12.06156"
"144.75","8340.515","12.06238"
"144.76","8340.533","12.06321"
"144.77","8340.533","12.06406"
"144.78","8340.509","12.06489"
"144.79","8340.464","12.06572"
"144.8","8340.438","12.06658"
"144.81","8340.454","12.06741"
"144.82","8340.502","12.06824"
"144.83","8340.578","12.06907"
"144.84","8340.654","12.0699"
"144.85","8340.715","12.07075"
"144.86","8340.74","12.07156"
"144.87","8340.73","12.07237"
"144.88","8340.699","12.07321"
"144.89","8340.68","12.07405"
"144.9","8340.645","12.07489"
"144.91","8340.575","12.07574"
"144.92","8340.502","12.07656"
"144.93","8340.499","12.0774"
"144.94","8340.543","12.07821"
"144.95","8340.609","12.07904"
"144.96","8340.638","12.07989"
"144.97","8340.604","12.08072"
"144.98","8340.509","12.08156"
"144.99","8340.433","12.08239"
"145","8340.423","12.08324"
"145.01","8340.467","12.08409"
"145.02","8340.54","12.08492"
"145.03","8340.6","12.08576"
"145.04","8340.654","12.0866"
"145.05","8340.724","12.08744"
"145.06","8340.8","12.08825"
"145.07","8340.842","12.08908"
"145.08","8340.807","12.08991"
"145.09","8340.737","12.09076"
"145.1","8340.647","12.09161"
"145.11","8340.568","12.09245"
"145.12","8340.515","12.09329"
"145.13","8340.55","12.09411"
"145.14","8340.647","12.09494"
"145.15","8340.721","12.09575"
"145.16","8340.715","12.09657"
"145.17","8340.645","12.09741"
"145.18","8340.533","12.09825"
"145.19","8340.416","12.09909"
"145.2","8340.353","12.09993"
"145.21","8340.343","12.10077"
"145.22","8340.355","12.1016"
"145.23","8340.388","12.10242"
"145.24","8340.457","12.10326"
"145.25","8340.553","12.10409"
"145.26","8340.609","12.1049"
"145.27","8340.6","12.10571"
"145.28","8340.543","12.10655"
"145.29","8340.467","12.10739"
"145.3","8340.353","12.10824"
"145.31","8340.216","12.10907"
"145.32","8340.13","12.10991"
"145.33","8340.146","12.11072"
"145.34","8340.216","12.11154"
"145.35","8340.292","12.11239"
"145.36","8340.347","12.11322"
"145.37","8340.343","12.11405"
"145.38","8340.279","12.11489"
"145.39","8340.219","12.11572"
"145.4","8340.219","12.11657"
"145.41","8340.271","12.11741"
"145.42","8340.33","12.11824"
"145.43","8340.381","12.11909"
"145.44","8340.447","12.11991"
"145.45","8340.515","12.12074"
"145.46","8340.527","12.12156"
"145.47","8340.502","12.12237"
"145.48","8340.474","12.12321"
"145.49","8340.433","12.12405"
"145.5","8340.355","12.12489"
"145.51","8340.261","12.12574"
"145.52","8340.206","12.12657"
"145.53","8340.234","12.1274"
"145.54","8340.32","12.12822"
"145.55","8340.396","12.12905"
"145.56","8340.429","12.1299"
"145.57","8340.406","12.13074"
"145.58","8340.371","12.13157"
"145.59","8340.347","12.13241"
"145.6","8340.371","12.13326"
"145.61","8340.441","12.13411"
"145.62","8340.515","12.13494"
"145.63","8340.562","12.13576"
"145.64","8340.619","12.13659"
"145.65","8340.674","12.13742"
"145.66","8340.68","12.13824"
"145.67","8340.629","12.13905"
"145.68","8340.54","12.13989"
"145.69","8340.423","12.14074"
"145.7","8340.285","12.14157"
"145.71","8340.171","12.14242"
"145.72","8340.123","12.14326"
"145.73","8340.165","12.14409"
"145.74","8340.267","12.1449"
"145.75","8340.378","12.14572"
"145.76","8340.441","12.14657"
"145.77","8340.433","12.14742"
"145.78","8340.361","12.14825"
"145.79","8340.285","12.14909"
"145.8","8340.261","12.14994"
"145.81","8340.292","12.15077"
"145.82","8340.33","12.15161"
"145.83","8340.378","12.15244"
"145.84","8340.433","12.15326"
"145.85","8340.476","12.15409"
"145.86","8340.499","12.15491"
"145.87","8340.464","12.15571"
"145.88","8340.371","12.15655"
"145.89","8340.257","12.1574"
"145.9","8340.13","12.15824"
"145.91","8340.013","12.15907"
"145.92","8339.942","12.1599"
