"CuivreC1",,,,"CuivreC1+N",,,,"AcierC70",,,
"Temps","Force","Stroke","Ext.1","Temps","Force","Stroke","Ext.1","Temps","Force","Stroke","Ext.1"
"sec","N","mm","mm","sec","N","mm","mm","sec","N","mm","mm"
,,,,"185.9","3650.935","15.49157","7.868258",,,,
,,,,"185.91","3650.983","15.49242","7.868258",,,,
,,,,"185.92","3650.996","15.49325","7.869021",,,,
,,,,"185.93","3651.031","15.4941","7.869021",,,,
,,,,"185.94","3651.114","15.49492","7.869402",,,,
,,,,"185.95","3651.219","15.49577","7.869402",,,,
,,,,"185.96","3651.311","15.4966","7.869402",,,,
,,,,"185.97","3651.381","15.49743","7.870611",,,,
,,,,"185.98","3651.447","15.49824","7.870229",,,,
,,,,"185.99","3651.511","15.49906","7.869848",,,,
,,,,"186","3651.559","15.49989","7.869848",,,,
,,,,"186.01","3651.568","15.5007","7.869848",,,,
,,,,"186.02","3651.559","15.50154","7.870611",,,,
,,,,"186.03","3651.536","15.50239","7.870992",,,,
,,,,"186.04","3651.527","15.50322","7.871819",,,,
,,,,"186.05","3651.559","15.50406","7.8722",,,,
,,,,"186.06","3651.645","15.5049","7.873408",,,,
,,,,"186.07","3651.759","15.50572","7.874616",,,,
,,,,"186.08","3651.87","15.50655","7.875379",,,,
,,,,"186.09","3651.956","15.50737","7.876205",,,,
,,,,"186.1","3652.013","15.50822","7.876587",,,,
,,,,"186.11","3652.039","15.50905","7.876968",,,,
,,,,"186.12","3652.077","15.50989","7.876968",,,,
,,,,"186.13","3652.169","15.51073","7.876968",,,,
,,,,"186.14","3652.287","15.51157","7.877795",,,,
,,,,"186.15","3652.375","15.51241","7.878558",,,,
,,,,"186.16","3652.436","15.51325","7.879003",,,,
,,,,"186.17","3652.496","15.51407","7.879385",,,,
,,,,"186.18","3652.582","15.5149","7.879766",,,,
,,,,"186.19","3652.674","15.51572","7.879385",,,,
,,,,"186.2","3652.741","15.51655","7.879385",,,,
,,,,"186.21","3652.77","15.51736","7.880211",,,,
,,,,"186.22","3652.779","15.5182","7.880211",,,,
,,,,"186.23","3652.789","15.51905","7.881355",,,,
,,,,"186.24","3652.805","15.5199","7.882563",,,,
,,,,"186.25","3652.849","15.52074","7.883771",,,,
,,,,"186.26","3652.948","15.52156","7.884534",,,,
,,,,"186.27","3653.078","15.52237","7.884534",,,,
,,,,"186.28","3653.205","15.5232","7.884534",,,,
,,,,"186.29","3653.269","15.52404","7.885361",,,,
,,,,"186.3","3653.294","15.52487","7.885742",,,,
,,,,"186.31","3653.32","15.52571","7.886569",,,,
,,,,"186.32","3653.38","15.52655","7.886124",,,,
,,,,"186.33","3653.453","15.5274","7.886124",,,,
,,,,"186.34","3653.526","15.52824","7.887713",,,,
,,,,"186.35","3653.612","15.52907","7.888158",,,,
,,,,"186.36","3653.711","15.52991","7.88854",,,,
,,,,"186.37","3653.809","15.53072","7.887713",,,,
,,,,"186.38","3653.911","15.53156","7.888921",,,,
,,,,"186.39","3653.981","15.53239","7.891337",,,,
,,,,"186.4","3654.006","15.53321","7.892545",,,,
,,,,"186.41","3654.013","15.53405","7.892927",,,,
,,,,"186.42","3654.048","15.5349","7.89369",,,,
,,,,"186.43","3654.092","15.53576","7.894897",,,,
,,,,"186.44","3654.124","15.5366","7.895724",,,,
,,,,"186.45","3654.143","15.53743","7.895724",,,,
,,,,"186.46","3654.2","15.53826","7.896105",,,,
,,,,"186.47","3654.321","15.53909","7.896487",,,,
,,,,"186.48","3654.467","15.53991","7.896487",,,,
,,,,"186.49","3654.572","15.54074","7.896487",,,,
,,,,"186.5","3654.623","15.54157","7.897695",,,,
,,,,"186.51","3654.633","15.5424","7.898077",,,,
,,,,"186.52","3654.645","15.54324","7.898521",,,,
,,,,"186.53","3654.671","15.54406","7.898521",,,,
,,,,"186.54","3654.731","15.54491","7.898903",,,,
,,,,"186.55","3654.811","15.54575","7.899284",,,,
,,,,"186.56","3654.906","15.54657","7.900874",,,,
,,,,"186.57","3655.001","15.5474","7.902082",,,,
,,,,"186.58","3655.103","15.54822","7.902463",,,,
,,,,"186.59","3655.195","15.54905","7.902845",,,,
,,,,"186.6","3655.246","15.54987","7.903671",,,,
,,,,"186.61","3655.259","15.55069","7.90329",,,,
,,,,"186.62","3655.271","15.55152","7.903671",,,,
,,,,"186.63","3655.291","15.55237","7.904498",,,,
,,,,"186.64","3655.307","15.55322","7.905642",,,,
,,,,"186.65","3655.335","15.55406","7.906469",,,,
,,,,"186.66","3655.418","15.5549","7.906087",,,,
,,,,"186.67","3655.532","15.55572","7.906087",,,,
,,,,"186.68","3655.644","15.55654","7.906087",,,,
,,,,"186.69","3655.726","15.55737","7.906469",,,,
,,,,"186.7","3655.78","15.55822","7.907232",,,,
,,,,"186.71","3655.812","15.55905","7.907232",,,,
,,,,"186.72","3655.841","15.55987","7.908821",,,,
,,,,"186.73","3655.91","15.56072","7.91041",,,,
,,,,"186.74","3656.012","15.56156","7.912445",,,,
,,,,"186.75","3656.108","15.56241","7.913208",,,,
,,,,"186.76","3656.206","15.56322","7.913208",,,,
,,,,"186.77","3656.317","15.56405","7.914034",,,,
,,,,"186.78","3656.413","15.56487","7.914797",,,,
,,,,"186.79","3656.483","15.56571","7.915243",,,,
,,,,"186.8","3656.508","15.56654","7.916006",,,,
,,,,"186.81","3656.499","15.56735","7.916387",,,,
,,,,"186.82","3656.492","15.5682","7.917595",,,,
,,,,"186.83","3656.524","15.56905","7.917976",,,,
,,,,"186.84","3656.588","15.5699","7.917595",,,,
,,,,"186.85","3656.654","15.57074","7.918421",,,,
,,,,"186.86","3656.737","15.57156","7.918421",,,,
,,,,"186.87","3656.845","15.57239","7.920011",,,,
,,,,"186.88","3656.979","15.57321","7.920774",,,,
,,,,"186.89","3657.08","15.57404","7.920774",,,,
,,,,"186.9","3657.134","15.57489","7.921219",,,,
,,,,"186.91","3657.169","15.57572","7.9216",,,,
,,,,"186.92","3657.214","15.57657","7.922363",,,,
,,,,"186.93","3657.287","15.57741","7.92319",,,,
,,,,"186.94","3657.373","15.57825","7.92319",,,,
,,,,"186.95","3657.458","15.57909","7.92319",,,,
,,,,"186.96","3657.544","15.57991","7.923571",,,,
,,,,"186.97","3657.634","15.58074","7.923571",,,,
,,,,"186.98","3657.71","15.58156","7.924779",,,,
,,,,"186.99","3657.751","15.58239","7.924779",,,,
,,,,"187","3657.767","15.58321","7.925161",,,,
,,,,"187.01","3657.786","15.58402","7.925542",,,,
,,,,"187.02","3657.818","15.58486","7.925987",,,,
,,,,"187.03","3657.831","15.58571","7.926369",,,,
,,,,"187.04","3657.827","15.58656","7.927195",,,,
,,,,"187.05","3657.843","15.5874","7.927195",,,,
,,,,"187.06","3657.923","15.58824","7.927195",,,,
,,,,"187.07","3658.063","15.58906","7.927577",,,,
,,,,"187.08","3658.231","15.58989","7.927577",,,,
,,,,"187.09","3658.336","15.59072","7.927577",,,,
,,,,"187.1","3658.361","15.59156","7.928339",,,,
,,,,"187.11","3658.342","15.5924","7.929548",,,,
,,,,"187.12","3658.342","15.59324","7.929929",,,,
,,,,"187.13","3658.396","15.59407","7.929548",,,,
,,,,"187.14","3658.489","15.59492","7.929166",,,,
,,,,"187.15","3658.594","15.59576","7.931963",,,,
,,,,"187.16","3658.714","15.5966","7.934316",,,,
,,,,"187.17","3658.848","15.59742","7.933553",,,,
,,,,"187.18","3658.962","15.59824","7.931963",,,,
,,,,"187.19","3659.039","15.59906","7.931963",,,,
,,,,"187.2","3659.061","15.59987","7.933935",,,,
,,,,"187.21","3659.045","15.60069","7.935524",,,,
,,,,"187.22","3659.022","15.60154","7.93635",,,,
,,,,"187.23","3659.01","15.60239","7.93635",,,,
,,,,"187.24","3659.022","15.60322","7.93635",,,,
,,,,"187.25","3659.083","15.60406","7.936732",,,,
,,,,"187.26","3659.21","15.60489","7.936732",,,,
,,,,"187.27","3659.347","15.60571","7.936732",,,,
,,,,"187.28","3659.449","15.60654","7.937113",,,,
,,,,"187.29","3659.503","15.60736","7.937113",,,,
,,,,"187.3","3659.538","15.6082","7.939085",,,,
,,,,"187.31","3659.57","15.60904","7.940292",,,,
,,,,"187.32","3659.614","15.60989","7.940674",,,,
,,,,"187.33","3659.681","15.61072","7.939911",,,,
,,,,"187.34","3659.776","15.61156","7.940292",,,,
,,,,"187.35","3659.894","15.61241","7.940674",,,,
,,,,"187.36","3660.014","15.61322","7.944298",,,,
,,,,"187.37","3660.116","15.61406","7.943471",,,,
,,,,"187.38","3660.196","15.6149","7.943916",,,,
,,,,"187.39","3660.256","15.61572","7.944679",,,,
,,,,"187.4","3660.281","15.61655","7.945506",,,,
,,,,"187.41","3660.288","15.61737","7.946269",,,,
,,,,"187.42","3660.301","15.61821","7.94665",,,,
,,,,"187.43","3660.342","15.61906","7.947095",,,,
,,,,"187.44","3660.393","15.61991","7.94665",,,,
,,,,"187.45","3660.453","15.62076","7.947095",,,,
,,,,"187.46","3660.539","15.62159","7.947477",,,,
,,,,"187.47","3660.666","15.6224","7.94824",,,,
,,,,"187.48","3660.777","15.62321","7.94824",,,,
,,,,"187.49","3660.841","15.62405","7.948685",,,,
,,,,"187.5","3660.854","15.6249","7.948685",,,,
,,,,"187.51","3660.832","15.62572","7.949066",,,,
,,,,"187.52","3660.832","15.62656","7.949829",,,,
,,,,"187.53","3660.879","15.6274","7.949829",,,,
,,,,"187.54","3660.968","15.62824","7.950274",,,,
,,,,"187.55","3661.063","15.62908","7.951864",,,,
,,,,"187.56","3661.146","15.6299","7.953835",,,,
,,,,"187.57","3661.21","15.63072","7.954661",,,,
,,,,"187.58","3661.292","15.63156","7.955424",,,,
,,,,"187.59","3661.372","15.63239","7.956251",,,,
,,,,"187.6","3661.439","15.63321","7.956251",,,,
,,,,"187.61","3661.48","15.63404","7.956251",,,,
,,,,"187.62","3661.499","15.63489","7.957395",,,,
,,,,"187.63","3661.509","15.63574","7.958603",,,,
,,,,"187.64","3661.515","15.63659","7.961019",,,,
,,,,"187.65","3661.54","15.63742","7.961401",,,,
,,,,"187.66","3661.61","15.63826","7.961782",,,,
,,,,"187.67","3661.747","15.63909","7.962608",,,,
,,,,"187.68","3661.9","15.63991","7.963371",,,,
,,,,"187.69","3662.021","15.64072","7.963371",,,,
,,,,"187.7","3662.071","15.64156","7.963371",,,,
,,,,"187.71","3662.071","15.6424","7.964579",,,,
,,,,"187.72","3662.055","15.64324","7.964579",,,,
,,,,"187.73","3662.059","15.64406","7.965406",,,,
,,,,"187.74","3662.109","15.64491","7.965406",,,,
,,,,"187.75","3662.186","15.64575","7.965406",,,,
,,,,"187.76","3662.281","15.64657","7.965406",,,,
,,,,"187.77","3662.408","15.6474","7.964961",,,,
,,,,"187.78","3662.545","15.64822","7.964961",,,,
,,,,"187.79","3662.656","15.64904","7.965406",,,,
,,,,"187.8","3662.701","15.64986","7.965787",,,,
,,,,"187.81","3662.691","15.65067","7.966614",,,,
,,,,"187.82","3662.682","15.65151","7.967758",,,,
,,,,"187.83","3662.685","15.65236","7.968585",,,,
,,,,"187.84","3662.691","15.65321","7.970174",,,,
,,,,"187.85","3662.707","15.65405","7.970556",,,,
,,,,"187.86","3662.761","15.65489","7.971764",,,,
,,,,"187.87","3662.879","15.6557","7.971764",,,,
,,,,"187.88","3663.015","15.65652","7.971764",,,,
,,,,"187.89","3663.111","15.65737","7.972145",,,,
,,,,"187.9","3663.146","15.65821","7.972145",,,,
,,,,"187.91","3663.165","15.65906","7.972527",,,,
,,,,"187.92","3663.222","15.6599","7.973734",,,,
,,,,"187.93","3663.314","15.66074","7.975324",,,,
,,,,"187.94","3663.409","15.66157","7.976151",,,,
,,,,"187.95","3663.489","15.66241","7.976532",,,,
,,,,"187.96","3663.572","15.66324","7.976913",,,,
,,,,"187.97","3663.651","15.66406","7.978121",,,,
,,,,"187.98","3663.743","15.66489","7.978503",,,,
,,,,"187.99","3663.813","15.66572","7.978121",,,,
,,,,"188","3663.842","15.66654","7.977358",,,,
,,,,"188.01","3663.848","15.66736","7.977358",,,,
,,,,"188.02","3663.858","15.6682","7.97774",,,,
,,,,"188.03","3663.893","15.66905","7.978503",,,,
,,,,"188.04","3663.94","15.66989","7.97933",,,,
,,,,"188.05","3664.001","15.67072","7.979711",,,,
,,,,"188.06","3664.096","15.67156","7.979711",,,,
,,,,"188.07","3664.21","15.67239","7.979711",,,,
,,,,"188.08","3664.319","15.67321","7.979711",,,,
,,,,"188.09","3664.382","15.67404","7.980537",,,,
,,,,"188.1","3664.42","15.67489","7.981682",,,,
,,,,"188.11","3664.439","15.67571","7.98289",,,,
,,,,"188.12","3664.439","15.67655","7.983716",,,,
,,,,"188.13","3664.458","15.6774","7.983716",,,,
,,,,"188.14","3664.535","15.67824","7.98289",,,,
,,,,"188.15","3664.653","15.67907","7.98289",,,,
,,,,"188.16","3664.789","15.67991","7.984479",,,,
,,,,"188.17","3664.92","15.68072","7.986895",,,,
,,,,"188.18","3665.024","15.68156","7.987277",,,,
,,,,"188.19","3665.075","15.68237","7.987658",,,,
,,,,"188.2","3665.072","15.6832","7.987277",,,,
,,,,"188.21","3665.059","15.68401","7.988485",,,,
,,,,"188.22","3665.091","15.68486","7.988485",,,,
,,,,"188.23","3665.142","15.6857","7.988866",,,,
,,,,"188.24","3665.171","15.68656","7.989693",,,,
,,,,"188.25","3665.193","15.68741","7.990456",,,,
,,,,"188.26","3665.257","15.68824","7.991663",,,,
,,,,"188.27","3665.393","15.68906","7.99249",,,,
,,,,"188.28","3665.555","15.68987","7.99249",,,,
,,,,"188.29","3665.683","15.6907","7.992045",,,,
,,,,"188.3","3665.736","15.69155","7.992045",,,,
,,,,"188.31","3665.724","15.69239","7.99408",,,,
,,,,"188.32","3665.692","15.69322","7.995669",,,,
,,,,"188.33","3665.708","15.69406","7.99605",,,,
,,,,"188.34","3665.803","15.69491","7.99605",,,,
,,,,"188.35","3665.943","15.69575","7.99605",,,,
,,,,"188.36","3666.067","15.69657","7.99605",,,,
,,,,"188.37","3666.156","15.6974","7.996813",,,,
,,,,"188.38","3666.226","15.69823","7.997259",,,,
,,,,"188.39","3666.293","15.69905","7.997259",,,,
,,,,"188.4","3666.334","15.69989","7.997259",,,,
,,,,"188.41","3666.35","15.7007","7.997259",,,,
,,,,"188.42","3666.36","15.70155","7.998022",,,,
,,,,"188.43","3666.36","15.7024","8.000056",,,,
,,,,"188.44","3666.353","15.70325","8.002027",,,,
,,,,"188.45","3666.375","15.70407","8.002027",,,,
,,,,"188.46","3666.448","15.7049","8.002027",,,,
,,,,"188.47","3666.566","15.70572","8.002027",,,,
,,,,"188.48","3666.693","15.70655","8.002408",,,,
,,,,"188.49","3666.798","15.70737","8.003235",,,,
,,,,"188.5","3666.865","15.70822","8.004379",,,,
,,,,"188.51","3666.894","15.70905","8.005588",,,,
,,,,"188.52","3666.909","15.70987","8.006032",,,,
,,,,"188.53","3666.951","15.71071","8.006032",,,,
,,,,"188.54","3667.027","15.71156","8.006032",,,,
,,,,"188.55","3667.116","15.7124","8.006032",,,,
,,,,"188.56","3667.211","15.71322","8.006032",,,,
,,,,"188.57","3667.31","15.71405","8.006032",,,,
,,,,"188.58","3667.405","15.71489","8.006413",,,,
,,,,"188.59","3667.485","15.71571","8.007622",,,,
,,,,"188.6","3667.529","15.71655","8.009212",,,,
,,,,"188.61","3667.561","15.71736","8.009974",,,,
,,,,"188.62","3667.593","15.7182","8.010356",,,,
,,,,"188.63","3667.628","15.71905","8.009974",,,,
,,,,"188.64","3667.666","15.7199","8.009212",,,,
,,,,"188.65","3667.723","15.72075","8.008766",,,,
,,,,"188.66","3667.812","15.72159","8.008766",,,,
,,,,"188.67","3667.924","15.7224","8.009974",,,,
,,,,"188.68","3668.032","15.72322","8.01239",,,,
,,,,"188.69","3668.108","15.72405","8.01398",,,,
,,,,"188.7","3668.143","15.72489","8.01398",,,,
,,,,"188.71","3668.153","15.72572","8.01398",,,,
,,,,"188.72","3668.172","15.72655","8.014743",,,,
,,,,"188.73","3668.222","15.7274","8.01595",,,,
,,,,"188.74","3668.318","15.72824","8.016332",,,,
,,,,"188.75","3668.426","15.72909","8.016332",,,,
,,,,"188.76","3668.512","15.72991","8.01595",,,,
,,,,"188.77","3668.597","15.73072","8.016777",,,,
,,,,"188.78","3668.677","15.73156","8.01754",,,,
,,,,"188.79","3668.744","15.73237","8.017921",,,,
,,,,"188.8","3668.769","15.7332","8.017921",,,,
,,,,"188.81","3668.779","15.73403","8.017921",,,,
,,,,"188.82","3668.785","15.73487","8.017921",,,,
,,,,"188.83","3668.795","15.73574","8.018367",,,,
,,,,"188.84","3668.807","15.73657","8.019511",,,,
,,,,"188.85","3668.845","15.73741","8.0211",,,,
,,,,"188.86","3668.925","15.73825","8.020337",,,,
,,,,"188.87","3669.055","15.73907","8.019511",,,,
,,,,"188.88","3669.189","15.7399","8.019511",,,,
,,,,"188.89","3669.284","15.74072","8.0211",,,,
,,,,"188.9","3669.354","15.74159","8.022308",,,,
,,,,"188.91","3669.398","15.74241","8.023135",,,,
,,,,"188.92","3669.44","15.74325","8.023517",,,,
,,,,"188.93","3669.497","15.74409","8.023898",,,,
,,,,"188.94","3669.57","15.74492","8.023898",,,,
,,,,"188.95","3669.653","15.74576","8.024343",,,,
,,,,"188.96","3669.732","15.74659","8.024724",,,,
,,,,"188.97","3669.809","15.74741","8.025487",,,,
,,,,"188.98","3669.885","15.74824","8.026314",,,,
,,,,"188.99","3669.939","15.74906","8.027904",,,,
,,,,"189","3669.98","15.74988","8.027904",,,,
,,,,"189.01","3670.003","15.75069","8.028666",,,,
,,,,"189.02","3670.003","15.75152","8.030319",,,,
,,,,"189.03","3669.996","15.75237","8.031082",,,,
,,,,"189.04","3669.99","15.75321","8.030701",,,,
,,,,"189.05","3670.006","15.75405","8.030701",,,,
,,,,"189.06","3670.073","15.75487","8.031464",,,,
,,,,"189.07","3670.193","15.75571","8.033053",,,,
,,,,"189.08","3670.324","15.75654","8.034261",,,,
,,,,"189.09","3670.425","15.75737","8.034642",,,,
,,,,"189.1","3670.479","15.75821","8.034642",,,,
,,,,"189.11","3670.521","15.75905","8.035088",,,,
,,,,"189.12","3670.568","15.75989","8.035088",,,,
,,,,"189.13","3670.642","15.76073","8.035469",,,,
,,,,"189.14","3670.75","15.76156","8.035469",,,,
,,,,"189.15","3670.871","15.76241","8.035851",,,,
,,,,"189.16","3670.998","15.76325","8.036232",,,,
,,,,"189.17","3671.118","15.76406","8.036677",,,,
,,,,"189.18","3671.214","15.76489","8.036677",,,,
,,,,"189.19","3671.258","15.76572","8.036677",,,,
,,,,"189.2","3671.268","15.76655","8.03744",,,,
,,,,"189.21","3671.258","15.76736","8.038266",,,,
,,,,"189.22","3671.255","15.7682","8.038648",,,,
,,,,"189.23","3671.274","15.76905","8.038266",,,,
,,,,"189.24","3671.3","15.7699","8.038266",,,,
,,,,"189.25","3671.328","15.77074","8.038648",,,,
,,,,"189.26","3671.385","15.77156","8.039029",,,,
,,,,"189.27","3671.487","15.77239","8.040619",,,,
,,,,"189.28","3671.611","15.77321","8.041827",,,,
,,,,"189.29","3671.703","15.77404","8.041827",,,,
,,,,"189.3","3671.735","15.77487","8.042653",,,,
,,,,"189.31","3671.735","15.77571","8.043035",,,,
,,,,"189.32","3671.754","15.77655","8.043035",,,,
,,,,"189.33","3671.824","15.77739","8.044243",,,,
,,,,"189.34","3671.942","15.77822","8.045833",,,,
,,,,"189.35","3672.072","15.77906","8.046214",,,,
,,,,"189.36","3672.19","15.77989","8.047421",,,,
,,,,"189.37","3672.295","15.78072","8.047421",,,,
,,,,"189.38","3672.39","15.78155","8.04704",,,,
,,,,"189.39","3672.45","15.78237","8.04704",,,,
,,,,"189.4","3672.46","15.78321","8.047421",,,,
,,,,"189.41","3672.457","15.78402","8.047421",,,,
,,,,"189.42","3672.485","15.78487","8.048184",,,,
,,,,"189.43","3672.546","15.78574","8.049393",,,,
,,,,"189.44","3672.593","15.78659","8.049393",,,,
,,,,"189.45","3672.619","15.78743","8.05022",,,,
,,,,"189.46","3672.679","15.78826","8.05022",,,,
,,,,"189.47","3672.784","15.78909","8.05022",,,,
,,,,"189.48","3672.911","15.7899","8.05022",,,,
,,,,"189.49","3673.026","15.79074","8.050601",,,,
,,,,"189.5","3673.118","15.79157","8.052571",,,,
,,,,"189.51","3673.169","15.79241","8.054606",,,,
,,,,"189.52","3673.169","15.79324","8.054606",,,,
,,,,"189.53","3673.153","15.79408","8.054606",,,,
,,,,"189.54","3673.185","15.79491","8.054606",,,,
,,,,"189.55","3673.261","15.79575","8.054988",,,,
,,,,"189.56","3673.341","15.79659","8.055751",,,,
,,,,"189.57","3673.41","15.79741","8.056577",,,,
,,,,"189.58","3673.477","15.79824","8.056577",,,,
,,,,"189.59","3673.563","15.79905","8.056577",,,,
,,,,"189.6","3673.652","15.79987","8.056195",,,,
,,,,"189.61","3673.693","15.8007","8.056195",,,,
,,,,"189.62","3673.7","15.80154","8.056195",,,,
,,,,"189.63","3673.7","15.8024","8.056958",,,,
,,,,"189.64","3673.719","15.80324","8.058167",,,,
,,,,"189.65","3673.77","15.80407","8.059756",,,,
,,,,"189.66","3673.862","15.80491","8.060964",,,,
,,,,"189.67","3673.976","15.80574","8.061345",,,,
,,,,"189.68","3674.072","15.80656","8.060582",,,,
,,,,"189.69","3674.119","15.80737","8.060582",,,,
,,,,"189.7","3674.129","15.80821","8.061727",,,,
,,,,"189.71","3674.138","15.80905","8.062935",,,,
,,,,"189.72","3674.173","15.80987","8.063316",,,,
,,,,"189.73","3674.234","15.81071","8.064525",,,,
,,,,"189.74","3674.304","15.81156","8.065351",,,,
,,,,"189.75","3674.371","15.8124","8.067322",,,,
,,,,"189.76","3674.44","15.81322","8.068085",,,,
,,,,"189.77","3674.533","15.81405","8.068085",,,,
,,,,"189.78","3674.644","15.81489","8.068085",,,,
,,,,"189.79","3674.749","15.81571","8.067703",,,,
,,,,"189.8","3674.834","15.81654","8.066495",,,,
,,,,"189.81","3674.908","15.81735","8.06694",,,,
,,,,"189.82","3674.943","15.81819","8.067703",,,,
,,,,"189.83","3674.936","15.81905","8.068085",,,,
,,,,"189.84","3674.908","15.8199","8.06853",,,,
,,,,"189.85","3674.901","15.82074","8.06853",,,,
,,,,"189.86","3674.955","15.82156","8.068912",,,,
,,,,"189.87","3675.073","15.8224","8.071709",,,,
,,,,"189.88","3675.213","15.82323","8.073298",,,,
,,,,"189.89","3675.346","15.82406","8.07368",,,,
,,,,"189.9","3675.432","15.8249","8.07368",,,,
,,,,"189.91","3675.486","15.82574","8.07368",,,,
,,,,"189.92","3675.537","15.82657","8.07368",,,,
,,,,"189.93","3675.607","15.82741","8.073298",,,,
,,,,"189.94","3675.683","15.82826","8.073298",,,,
,,,,"189.95","3675.756","15.82909","8.07368",,,,
,,,,"189.96","3675.83","15.82992","8.07368",,,,
,,,,"189.97","3675.922","15.83074","8.074061",,,,
,,,,"189.98","3676.033","15.83156","8.075269",,,,
,,,,"189.99","3676.128","15.83239","8.075269",,,,
,,,,"190","3676.179","15.83321","8.076477",,,,
,,,,"190.01","3676.179","15.83404","8.076477",,,,
,,,,"190.02","3676.173","15.83487","8.077685",,,,
,,,,"190.03","3676.195","15.83572","8.077685",,,,
,,,,"190.04","3676.23","15.83657","8.078067",,,,
,,,,"190.05","3676.281","15.83741","8.078893",,,,
,,,,"190.06","3676.351","15.83825","8.078893",,,,
,,,,"190.07","3676.43","15.83907","8.079656",,,,
,,,,"190.08","3676.513","15.8399","8.079656",,,,
,,,,"190.09","3676.599","15.84072","8.080482",,,,
,,,,"190.1","3676.669","15.84157","8.080864",,,,
,,,,"190.11","3676.71","15.8424","8.081627",,,,
,,,,"190.12","3676.736","15.84324","8.082072",,,,
,,,,"190.13","3676.78","15.84407","8.082072",,,,
,,,,"190.14","3676.866","15.84491","8.082454",,,,
,,,,"190.15","3676.971","15.84576","8.082835",,,,
,,,,"190.16","3677.063","15.84659","8.082835",,,,
,,,,"190.17","3677.146","15.84741","8.083217",,,,
,,,,"190.18","3677.216","15.84824","8.083217",,,,
,,,,"190.19","3677.276","15.84905","8.083217",,,,
,,,,"190.2","3677.321","15.84986","8.083217",,,,
,,,,"190.21","3677.343","15.85069","8.083661",,,,
,,,,"190.22","3677.343","15.85151","8.085632",,,,
,,,,"190.23","3677.343","15.85236","8.086459",,,,
,,,,"190.24","3677.355","15.85321","8.087604",,,,
,,,,"190.25","3677.406","15.85405","8.088429",,,,
,,,,"190.26","3677.483","15.85489","8.089192",,,,
,,,,"190.27","3677.568","15.85571","8.089638",,,,
,,,,"190.28","3677.664","15.85652","8.090401",,,,
,,,,"190.29","3677.759","15.85736","8.090401",,,,
,,,,"190.3","3677.845","15.8582","8.091228",,,,
,,,,"190.31","3677.912","15.85904","8.090782",,,,
,,,,"190.32","3677.972","15.85987","8.090782",,,,
,,,,"190.33","3678.042","15.86071","8.090401",,,,
,,,,"190.34","3678.125","15.86155","8.091228",,,,
,,,,"190.35","3678.227","15.8624","8.09199",,,,
,,,,"190.36","3678.331","15.86322","8.092435",,,,
,,,,"190.37","3678.458","15.86405","8.092435",,,,
,,,,"190.38","3678.589","15.86489","8.092816",,,,
,,,,"190.39","3678.694","15.86571","8.093198",,,,
,,,,"190.4","3678.735","15.86655","8.095996",,,,
,,,,"190.41","3678.726","15.86736","8.097585",,,,
,,,,"190.42","3678.706","15.8682","8.099556",,,,
,,,,"190.43","3678.7","15.86906","8.100001",,,,
,,,,"190.44","3678.719","15.86991","8.100001",,,,
,,,,"190.45","3678.777","15.87075","8.099174",,,,
,,,,"190.46","3678.865","15.87157","8.099556",,,,
,,,,"190.47","3678.977","15.8724","8.099174",,,,
,,,,"190.48","3679.088","15.87322","8.100001",,,,
,,,,"190.49","3679.161","15.87405","8.100764",,,,
,,,,"190.5","3679.187","15.87489","8.100383",,,,
,,,,"190.51","3679.18","15.87571","8.102735",,,,
,,,,"190.52","3679.18","15.87655","8.104324",,,,
,,,,"190.53","3679.209","15.87739","8.105151",,,,
,,,,"190.54","3679.282","15.87822","8.105151",,,,
,,,,"190.55","3679.384","15.87906","8.105533",,,,
,,,,"190.56","3679.479","15.87989","8.105914",,,,
,,,,"190.57","3679.565","15.88072","8.105914",,,,
,,,,"190.58","3679.644","15.88156","8.105914",,,,
,,,,"190.59","3679.727","15.88239","8.105533",,,,
,,,,"190.6","3679.813","15.88321","8.105914",,,,
,,,,"190.61","3679.892","15.88402","8.105914",,,,
,,,,"190.62","3679.937","15.88487","8.107567",,,,
,,,,"190.63","3679.946","15.88573","8.109157",,,,
,,,,"190.64","3679.959","15.88657","8.109538",,,,
,,,,"190.65","3679.988","15.88742","8.10992",,,,
,,,,"190.66","3680.054","15.88826","8.109538",,,,
,,,,"190.67","3680.14","15.88909","8.110301",,,,
,,,,"190.68","3680.242","15.8899","8.111127",,,,
,,,,"190.69","3680.337","15.89074","8.11189",,,,
,,,,"190.7","3680.414","15.89157","8.11189",,,,
,,,,"190.71","3680.452","15.89241","8.112335",,,,
,,,,"190.72","3680.452","15.89324","8.112335",,,,
,,,,"190.73","3680.465","15.89409","8.112335",,,,
,,,,"190.74","3680.518","15.89492","8.11348",,,,
,,,,"190.75","3680.611","15.89576","8.114688",,,,
,,,,"190.76","3680.7","15.89659","8.115069",,,,
,,,,"190.77","3680.785","15.8974","8.115895",,,,
,,,,"190.78","3680.878","15.89822","8.115895",,,,
,,,,"190.79","3680.932","15.89905","8.116277",,,,
,,,,"190.8","3680.954","15.89987","8.117104",,,,
,,,,"190.81","3680.964","15.90069","8.117104",,,,
,,,,"190.82","3680.999","15.90154","8.117104",,,,
,,,,"190.83","3681.03","15.90239","8.117104",,,,
,,,,"190.84","3681.04","15.90322","8.118693",,,,
