"CuivreC1",,,,"CuivreC1+N",,,,"AcierC70",,,
"Temps","Force","Stroke","Ext.1","Temps","Force","Stroke","Ext.1","Temps","Force","Stroke","Ext.1"
"sec","N","mm","mm","sec","N","mm","mm","sec","N","mm","mm"
"16.81","4690.056","1.400738","0.26474","16.81","1508.144","1.400675","0.3782272","16.81","4378.688","1.4007","0.1010895"
"16.82","4690.749","1.401562","0.2651215","16.82","1508.376","1.401513","0.3778458","16.82","4382.162","1.401537","0.101916"
"16.83","4691.375","1.402387","0.2651215","16.83","1508.608","1.402362","0.3782272","16.83","4385.567","1.402375","0.1022975"
"16.84","4691.944","1.403225","0.2655665","16.84","1508.821","1.403212","0.3786087","16.84","4388.901","1.4032","0.101916"
"16.85","4692.516","1.404063","0.2655665","16.85","1509.021","1.40405","0.3790537","16.85","4392.214","1.40405","0.1014709"
"16.86","4693.111","1.4049","0.265948","16.86","1509.269","1.4049","0.3790537","16.86","4395.574","1.404887","0.1010895"
"16.87","4693.747","1.405738","0.2667745","16.87","1509.558","1.405725","0.3798167","16.87","4399.01","1.405725","0.100708"
"16.88","4694.411","1.406587","0.268364","16.88","1509.844","1.40655","0.3801982","16.88","4402.491","1.406562","0.1010895"
"16.89","4695.05","1.407425","0.2703349","16.89","1510.099","1.407375","0.3810247","16.89","4405.991","1.407387","0.101916"
"16.9","4695.664","1.40825","0.2726873","16.9","1510.321","1.408225","0.3817876","16.9","4409.5","1.408212","0.1022975"
"16.91","4696.264","1.409075","0.2731323","16.91","1510.537","1.409063","0.3822327","16.91","4413.007","1.40905","0.1035055"
"16.92","4696.884","1.4099","0.2738953","16.92","1510.77","1.4099","0.3826141","16.92","4416.479","1.409875","0.1035055"
"16.93","4697.485","1.410712","0.2738953","16.93","1511.011","1.410738","0.3829956","16.93","4419.899","1.4107","0.103124"
"16.94","4698.042","1.411525","0.2747218","16.94","1511.25","1.411587","0.3833771","16.94","4423.281","1.411525","0.1022975"
"16.95","4698.553","1.41235","0.2747218","16.95","1511.482","1.412425","0.3838221","16.95","4426.651","1.412375","0.101916"
"16.96","4699.036","1.4132","0.2754847","16.96","1511.723","1.41325","0.3845851","16.96","4430.027","1.413225","0.101916"
"16.97","4699.497","1.414037","0.2763112","16.97","1511.978","1.414075","0.3845851","16.97","4433.406","1.414075","0.101916"
"16.98","4699.952","1.414887","0.2766927","16.98","1512.216","1.414887","0.3850301","16.98","4436.795","1.414912","0.101916"
"16.99","4700.435","1.415725","0.2766927","16.99","1512.416","1.415712","0.3857931","16.99","4440.216","1.415738","0.101916"
"17","4700.998","1.41655","0.2770742","17","1512.597","1.41655","0.3861745","17","4443.655","1.416562","0.1022975"
"17.01","4701.624","1.417362","0.2775192","17.01","1512.782","1.417362","0.3861745","17.01","4447.107","1.417375","0.103124"
"17.02","4702.244","1.418187","0.2779007","17.02","1512.982","1.4182","0.3866196","17.02","4450.55","1.418212","0.1042684"
"17.03","4702.826","1.419025","0.2782822","17.03","1513.198","1.41905","0.387001","17.03","4453.968","1.41905","0.1047134"
"17.04","4703.363","1.419863","0.2786636","17.04","1513.433","1.419887","0.387001","17.04","4457.315","1.419887","0.1042684"
"17.05","4703.865","1.4207","0.2794901","17.05","1513.694","1.420738","0.3873825","17.05","4460.621","1.420712","0.1042684"
"17.06","4704.383","1.421538","0.2794901","17.06","1513.974","1.421562","0.3873825","17.06","4463.965","1.42155","0.1038869"
"17.07","4704.927","1.422375","0.2802531","17.07","1514.241","1.422387","0.3885905","17.07","4467.379","1.4224","0.1038869"
"17.08","4705.49","1.423225","0.2806982","17.08","1514.476","1.423212","0.3893534","17.08","4470.844","1.423225","0.1038869"
"17.09","4706.059","1.424062","0.2810796","17.09","1514.696","1.42405","0.3893534","17.09","4474.31","1.42405","0.1042684"
"17.1","4706.644","1.424887","0.2814611","17.1","1514.902","1.4249","0.3897985","17.1","4477.765","1.424887","0.1042684"
"17.11","4707.25","1.425712","0.2814611","17.11","1515.109","1.425725","0.3905614","17.11","4481.22","1.425712","0.1038869"
"17.12","4707.833","1.42655","0.2818426","17.12","1515.331","1.426562","0.3905614","17.12","4484.657","1.426538","0.1038869"
"17.13","4708.354","1.427387","0.2830505","17.13","1515.586","1.427413","0.3917694","17.13","4488.039","1.42735","0.1042684"
"17.14","4708.828","1.428213","0.2842585","17.14","1515.846","1.428237","0.3941854","17.14","4491.383","1.428187","0.1047134"
"17.15","4709.292","1.429025","0.2854665","17.15","1516.101","1.429075","0.3957748","17.15","4494.734","1.429025","0.1047134"
"17.16","4709.768","1.429875","0.2862295","17.16","1516.336","1.429912","0.3961563","17.16","4498.087","1.429875","0.1047134"
"17.17","4710.242","1.430725","0.287056","17.17","1516.581","1.43075","0.3969193","17.17","4501.432","1.430725","0.1050949"
"17.18","4710.722","1.431575","0.287056","17.18","1516.822","1.431562","0.3973643","17.18","4504.767","1.431575","0.1047134"
"17.19","4711.205","1.432413","0.2878189","17.19","1517.054","1.432387","0.3977458","17.19","4508.155","1.432413","0.1042684"
"17.2","4711.701","1.433237","0.2878189","17.2","1517.27","1.433213","0.3985087","17.2","4511.629","1.433237","0.1042684"
"17.21","4712.232","1.434075","0.2882639","17.21","1517.499","1.434025","0.3981272","17.21","4515.146","1.43405","0.1042684"
"17.22","4712.788","1.434887","0.2890269","17.22","1517.722","1.434875","0.3985087","17.22","4518.626","1.434887","0.1047134"
"17.23","4713.31","1.435712","0.2890269","17.23","1517.912","1.435725","0.3989538","17.23","4522.028","1.435737","0.1054764"
"17.24","4713.768","1.43655","0.2894084","17.24","1518.091","1.436562","0.3989538","17.24","4525.366","1.436575","0.1063029"
"17.25","4714.178","1.437387","0.2894084","17.25","1518.275","1.437413","0.3993352","17.25","4528.719","1.437413","0.1058578"
"17.26","4714.597","1.438213","0.2902349","17.26","1518.51","1.43825","0.3993352","17.26","4532.146","1.43825","0.1050949"
"17.27","4715.067","1.439062","0.2910614","17.27","1518.768","1.439075","0.3993352","17.27","4535.646","1.4391","0.1050949"
"17.28","4715.595","1.4399","0.2918243","17.28","1519.028","1.4399","0.3993352","17.28","4539.172","1.439937","0.1050949"
"17.29","4716.136","1.440737","0.2922058","17.29","1519.273","1.440712","0.4001617","17.29","4542.675","1.440763","0.1050949"
"17.3","4716.667","1.441562","0.2934138","17.3","1519.499","1.441562","0.4005432","17.3","4546.143","1.441575","0.1050949"
"17.31","4717.178","1.4424","0.2937953","17.31","1519.705","1.442387","0.4013062","17.31","4549.583","1.4424","0.1050949"
"17.32","4717.678","1.443225","0.2942403","17.32","1519.912","1.443225","0.4013062","17.32","4552.984","1.443225","0.1050949"
"17.33","4718.148","1.44405","0.2950033","17.33","1520.135","1.444062","0.4017512","17.33","4556.328","1.444037","0.1054764"
"17.34","4718.593","1.444875","0.2962112","17.34","1520.383","1.444912","0.4021327","17.34","4559.638","1.44485","0.1082738"
"17.35","4719.016","1.445687","0.2974192","17.35","1520.646","1.44575","0.4028956","17.35","4562.916","1.4457","0.1090368"
"17.36","4719.419","1.446537","0.2981822","17.36","1520.92","1.446575","0.4028956","17.36","4566.167","1.446562","0.1086553"
"17.37","4719.804","1.447387","0.2993902","17.37","1521.19","1.4474","0.4033407","17.37","4569.426","1.4474","0.1074473"
"17.38","4720.183","1.44825","0.3005981","17.38","1521.444","1.448225","0.4037221","17.38","4572.741","1.448225","0.1074473"
"17.39","4720.602","1.449088","0.3009796","17.39","1521.645","1.44905","0.4041036","17.39","4576.155","1.449062","0.1078924"
"17.4","4721.107","1.449925","0.3013611","17.4","1521.816","1.449875","0.4041036","17.4","4579.62","1.449888","0.1090368"
"17.41","4721.664","1.450737","0.3009796","17.41","1522.01","1.450687","0.4044851","17.41","4583.073","1.4507","0.1094818"
"17.42","4722.188","1.45155","0.3002167","17.42","1522.233","1.451537","0.4044851","17.42","4586.468","1.451537","0.1094818"
"17.43","4722.649","1.452387","0.3013611","17.43","1522.465","1.452387","0.4049301","17.43","4589.815","1.452387","0.1090368"
"17.44","4723.053","1.453225","0.3029505","17.44","1522.671","1.453237","0.4056931","17.44","4593.15","1.453225","0.1066844"
"17.45","4723.425","1.454062","0.30454","17.45","1522.869","1.454075","0.4065196","17.45","4596.487","1.45405","0.1054764"
"17.46","4723.791","1.454912","0.304985","17.46","1523.1","1.4549","0.4065196","17.46","4599.842","1.454888","0.1070658"
"17.47","4724.178","1.45575","0.3053665","17.47","1523.38","1.455725","0.406901","17.47","4603.249","1.455737","0.1090368"
"17.48","4724.62","1.456587","0.305748","17.48","1523.647","1.456537","0.406901","17.48","4606.701","1.456575","0.1102448"
"17.49","4725.104","1.457412","0.306193","17.49","1523.883","1.457375","0.4072825","17.49","4610.179","1.4574","0.1110713"
"17.5","4725.599","1.45825","0.3073374","17.5","1524.07","1.458225","0.4077276","17.5","4613.654","1.458225","0.1114527"
"17.51","4726.057","1.459062","0.3085454","17.51","1524.251","1.45905","0.408109","17.51","4617.103","1.459062","0.1114527"
"17.52","4726.492","1.459888","0.3093719","17.52","1524.464","1.459888","0.408109","17.52","4620.53","1.459888","0.1114527"
"17.53","4726.912","1.460712","0.3101349","17.53","1524.703","1.460725","0.408109","17.53","4623.925","1.460712","0.1114527"
"17.54","4727.313","1.461537","0.3109614","17.54","1524.944","1.461563","0.408872","17.54","4627.289","1.461525","0.1114527"
"17.55","4727.675","1.462362","0.3121058","17.55","1525.192","1.4624","0.408872","17.55","4630.639","1.462375","0.1114527"
"17.56","4728.012","1.4632","0.3137589","17.56","1525.45","1.463225","0.409317","17.56","4633.977","1.463212","0.1110713"
"17.57","4728.352","1.46405","0.3153483","17.57","1525.698","1.46405","0.4096985","17.57","4637.321","1.464062","0.1110713"
"17.58","4728.695","1.464887","0.3177007","17.58","1525.923","1.464875","0.4104614","17.58","4640.681","1.4649","0.1106898"
"17.59","4729.058","1.465725","0.3189087","17.59","1526.136","1.465712","0.4104614","17.59","4644.076","1.465725","0.1110713"
"17.6","4729.475","1.466563","0.3192902","17.6","1526.343","1.46655","0.4109065","17.6","4647.506","1.46655","0.1110713"
"17.61","4729.958","1.467387","0.3192902","17.61","1526.547","1.467375","0.4112879","17.61","4650.955","1.467362","0.1114527"
"17.62","4730.447","1.468212","0.3189087","17.62","1526.747","1.4682","0.4120509","17.62","4654.382","1.4682","0.1114527"
"17.63","4730.889","1.46905","0.3192902","17.63","1526.976","1.46905","0.4124959","17.63","4657.771","1.46905","0.1118342"
"17.64","4731.277","1.469887","0.3189087","17.64","1527.214","1.4699","0.4128774","17.64","4661.134","1.469875","0.1130422"
"17.65","4731.636","1.470725","0.3189087","17.65","1527.446","1.47075","0.4128774","17.65","4664.52","1.470712","0.1134237"
"17.66","4731.995","1.471563","0.3196716","17.66","1527.653","1.471575","0.4132589","17.66","4667.965","1.47155","0.1142502"
"17.67","4732.393","1.4724","0.3196716","17.67","1527.875","1.472412","0.4136404","17.67","4671.5","1.4724","0.1142502"
"17.68","4732.838","1.47325","0.3204981","17.68","1528.136","1.473225","0.4136404","17.68","4675.067","1.47325","0.1142502"
"17.69","4733.302","1.474075","0.3204981","17.69","1528.419","1.47405","0.4144669","17.69","4678.608","1.474075","0.1154582"
"17.7","4733.753","1.4749","0.3212611","17.7","1528.676","1.474887","0.4144669","17.7","4682.115","1.4749","0.1166026"
"17.71","4734.192","1.475737","0.3220876","17.71","1528.899","1.475725","0.4144669","17.71","4685.615","1.475725","0.1170476"
"17.72","4734.611","1.476563","0.3224691","17.72","1529.112","1.47655","0.4148483","17.72","4689.105","1.476563","0.1170476"
"17.73","4735.006","1.477387","0.3224691","17.73","1529.334","1.477387","0.4148483","17.73","4692.551","1.477387","0.1178106"
"17.74","4735.349","1.478212","0.3232956","17.74","1529.573","1.478225","0.4152298","17.74","4695.946","1.478212","0.1182556"
"17.75","4735.632","1.479025","0.3236771","17.75","1529.814","1.479075","0.4160563","17.75","4699.329","1.479062","0.1178106"
"17.76","4735.89","1.479862","0.3240585","17.76","1530.062","1.4799","0.4168828","17.76","4702.74","1.479925","0.1170476"
"17.77","4736.15","1.4807","0.3245036","17.77","1530.304","1.480725","0.4172643","17.77","4706.176","1.480762","0.1162211"
"17.78","4736.433","1.48155","0.3252665","17.78","1530.533","1.48155","0.4176458","17.78","4709.619","1.4816","0.1158396"
"17.79","4736.742","1.4824","0.3264745","17.79","1530.733","1.482375","0.4184723","17.79","4713.09","1.482437","0.1166026"
"17.8","4737.101","1.483225","0.3272375","17.8","1530.921","1.4832","0.4184723","17.8","4716.587","1.48325","0.1166026"
"17.81","4737.545","1.48405","0.3276825","17.81","1531.108","1.484025","0.4192352","17.81","4720.083","1.484062","0.1174291"
"17.82","4738.035","1.484862","0.3284454","17.82","1531.315","1.48485","0.4192352","17.82","4723.533","1.484887","0.1182556"
"17.83","4738.512","1.4857","0.3288269","17.83","1531.537","1.485712","0.4200617","17.83","4726.918","1.485725","0.1186371"
"17.84","4738.909","1.48655","0.3296534","17.84","1531.776","1.486562","0.4200617","17.84","4730.256","1.486562","0.1186371"
"17.85","4739.243","1.487375","0.3304799","17.85","1532.033","1.487412","0.4208247","17.85","4733.585","1.4874","0.1186371"
"17.86","4739.567","1.488225","0.3312429","17.86","1532.3","1.488238","0.4216512","17.86","4736.954","1.488238","0.1186371"
"17.87","4739.92","1.489062","0.3320694","17.87","1532.542","1.489075","0.4216512","17.87","4740.366","1.489075","0.1186371"
"17.88","4740.314","1.489913","0.3320694","17.88","1532.771","1.4899","0.4220327","17.88","4743.786","1.489913","0.1182556"
"17.89","4740.702","1.49075","0.3316244","17.89","1532.977","1.490725","0.4224142","17.89","4747.216","1.490737","0.1182556"
"17.9","4741.087","1.491575","0.3316244","17.9","1533.19","1.491575","0.4227956","17.9","4750.659","1.491562","0.1182556"
"17.91","4741.487","1.4924","0.3324509","17.91","1533.397","1.492412","0.4232407","17.91","4754.114","1.492387","0.1182556"
"17.92","4741.901","1.493225","0.3328323","17.92","1533.594","1.493262","0.4240036","17.92","4757.56","1.493212","0.1186371"
"17.93","4742.298","1.49405","0.3336588","17.93","1533.791","1.494087","0.4240036","17.93","4760.949","1.494038","0.1186371"
"17.94","4742.654","1.494875","0.3348033","17.94","1534.007","1.494925","0.4248301","17.94","4764.29","1.49485","0.1186371"
"17.95","4742.947","1.4957","0.3363927","17.95","1534.255","1.495762","0.4252116","17.95","4767.608","1.4957","0.1186371"
"17.96","4743.214","1.49655","0.3376007","17.96","1534.516","1.4966","0.425593","17.96","4770.937","1.496537","0.1186371"
"17.97","4743.478","1.497412","0.3384272","17.97","1534.77","1.497425","0.4260381","17.97","4774.275","1.497387","0.1186371"
"17.98","4743.764","1.49825","0.3391902","17.98","1535.009","1.498237","0.4260381","17.98","4777.641","1.498237","0.1186371"
"17.99","4744.094","1.499087","0.3396352","17.99","1535.234","1.49905","0.4264196","17.99","4781.056","1.499062","0.1186371"
"18","4744.498","1.499913","0.3400167","18","1535.448","1.499875","0.4260381","18","4784.521","1.499875","0.1190186"
"18.01","4744.953","1.500737","0.3403982","18.01","1535.66","1.5007","0.4264196","18.01","4788.008","1.5007","0.1194"
"18.02","4745.375","1.501562","0.3403982","18.02","1535.883","1.501537","0.4268011","18.02","4791.457","1.50155","0.1194"
"18.03","4745.716","1.502387","0.3416061","18.03","1536.093","1.502387","0.4271825","18.03","4794.842","1.502375","0.1194"
"18.04","4745.999","1.503225","0.3416061","18.04","1536.287","1.503212","0.4276276","18.04","4798.17","1.503212","0.1194"
"18.05","4746.269","1.504062","0.3416061","18.05","1536.471","1.504062","0.4283905","18.05","4801.483","1.50405","0.1194"
"18.06","4746.548","1.5049","0.3416061","18.06","1536.694","1.504887","0.428772","18.06","4804.84","1.504887","0.1198451"
"18.07","4746.851","1.505725","0.3419876","18.07","1536.957","1.505713","0.428772","18.07","4808.248","1.505725","0.1198451"
"18.08","4747.19","1.506575","0.3423691","18.08","1537.224","1.506537","0.428772","18.08","4811.703","1.506562","0.1202265"
"18.09","4747.569","1.507412","0.3428141","18.09","1537.479","1.507375","0.429217","18.09","4815.155","1.507388","0.1202265"
"18.1","4747.954","1.508237","0.3431956","18.1","1537.689","1.508212","0.4295985","18.1","4818.573","1.508212","0.1198451"
"18.11","4748.316","1.509075","0.3431956","18.11","1537.873","1.50905","0.42998","18.11","4821.991","1.50905","0.1198451"
"18.12","4748.656","1.5099","0.3431956","18.12","1538.07","1.509887","0.42998","18.12","4825.408","1.509875","0.1194"
"18.13","4748.968","1.510725","0.3431956","18.13","1538.312","1.510725","0.4303614","18.13","4828.809","1.5107","0.1198451"
"18.14","4749.26","1.51155","0.3435771","18.14","1538.604","1.511562","0.431188","18.14","4832.188","1.511513","0.1198451"
"18.15","4749.523","1.512362","0.3447851","18.15","1538.893","1.512412","0.431188","18.15","4835.542","1.51235","0.1202265"
"18.16","4749.762","1.513212","0.345993","18.16","1539.125","1.513237","0.4315694","18.16","4838.886","1.513212","0.1202265"
"18.17","4749.972","1.51405","0.346756","18.17","1539.326","1.514075","0.4320145","18.17","4842.228","1.514062","0.1202265"
"18.18","4750.21","1.5149","0.347201","18.18","1539.545","1.514887","0.4327774","18.18","4845.575","1.5149","0.1202265"
