Brut 1,,,Brut 2,,,Recuit,,,Recuit test 250°C,,,Etiré test amb,,,Etiré test 250°C,,
Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse
sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm
14.64,507.2308,1.219912,,,,14.64,497.2076,1.219875,14.64,332.5431,1.21985,,,,14.64,200.51,1.219912
14.65,507.4628,1.22075,,,,14.65,497.2013,1.220712,14.65,332.5494,1.220688,,,,14.65,200.5704,1.22075
14.66,507.6949,1.221587,,,,14.66,497.1854,1.22155,14.66,332.5844,1.221537,,,,14.66,200.5577,1.221587
14.67,507.9174,1.222425,,,,14.67,497.1568,1.222387,14.67,332.6162,1.222375,,,,14.67,200.51,1.2224
14.68,508.1367,1.22325,,,,14.68,497.1154,1.223225,14.68,332.6416,1.223212,,,,14.68,200.5323,1.223225
14.69,508.3275,1.224087,,,,14.69,497.071,1.224062,14.69,332.6766,1.224038,,,,14.69,200.6149,1.224075
14.7,508.496,1.224925,,,,14.7,497.036,1.2249,14.7,332.7211,1.224887,,,,14.7,200.6308,1.224913
14.71,508.6549,1.22575,,,,14.71,497.0042,1.225737,14.71,332.7719,1.225712,,,,14.71,200.5736,1.22575
14.72,508.8425,1.226575,,,,14.72,496.9883,1.226563,14.72,332.7974,1.22655,,,,14.72,200.5577,1.226587
14.73,509.0555,1.227387,,,,14.73,496.9851,1.227387,14.73,332.8069,1.227387,,,,14.73,200.6054,1.227425
14.74,509.2685,1.228212,,,,14.74,497.001,1.228212,14.74,332.826,1.228225,,,,14.74,200.5959,1.228262
14.75,509.4655,1.22905,,,,14.75,497.0264,1.229038,14.75,332.8419,1.229062,,,,14.75,200.5227,1.229087
14.76,509.6531,1.229887,,,,14.76,497.0296,1.229862,14.76,332.8482,1.229913,,,,14.76,200.51,1.229913
14.77,509.8343,1.23075,,,,14.77,497.0042,1.2307,14.77,332.8578,1.23075,,,,14.77,200.5736,1.230737
14.78,510.025,1.2316,,,,14.78,496.9692,1.231537,14.78,332.8927,1.231587,,,,14.78,200.6181,1.23155
14.79,510.2475,1.232437,,,,14.79,496.9501,1.232387,14.79,332.9341,1.232412,,,,14.79,200.5959,1.232375
14.8,510.4764,1.233262,,,,14.8,496.9406,1.233238,14.8,332.9531,1.23325,,,,14.8,200.5895,1.2332
14.81,510.699,1.2341,,,,14.81,496.9343,1.234075,14.81,332.9531,1.234062,,,,14.81,200.6245,1.23405
14.82,510.8992,1.234913,,,,14.82,496.9247,1.2349,14.82,332.9722,1.234875,,,,14.82,200.6181,1.2349
14.83,511.0868,1.235737,,,,14.83,496.9247,1.235725,14.83,333.0103,1.2357,,,,14.83,200.5482,1.235737
14.84,511.2584,1.2366,,,,14.84,496.9279,1.236562,14.84,333.0358,1.236537,,,,14.84,200.5196,1.236575
14.85,511.4396,1.237425,,,,14.85,496.9406,1.237387,14.85,333.0294,1.237375,,,,14.85,200.5736,1.237412
14.86,511.6367,1.238262,,,,14.86,496.9343,1.238225,14.86,333.0103,1.238225,,,,14.86,200.634,1.238238
14.87,511.8497,1.239112,,,,14.87,496.9088,1.23905,14.87,333.0103,1.239075,,,,14.87,200.6245,1.239062
14.88,512.0405,1.23995,,,,14.88,496.8929,1.239887,14.88,333.0294,1.2399,,,,14.88,200.634,1.2399
14.89,512.2089,1.240775,,,,14.89,496.8993,1.240725,14.89,333.0612,1.240737,,,,14.89,200.6944,1.240737
14.9,512.3583,1.2416,,,,14.9,496.9088,1.241562,14.9,333.1057,1.241562,,,,14.9,200.7039,1.241562
14.91,512.5364,1.242425,,,,14.91,496.9088,1.242387,14.91,333.1661,1.242375,,,,14.91,200.6181,1.242412
14.92,512.7271,1.24325,,,,14.92,496.8929,1.243225,14.92,333.1947,1.243225,,,,14.92,200.5641,1.24325
14.93,512.9147,1.24405,,,,14.93,496.8929,1.24405,14.93,333.1947,1.24405,,,,14.93,200.6054,1.244087
14.94,513.0863,1.244875,,,,14.94,496.8929,1.244862,14.94,333.1852,1.244887,,,,14.94,200.6658,1.244913
14.95,513.2389,1.245725,,,,14.95,496.8897,1.245687,14.95,333.1757,1.245725,,,,14.95,200.669,1.245737
14.96,513.3851,1.246575,,,,14.96,496.8738,1.246512,14.96,333.1693,1.246562,,,,14.96,200.6817,1.246562
14.97,513.5409,1.247412,,,,14.97,496.8484,1.247337,14.97,333.182,1.2474,,,,14.97,200.7357,1.247387
14.98,513.7189,1.248263,,,,14.98,496.8325,1.248175,14.98,333.217,1.248237,,,,14.98,200.7612,1.248212
14.99,513.916,1.2491,,,,14.99,496.823,1.249012,14.99,333.2551,1.249062,,,,14.99,200.7198,1.249038
15,514.1194,1.249925,,,,15,496.8293,1.249875,15,333.2806,1.249887,,,,15,200.6849,1.249862
15.01,514.3102,1.25075,,,,15.01,496.8293,1.250713,15.01,333.2964,1.250713,,,,15.01,200.7039,1.2507
15.02,514.4914,1.251562,,,,15.02,496.8325,1.25155,15.02,333.3028,1.251525,,,,15.02,200.7103,1.251562
15.03,514.6535,1.252425,,,,15.03,496.8389,1.252388,15.03,333.3187,1.25235,,,,15.03,200.6499,1.2524
15.04,514.8061,1.25325,,,,15.04,496.8421,1.2532,15.04,333.3219,1.2532,,,,15.04,200.6149,1.253237
15.05,514.9555,1.254087,,,,15.05,496.8389,1.25405,15.05,333.3187,1.254037,,,,15.05,200.6849,1.254062
15.06,515.1177,1.254925,,,,15.06,496.8167,1.254887,15.06,333.306,1.254887,,,,15.06,200.7771,1.2549
15.07,515.2893,1.255762,,,,15.07,496.8071,1.255713,15.07,333.3187,1.255725,,,,15.07,200.7961,1.255713
15.08,515.4609,1.256588,,,,15.08,496.7975,1.25655,15.08,333.3314,1.256562,,,,15.08,200.7802,1.256562
15.09,515.6231,1.257425,,,,15.09,496.7785,1.257412,15.09,333.3537,1.257388,,,,15.09,200.8152,1.2574
15.1,515.7789,1.25825,,,,15.1,496.769,1.25825,15.1,333.3982,1.258212,,,,15.1,200.847,1.258237
15.11,515.9378,1.259075,,,,15.11,496.7912,1.259075,15.11,333.484,1.259037,,,,15.11,200.812,1.259075
15.12,516.0872,1.2599,,,,15.12,496.823,1.2599,15.12,333.5603,1.259875,,,,15.12,200.7866,1.259912
15.13,516.2303,1.260725,,,,15.13,496.8325,1.260725,15.13,333.5762,1.260713,,,,15.13,200.8279,1.26075
15.14,516.3574,1.261537,,,,15.14,496.8167,1.26155,15.14,333.5635,1.26155,,,,15.14,200.8788,1.261588
15.15,516.4878,1.262375,,,,15.15,496.8071,1.262362,15.15,333.554,1.262375,,,,15.15,200.8406,1.262425
15.16,516.6245,1.263212,,,,15.16,496.8039,1.2632,15.16,333.5508,1.263212,,,,15.16,200.7866,1.26325
15.17,516.7611,1.264063,,,,15.17,496.7912,1.264025,15.17,333.5508,1.26405,,,,15.17,200.8057,1.264075
15.18,516.8915,1.264912,,,,15.18,496.7721,1.264862,15.18,333.5635,1.264887,,,,15.18,200.8533,1.264887
15.19,517.0345,1.26575,,,,15.19,496.7467,1.265712,15.19,333.5953,1.265725,,,,15.19,200.8311,1.265712
15.2,517.1807,1.266587,,,,15.2,496.7181,1.26655,15.2,333.6207,1.26655,,,,15.2,200.7771,1.266537
15.21,517.3556,1.267412,,,,15.21,496.6927,1.267388,15.21,333.6398,1.267375,,,,15.21,200.7802,1.267388
15.22,517.5495,1.268237,,,,15.22,496.6863,1.268212,15.22,333.6557,1.2682,,,,15.22,200.812,1.268225
15.23,517.7212,1.269075,,,,15.23,496.6958,1.26905,15.23,333.6716,1.269025,,,,15.23,200.7802,1.269075
15.24,517.8611,1.269912,,,,15.24,496.6927,1.269875,15.24,333.6652,1.269862,,,,15.24,200.7262,1.269912
15.25,517.9977,1.27075,,,,15.25,496.6831,1.2707,15.25,333.662,1.2707,,,,15.25,200.7421,1.270737
15.26,518.144,1.271587,,,,15.26,496.6672,1.271562,15.26,333.6906,1.271537,,,,15.26,200.8025,1.271562
15.27,518.3029,1.272437,,,,15.27,496.6577,1.2724,15.27,333.732,1.272388,,,,15.27,200.8057,1.272388
15.28,518.4619,1.273275,,,,15.28,496.6418,1.273237,15.28,333.751,1.273225,,,,15.28,200.7866,1.273225
15.29,518.6144,1.274112,,,,15.29,496.6259,1.274075,15.29,333.7351,1.274063,,,,15.29,200.8152,1.27405
15.3,518.7575,1.274938,,,,15.3,496.6195,1.274912,15.3,333.7224,1.274887,,,,15.3,200.8724,1.274887
15.31,518.8973,1.275762,,,,15.31,496.6259,1.275762,15.31,333.7479,1.275712,,,,15.31,200.8629,1.275738
15.32,519.0404,1.276587,,,,15.32,496.6418,1.276587,15.32,333.8083,1.27655,,,,15.32,200.812,1.276562
15.33,519.1644,1.2774,,,,15.33,496.6704,1.277412,15.33,333.8782,1.277387,,,,15.33,200.8279,1.277412
15.34,519.2756,1.278212,,,,15.34,496.7054,1.278237,15.34,333.9227,1.278212,,,,15.34,200.8788,1.278237
15.35,519.3837,1.27905,,,,15.35,496.7276,1.279063,15.35,333.9449,1.279063,,,,15.35,200.8565,1.279075
15.36,519.4982,1.2799,,,,15.36,496.7117,1.279875,15.36,333.9545,1.2799,,,,15.36,200.7771,1.2799
15.37,519.6094,1.280738,,,,15.37,496.6704,1.280712,15.37,333.9577,1.280738,,,,15.37,200.7612,1.280725
15.38,519.7175,1.281587,,,,15.38,496.6323,1.28155,15.38,333.9704,1.281575,,,,15.38,200.8152,1.28155
15.39,519.8161,1.282425,,,,15.39,496.6068,1.2824,15.39,334.0054,1.2824,,,,15.39,200.8279,1.282375
15.4,519.9273,1.283262,,,,15.4,496.5814,1.283237,15.4,334.0689,1.283225,,,,15.4,200.7866,1.283212
15.41,520.0609,1.284075,,,,15.41,496.575,1.284075,15.41,334.1166,1.28405,,,,15.41,200.7898,1.28405
15.42,520.2007,1.2849,,,,15.42,496.5846,1.284912,15.42,334.1103,1.284875,,,,15.42,200.8406,1.284912
15.43,520.3469,1.285738,,,,15.43,496.6005,1.285725,15.43,334.0658,1.2857,,,,15.43,200.8279,1.28575
15.44,520.4836,1.286562,,,,15.44,496.6005,1.28655,15.44,334.0212,1.286525,,,,15.44,200.7453,1.286587
15.45,520.5949,1.287413,,,,15.45,496.5941,1.287387,15.45,334.0054,1.287375,,,,15.45,200.7262,1.287413
15.46,520.6871,1.28825,,,,15.46,496.5909,1.288212,15.46,334.0085,1.288225,,,,15.46,200.7802,1.288237
15.47,520.7856,1.289087,,,,15.47,496.5846,1.289037,15.47,334.0499,1.289075,,,,15.47,200.7898,1.289063
15.48,520.9033,1.289925,,,,15.48,496.5496,1.289875,15.48,334.1071,1.289912,,,,15.48,200.7294,1.2899
15.49,521.0304,1.290762,,,,15.49,496.4956,1.290712,15.49,334.1548,1.290738,,,,15.49,200.7103,1.290738
15.5,521.1576,1.291587,,,,15.5,496.4606,1.29155,15.5,334.212,1.291562,,,,15.5,200.7771,1.291562
15.51,521.2816,1.292413,,,,15.51,496.486,1.292387,15.51,334.2787,1.292387,,,,15.51,200.8216,1.2924
15.52,521.4023,1.293237,,,,15.52,496.5464,1.293212,15.52,334.3328,1.293225,,,,15.52,200.8057,1.293237
15.53,521.5041,1.294062,,,,15.53,496.5719,1.294037,15.53,334.3328,1.29405,,,,15.53,200.812,1.294062
15.54,521.5963,1.2949,,,,15.54,496.556,1.294863,15.54,334.3137,1.294887,,,,15.54,200.8661,1.2949
15.55,521.6758,1.295725,,,,15.55,496.5146,1.295687,15.55,334.3042,1.295725,,,,15.55,200.8883,1.295725
15.56,521.7679,1.296575,,,,15.56,496.4797,1.296525,15.56,334.3232,1.296562,,,,15.56,200.8311,1.296562
15.57,521.8728,1.297425,,,,15.57,496.4479,1.29735,15.57,334.3391,1.2974,,,,15.57,200.8057,1.297387
15.58,521.9841,1.298262,,,,15.58,496.4288,1.298187,15.58,334.3423,1.298225,,,,15.58,200.847,1.298212
15.59,522.0922,1.2991,,,,15.59,496.4288,1.29905,15.59,334.3519,1.29905,,,,15.59,200.8565,1.299037
15.6,522.1876,1.299937,,,,15.6,496.4384,1.2999,15.6,334.3773,1.299875,,,,15.6,200.7898,1.299863
15.61,522.2924,1.300762,,,,15.61,496.4606,1.300738,15.61,334.4091,1.3007,,,,15.61,200.7421,1.300712
15.62,522.4133,1.301575,,,,15.62,496.4797,1.301562,15.62,334.425,1.301525,,,,15.62,200.7771,1.30155
15.63,522.5404,1.302413,,,,15.63,496.4987,1.302387,15.63,334.4377,1.30235,,,,15.63,200.8025,1.3024
15.64,522.6517,1.30325,,,,15.64,496.5051,1.303213,15.64,334.444,1.303175,,,,15.64,200.7516,1.303237
15.65,522.7471,1.304075,,,,15.65,496.4892,1.304037,15.65,334.4377,1.304025,,,,15.65,200.7167,1.304088
15.66,522.8329,1.304912,,,,15.66,496.4542,1.304887,15.66,334.4504,1.304862,,,,15.66,200.7866,1.304912
15.67,522.9155,1.305737,,,,15.67,496.4129,1.305712,15.67,334.4886,1.3057,,,,15.67,200.8565,1.305737
15.68,522.9791,1.306575,,,,15.68,496.4002,1.306562,15.68,334.5394,1.306538,,,,15.68,200.8279,1.306575
15.69,523.0395,1.307413,,,,15.69,496.4129,1.3074,15.69,334.5807,1.307375,,,,15.69,200.7771,1.307413
15.7,523.1221,1.30825,,,,15.7,496.4225,1.308225,15.7,334.6157,1.308213,,,,15.7,200.812,1.308237
15.71,523.2175,1.309075,,,,15.71,496.4129,1.309062,15.71,334.6507,1.309037,,,,15.71,200.8565,1.309075
15.72,523.3097,1.3099,,,,15.72,496.3779,1.3099,15.72,334.6825,1.309887,,,,15.72,200.8311,1.309912
15.73,523.3892,1.310725,,,,15.73,496.3525,1.310725,15.73,334.6952,1.310725,,,,15.73,200.812,1.31075
15.74,523.4591,1.311538,,,,15.74,496.3493,1.311538,15.74,334.7111,1.31155,,,,15.74,200.8724,1.311587
15.75,523.5195,1.312375,,,,15.75,496.3493,1.312375,15.75,334.7365,1.3124,,,,15.75,200.9233,1.312413
15.76,523.5799,1.313225,,,,15.76,496.3271,1.313187,15.76,334.7715,1.313237,,,,15.76,200.8883,1.313237
15.77,523.6562,1.314062,,,,15.77,496.3016,1.314025,15.77,334.7937,1.314075,,,,15.77,200.8311,1.31405
15.78,523.7516,1.314925,,,,15.78,496.2826,1.314875,15.78,334.7937,1.314912,,,,15.78,200.8661,1.314875
15.79,523.8502,1.315763,,,,15.79,496.273,1.315712,15.79,334.7969,1.31575,,,,15.79,200.9169,1.3157
15.8,523.9391,1.3166,,,,15.8,496.2889,1.316562,15.8,334.8287,1.316562,,,,15.8,200.882,1.316512
15.81,524.0345,1.317412,,,,15.81,496.3239,1.3174,15.81,334.8636,1.317387,,,,15.81,200.8279,1.317362
15.82,524.1458,1.318237,,,,15.82,496.3589,1.318237,15.82,334.87,1.3182,,,,15.82,200.8533,1.318213
15.83,524.2316,1.319088,,,,15.83,496.3748,1.319062,15.83,334.8732,1.319025,,,,15.83,200.9074,1.319062
15.84,524.3047,1.319912,,,,15.84,496.3621,1.319888,15.84,334.8891,1.31985,,,,15.84,200.8883,1.3199
15.85,524.3746,1.32075,,,,15.85,496.3525,1.320737,15.85,334.8986,1.320687,,,,15.85,200.8152,1.320725
15.86,524.4605,1.3216,,,,15.86,496.3493,1.321562,15.86,334.905,1.321537,,,,15.86,200.8216,1.321562
15.87,524.5558,1.322438,,,,15.87,496.343,1.3224,15.87,334.905,1.322387,,,,15.87,200.8883,1.322387
15.88,524.6417,1.323275,,,,15.88,496.3271,1.323237,15.88,334.9177,1.323225,,,,15.88,200.901,1.323225
15.89,524.718,1.3241,,,,15.89,496.2985,1.324075,15.89,334.959,1.32405,,,,15.89,200.882,1.324062
15.9,524.7879,1.324925,,,,15.9,496.2762,1.324912,15.9,335.0194,1.324888,,,,15.9,200.9074,1.324912
15.91,524.8737,1.325737,,,,15.91,496.2826,1.325737,15.91,335.0798,1.3257,,,,15.91,200.9519,1.32575
15.92,524.9564,1.326563,,,,15.92,496.3144,1.326575,15.92,335.1307,1.32655,,,,15.92,200.9392,1.326587
15.93,525.0073,1.327387,,,,15.93,496.3493,1.3274,15.93,335.172,1.327387,,,,15.93,200.8915,1.327438
15.94,525.0327,1.3282,,,,15.94,496.3621,1.328212,15.94,335.1879,1.328225,,,,15.94,200.9233,1.328275
15.95,525.0804,1.329037,,,,15.95,496.343,1.329037,15.95,335.1815,1.329075,,,,15.95,200.9932,1.3291
15.96,525.1725,1.329875,,,,15.96,496.2921,1.32985,15.96,335.1879,1.329912,,,,15.96,200.9996,1.329925
15.97,525.2838,1.330725,,,,15.97,496.2381,1.330688,15.97,335.2165,1.33075,,,,15.97,200.9487,1.330737
15.98,525.3601,1.331638,,,,15.98,496.1872,1.331525,15.98,335.2483,1.331587,,,,15.98,200.9583,1.331563
15.99,522.2384,1.332575,,,,15.99,496.1618,1.332375,15.99,335.2578,1.332412,,,,15.99,201.0186,1.332387
16,495.2558,1.333325,,,,16,496.1554,1.333225,16,335.2578,1.33325,,,,16,201.025,1.333212
16.01,407.0123,1.334137,,,,16.01,496.1649,1.334062,16.01,335.2515,1.334062,,,,16.01,200.9583,1.334062
16.02,256.6783,1.334912,,,,16.02,496.1808,1.334888,16.02,335.2483,1.334888,,,,16.02,200.9424,1.3349
16.03,109.45,1.335763,,,,16.03,496.1808,1.335725,16.03,335.2419,1.3357,,,,16.03,200.9996,1.335737
16.04,26.73149,1.336587,,,,16.04,496.1713,1.336537,16.04,335.2578,1.336537,,,,16.04,200.9996,1.336587
16.05,2.813339,1.3373,,,,16.05,496.1649,1.337375,16.05,335.2769,1.337387,,,,16.05,200.9169,1.337412
16.06,0.295639,1.337462,,,,16.06,496.1777,1.338225,16.06,335.2833,1.338238,,,,16.06,200.8979,1.338238
16.07,0.2702077,1.337525,,,,16.07,496.1872,1.33905,16.07,335.2737,1.339075,,,,16.07,200.9773,1.33905
,,,,,,16.08,496.1777,1.339887,16.08,335.2833,1.339912,,,,16.08,201.025,1.3399
,,,,,,16.09,496.1523,1.340725,16.09,335.3278,1.340737,,,,16.09,200.9996,1.340737
,,,,,,16.1,496.13,1.341563,16.1,335.3882,1.341563,,,,16.1,200.9996,1.341563
,,,,,,16.11,496.1364,1.3424,16.11,335.4486,1.342375,,,,16.11,201.0632,1.3424
,,,,,,16.12,496.1554,1.343238,16.12,335.4899,1.343225,,,,16.12,201.0854,1.343238
,,,,,,16.13,496.1808,1.344062,16.13,335.509,1.34405,,,,16.13,201.0282,1.344075
,,,,,,16.14,496.1872,1.344875,16.14,335.4963,1.344875,,,,16.14,201.0091,1.344912
,,,,,,16.15,496.1777,1.345688,16.15,335.474,1.345712,,,,16.15,201.0536,1.345737
,,,,,,16.16,496.1523,1.346525,16.16,335.4836,1.34655,,,,16.16,201.0695,1.346563
,,,,,,16.17,496.1205,1.34735,16.17,335.5249,1.347387,,,,16.17,201.0282,1.347387
,,,,,,16.18,496.095,1.348187,16.18,335.5598,1.348212,,,,16.18,201.0123,1.348212
,,,,,,16.19,496.0696,1.349037,16.19,335.5853,1.349037,,,,16.19,201.06,1.349037
,,,,,,16.2,496.0696,1.349887,16.2,335.6202,1.349875,,,,16.2,201.0632,1.349862
,,,,,,16.21,496.095,1.350712,16.21,335.6552,1.3507,,,,16.21,200.9837,1.350712
,,,,,,16.22,496.1268,1.351563,16.22,335.6679,1.351525,,,,16.22,200.9424,1.351563
,,,,,,16.23,496.1395,1.352375,16.23,335.652,1.35235,,,,16.23,201.0091,1.352412
,,,,,,16.24,496.1395,1.3532,16.24,335.6457,1.353187,,,,16.24,201.0632,1.353238
,,,,,,16.25,496.1523,1.35405,16.25,335.6806,1.354025,,,,16.25,201.0282,1.354075
,,,,,,16.26,496.1713,1.354887,16.26,335.7442,1.354887,,,,16.26,200.9996,1.3549
,,,,,,16.27,496.1777,1.355725,16.27,335.7728,1.355725,,,,16.27,201.06,1.355712
,,,,,,16.28,496.1395,1.356562,16.28,335.7919,1.356562,,,,16.28,201.1236,1.35655
,,,,,,16.29,496.095,1.3574,16.29,335.8237,1.3574,,,,16.29,201.1045,1.357387
,,,,,,16.3,496.076,1.358238,16.3,335.8587,1.358225,,,,16.3,201.0695,1.358225
,,,,,,16.31,496.0855,1.359075,16.31,335.8841,1.359038,,,,16.31,201.0886,1.359062
,,,,,,16.32,496.1173,1.3599,16.32,335.9159,1.359875,,,,16.32,201.114,1.3599
,,,,,,16.33,496.1395,1.360725,16.33,335.9445,1.360725,,,,16.33,201.0727,1.360737
,,,,,,16.34,496.1395,1.361562,16.34,335.9636,1.36155,,,,16.34,201.0441,1.361575
,,,,,,16.35,496.1364,1.362375,16.35,335.9699,1.362387,,,,16.35,201.0949,1.3624
,,,,,,16.36,496.1268,1.3632,16.36,335.9858,1.363225,,,,16.36,201.1363,1.363238
,,,,,,16.37,496.1173,1.364025,16.37,336.0303,1.364062,,,,16.37,201.0981,1.36405
,,,,,,16.38,496.095,1.364862,16.38,336.0621,1.3649,,,,16.38,201.06,1.364875
,,,,,,16.39,496.0664,1.365713,16.39,336.0558,1.365725,,,,16.39,201.1045,1.365713
,,,,,,16.4,496.0346,1.366562,16.4,336.0367,1.366562,,,,16.4,201.184,1.36655
,,,,,,16.41,496.006,1.367387,16.41,336.0462,1.367375,,,,16.41,201.1808,1.367375
,,,,,,16.42,495.9647,1.368225,16.42,336.0717,1.368187,,,,16.42,201.1236,1.368225
,,,,,,16.43,495.9393,1.36905,16.43,336.1066,1.369025,,,,16.43,201.149,1.369075
,,,,,,16.44,495.9488,1.369875,16.44,336.1511,1.36985,,,,16.44,201.2316,1.369913
,,,,,,16.45,495.9901,1.3707,16.45,336.1924,1.3707,,,,16.45,201.2475,1.370737
,,,,,,16.46,496.0092,1.37155,16.46,336.1988,1.37155,,,,16.46,201.2062,1.371575
,,,,,,16.47,495.9933,1.372375,16.47,336.1734,1.372387,,,,16.47,201.2348,1.372387
,,,,,,16.48,495.9488,1.373212,16.48,336.1606,1.373225,,,,16.48,201.292,1.373237
,,,,,,16.49,495.9297,1.37405,16.49,336.1924,1.374062,,,,16.49,201.2698,1.374075
,,,,,,16.5,495.9393,1.3749,16.5,336.2528,1.374887,,,,16.5,201.1998,1.3749
,,,,,,16.51,495.9583,1.375725,16.51,336.3132,1.375713,,,,16.51,201.2094,1.375737
,,,,,,16.52,495.9679,1.376562,16.52,336.3482,1.37655,,,,16.52,201.2761,1.376575
,,,,,,16.53,495.9679,1.3774,16.53,336.3578,1.377388,,,,16.53,201.2698,1.377412
,,,,,,16.54,495.9742,1.378212,16.54,336.3737,1.378225,,,,16.54,201.2157,1.37825
,,,,,,16.55,495.9742,1.379037,16.55,336.3832,1.379062,,,,16.55,201.2316,1.379075
,,,,,,16.56,495.9583,1.379862,16.56,336.3991,1.3799,,,,16.56,201.3079,1.379912
,,,,,,16.57,495.9329,1.3807,16.57,336.4245,1.38075,,,,16.57,201.327,1.380737
,,,,,,16.58,495.9138,1.381537,16.58,336.4817,1.381575,,,,16.58,201.2761,1.38155
,,,,,,16.59,495.8979,1.382412,16.59,336.5199,1.3824,,,,16.59,201.2698,1.382388
,,,,,,16.6,495.9043,1.38325,16.6,336.5421,1.383212,,,,16.6,201.3365,1.383212
,,,,,,16.61,495.9202,1.384087,16.61,336.5548,1.384037,,,,16.61,201.3524,1.38405
,,,,,,16.62,495.9297,1.384912,16.62,336.5866,1.384862,,,,16.62,201.2952,1.3849
,,,,,,16.63,495.9329,1.385737,16.63,336.6057,1.385687,,,,16.63,201.2857,1.38575
,,,,,,16.64,495.9393,1.38655,16.64,336.6057,1.386513,,,,16.64,201.362,1.386588
,,,,,,16.65,495.9329,1.387388,16.65,336.5962,1.38735,,,,16.65,201.3969,1.387425
,,,,,,16.66,495.9297,1.388225,16.66,336.5962,1.3882,,,,16.66,201.3524,1.38825
,,,,,,16.67,495.9329,1.38905,16.67,336.5962,1.38905,,,,16.67,201.3206,1.389075
,,,,,,16.68,495.9393,1.389887,16.68,336.5962,1.389887,,,,16.68,201.3683,1.3899
,,,,,,16.69,495.9297,1.390725,16.69,336.6121,1.390712,,,,16.69,201.4065,1.390725
,,,,,,16.7,495.9138,1.391562,16.7,336.6534,1.39155,,,,16.7,201.3969,1.391562
,,,,,,16.71,495.9075,1.392388,16.71,336.7074,1.392375,,,,16.71,201.3874,1.3924
,,,,,,16.72,495.9075,1.393212,16.72,336.7646,1.393212,,,,16.72,201.4192,1.393237
,,,,,,16.73,495.8979,1.394037,16.73,336.8028,1.39405,,,,16.73,201.4287,1.394075
,,,,,,16.74,495.882,1.394862,16.74,336.825,1.394887,,,,16.74,201.4192,1.394912
,,,,,,16.75,495.863,1.3957,16.75,336.8091,1.395725,,,,16.75,201.4542,1.395737
,,,,,,16.76,495.8375,1.396525,16.76,336.8091,1.396562,,,,16.76,201.5432,1.396562
,,,,,,16.77,495.8026,1.39735,16.77,336.8537,1.3974,,,,16.77,201.5845,1.397388
,,,,,,16.78,495.7835,1.3982,16.78,336.9141,1.398225,,,,16.78,201.5336,1.3982
,,,,,,16.79,495.8026,1.399037,16.79,336.9649,1.399063,,,,16.79,201.4923,1.399025
,,,,,,16.8,495.8439,1.3999,16.8,337.0063,1.399887,,,,16.8,201.5241,1.39985
,,,,,,16.81,495.863,1.400738,16.81,337.0412,1.400712,,,,16.81,201.5432,1.4007
,,,,,,16.82,495.8725,1.401562,16.82,337.0667,1.401525,,,,16.82,201.505,1.401537
,,,,,,16.83,495.8947,1.402387,16.83,337.0762,1.40235,,,,16.83,201.4732,1.402387
,,,,,,16.84,495.9202,1.403225,16.84,337.073,1.403188,,,,16.84,201.5177,1.403225
,,,,,,16.85,495.9329,1.404063,16.85,337.073,1.404025,,,,16.85,201.5527,1.404063
,,,,,,16.86,495.9234,1.4049,16.86,337.0762,1.404863,,,,16.86,201.4987,1.404887
,,,,,,16.87,495.8979,1.405725,16.87,337.0826,1.405712,,,,16.87,201.4415,1.405712
,,,,,,16.88,495.8693,1.406562,16.88,337.0857,1.40655,,,,16.88,201.4637,1.406562
,,,,,,16.89,495.8534,1.4074,16.89,337.1016,1.407387,,,,16.89,201.4923,1.4074
,,,,,,16.9,495.8693,1.408237,16.9,337.1461,1.408212,,,,16.9,201.4637,1.408237
,,,,,,16.91,495.8788,1.409075,16.91,337.2192,1.409037,,,,16.91,201.4415,1.409075
,,,,,,16.92,495.8693,1.4099,16.92,337.2733,1.409875,,,,16.92,201.4796,1.409925
,,,,,,16.93,495.8534,1.410725,16.93,337.2987,1.410712,,,,16.93,201.5082,1.41075
,,,,,,16.94,495.8534,1.41155,16.94,337.3083,1.41155,,,,16.94,201.4891,1.411587
,,,,,,16.95,495.8725,1.412362,16.95,337.3178,1.4124,,,,16.95,201.4987,1.412425
,,,,,,16.96,495.8947,1.413175,16.96,337.3591,1.413237,,,,16.96,201.5845,1.413237
,,,,,,16.97,495.9043,1.414012,16.97,337.41,1.414075,,,,16.97,201.6449,1.414063
,,,,,,16.98,495.8979,1.41485,16.98,337.4513,1.414912,,,,16.98,201.6036,1.414887
,,,,,,16.99,495.8884,1.415687,16.99,337.4704,1.415738,,,,16.99,201.54,1.415712
,,,,,,17,495.8979,1.41655,17,337.4767,1.416562,,,,17,201.5495,1.416538
,,,,,,17.01,495.9234,1.417387,17.01,337.5022,1.417387,,,,17.01,201.5781,1.417362
,,,,,,17.02,495.9393,1.418225,17.02,337.5626,1.4182,,,,17.02,201.5432,1.418225
,,,,,,17.03,495.9234,1.41905,17.03,337.6007,1.419037,,,,17.03,201.4891,1.419062
,,,,,,17.04,495.8979,1.419875,17.04,337.6007,1.419863,,,,17.04,201.5177,1.4199
