Brut 1,,,Brut 2,,,Recuit,,,Recuit test 250°C,,,Etiré test amb,,,Etiré test 250°C,,
Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse
sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm
11.87,357.4785,0.9891,11.87,481.3226,0.9891125,11.87,472.2659,0.9890625,11.87,327.6284,0.9890625,,,,11.87,199.6994,0.98905
11.88,358.4226,0.9899375,11.88,481.7518,0.9899375,11.88,472.5552,0.9898875,11.88,327.673,0.9899,,,,11.88,199.7407,0.9898875
11.89,359.389,0.990775,11.89,482.1618,0.9907625,11.89,472.8317,0.990725,11.89,327.7175,0.990725,,,,11.89,199.7757,0.990725
11.9,360.3681,0.9916,11.9,482.5306,0.9916,11.9,473.1019,0.9915625,11.9,327.7588,0.99155,,,,11.9,199.7566,0.9915625
11.91,361.3472,0.9924124,11.91,482.8835,0.9924375,11.91,473.3626,0.9924,11.91,327.7747,0.992375,,,,11.91,199.7598,0.9924
11.92,362.3072,0.9932375,11.92,483.2522,0.9932625,11.92,473.636,0.9932125,11.92,327.7683,0.9932125,,,,11.92,199.8425,0.9932375
11.93,363.2418,0.9940625,11.93,483.6527,0.9941,11.93,473.9253,0.99405,11.93,327.7779,0.99405,,,,11.93,199.8965,0.994075
11.94,364.151,0.994875,11.94,484.0501,0.994925,11.94,474.2082,0.994875,11.94,327.8097,0.994875,,,,11.94,199.852,0.9949124
11.95,365.0475,0.9957125,11.95,484.4189,0.9957625,11.95,474.4784,0.9956875,11.95,327.8414,0.9957125,,,,11.95,199.7948,0.9957375
11.96,365.9471,0.99655,11.96,484.7527,0.9966,11.96,474.7581,0.9965125,11.96,327.8669,0.9965625,,,,11.96,199.8361,0.9965625
11.97,366.8594,0.9974125,11.97,485.0864,0.9974125,11.97,475.0156,0.9973375,11.97,327.9019,0.9974,,,,11.97,199.887,0.9973875
11.98,367.7845,0.9982499,11.98,485.4393,0.9982375,11.98,475.2318,0.998175,11.98,327.9464,0.998225,,,,11.98,199.8584,0.9982125
11.99,368.6937,0.9990875,11.99,485.8049,0.9990625,11.99,475.4384,0.999025,11.99,327.9749,0.9990625,,,,11.99,199.817,0.9990375
12,369.6251,0.9999125,12,486.1482,0.9998875,12,475.6768,0.9998749,12,327.9908,0.9998875,,,,12,199.8615,0.9998625
12.01,370.5692,1.000737,12.01,486.482,1.000713,12.01,475.9407,1.000713,12.01,327.9972,1.0007,,,,12.01,199.9315,1.0007
12.02,371.5134,1.001562,12.02,486.8253,1.00155,12.02,476.2109,1.00155,12.02,327.9877,1.001525,,,,12.02,199.9283,1.00155
12.03,372.4416,1.0024,12.03,487.1845,1.002388,12.03,476.4907,1.002375,12.03,327.9559,1.00235,,,,12.03,199.8933,1.002388
12.04,373.3571,1.00325,12.04,487.5374,1.003225,12.04,476.7927,1.003212,12.04,327.9273,1.003187,,,,12.04,199.9187,1.003237
12.05,374.2663,1.004087,12.05,487.8807,1.004075,12.05,477.1169,1.004037,12.05,327.9368,1.004037,,,,12.05,199.9664,1.004063
12.06,375.1628,1.004925,12.06,488.2145,1.004912,12.06,477.4253,1.004887,12.06,327.9749,1.004875,,,,12.06,199.9569,1.004887
12.07,376.0592,1.005762,12.07,488.5419,1.00575,12.07,477.6669,1.005725,12.07,328.0322,1.005725,,,,12.07,199.9283,1.005725
12.08,376.9747,1.0066,12.08,488.8948,1.006588,12.08,477.8544,1.006562,12.08,328.0862,1.006562,,,,12.08,199.9537,1.006562
12.09,377.868,1.007425,12.09,489.2667,1.007412,12.09,478.0515,1.007412,12.09,328.1275,1.007388,,,,12.09,199.9919,1.0074
12.1,378.7295,1.00825,12.1,489.6196,1.00825,12.1,478.274,1.00825,12.1,328.1784,1.008212,,,,12.1,199.9664,1.008237
12.11,379.591,1.009075,12.11,489.9279,1.009087,12.11,478.5093,1.009075,12.11,328.2293,1.009025,,,,12.11,199.9474,1.009075
12.12,380.4874,1.0099,12.12,490.214,1.009925,12.12,478.7636,1.009912,12.12,328.2484,1.009875,,,,12.12,200.0173,1.009912
12.13,381.3903,1.010725,12.13,490.5192,1.010762,12.13,479.0402,1.010737,12.13,328.2484,1.010713,,,,12.13,200.1095,1.01075
12.14,382.2645,1.01155,12.14,490.8721,1.0116,12.14,479.3135,1.01155,12.14,328.2547,1.011537,,,,12.14,200.1031,1.011588
12.15,383.1228,1.012375,12.15,491.2472,1.012437,12.15,479.5456,1.012362,12.15,328.2801,1.012375,,,,12.15,200.0523,1.012425
12.16,383.9874,1.013212,12.16,491.6096,1.013287,12.16,479.7427,1.013188,12.16,328.3056,1.013212,,,,12.16,200.065,1.01325
12.17,384.8426,1.014063,12.17,491.9434,1.014112,12.17,479.9239,1.014012,12.17,328.3151,1.01405,,,,12.17,200.1095,1.014063
12.18,385.6691,1.0149,12.18,492.2517,1.014938,12.18,480.1115,1.014862,12.18,328.3151,1.014887,,,,12.18,200.0777,1.014887
12.19,386.4988,1.015738,12.19,492.5601,1.01575,12.19,480.3085,1.0157,12.19,328.3215,1.015712,,,,12.19,200.0078,1.015712
12.2,387.3571,1.016587,12.2,492.878,1.016575,12.2,480.5056,1.01655,12.2,328.3151,1.016537,,,,12.2,200.0237,1.016537
12.21,388.2154,1.017412,12.21,493.1959,1.017388,12.21,480.7091,1.017388,12.21,328.3246,1.017375,,,,12.21,200.0999,1.017375
12.22,389.061,1.018237,12.22,493.4979,1.018225,12.22,480.9316,1.018225,12.22,328.3596,1.0182,,,,12.22,200.1095,1.018225
12.23,389.8939,1.019087,12.23,493.7808,1.019063,12.23,481.1668,1.01905,12.23,328.4105,1.019025,,,,12.23,200.0523,1.019087
12.24,390.7172,1.019912,12.24,494.0637,1.0199,12.24,481.3894,1.019863,12.24,328.42,1.019863,,,,12.24,200.0682,1.019912
12.25,391.5564,1.020738,12.25,494.3879,1.02075,12.25,481.5928,1.020712,12.25,328.4073,1.0207,,,,12.25,200.1445,1.020738
12.26,392.4147,1.021587,12.26,494.7535,1.021587,12.26,481.7804,1.02155,12.26,328.4073,1.02155,,,,12.26,200.1762,1.021562
12.27,393.2699,1.022425,12.27,495.0968,1.022425,12.27,481.9711,1.022388,12.27,328.4105,1.0224,,,,12.27,200.1413,1.022388
12.28,394.1091,1.023275,12.28,495.3925,1.02325,12.28,482.1841,1.023237,12.28,328.4168,1.023237,,,,12.28,200.1508,1.023212
12.29,394.9324,1.0241,12.29,495.6563,1.024063,12.29,482.3971,1.024075,12.29,328.4454,1.024063,,,,12.29,200.2048,1.02405
12.3,395.7494,1.024938,12.3,495.9138,1.024912,12.3,482.6069,1.024912,12.3,328.5217,1.0249,,,,12.3,200.1889,1.024887
12.31,396.5632,1.02575,12.31,496.1967,1.02575,12.31,482.8103,1.025738,12.31,328.6139,1.025725,,,,12.31,200.1095,1.025725
12.32,397.3611,1.026575,12.32,496.4956,1.026587,12.32,483.017,1.026575,12.32,328.6584,1.02655,,,,12.32,200.0999,1.026575
12.33,398.1431,1.0274,12.33,496.8039,1.027437,12.33,483.2427,1.0274,12.33,328.6521,1.0274,,,,12.33,200.1635,1.027412
12.34,398.922,1.028225,12.34,497.1027,1.028275,12.34,483.462,1.028225,12.34,328.6425,1.028225,,,,12.34,200.1889,1.028237
12.35,399.7072,1.02905,12.35,497.3857,1.029112,12.35,483.6432,1.02905,12.35,328.6489,1.029063,,,,12.35,200.1413,1.029075
12.36,400.4987,1.029887,12.36,497.6463,1.029938,12.36,483.7958,1.029875,12.36,328.6648,1.0299,,,,12.36,200.1254,1.0299
12.37,401.2934,1.03075,12.37,497.9102,1.030775,12.37,483.9452,1.0307,12.37,328.6775,1.030738,,,,12.37,200.1699,1.030738
12.38,402.0754,1.031587,12.38,498.174,1.0316,12.38,484.1073,1.031538,12.38,328.6997,1.031575,,,,12.38,200.1794,1.03155
12.39,402.8448,1.032425,12.39,498.4506,1.032425,12.39,484.279,1.032387,12.39,328.7347,1.0324,,,,12.39,200.1254,1.032375
12.4,403.6172,1.03325,12.4,498.7494,1.033237,12.4,484.457,1.033225,12.4,328.7601,1.033237,,,,12.4,200.1031,1.033212
12.41,404.4056,1.034075,12.41,499.0355,1.034075,12.41,484.6573,1.034075,12.41,328.7697,1.03405,,,,12.41,200.1508,1.034063
12.42,405.1876,1.0349,12.42,499.2994,1.0349,12.42,484.8671,1.0349,12.42,328.7792,1.034875,,,,12.42,200.1635,1.034912
12.43,405.9569,1.035725,12.43,499.5378,1.03575,12.43,485.0578,1.035725,12.43,328.8047,1.0357,,,,12.43,200.119,1.035762
12.44,406.7071,1.036575,12.44,499.7794,1.036587,12.44,485.2486,1.036538,12.44,328.8142,1.036538,,,,12.44,200.0999,1.0366
12.45,407.4669,1.037413,12.45,500.0273,1.037437,12.45,485.4456,1.037375,12.45,328.7951,1.037387,,,,12.45,200.1413,1.037425
12.46,408.2203,1.03825,12.46,500.2785,1.038262,12.46,485.63,1.038212,12.46,328.7856,1.038237,,,,12.46,200.1413,1.03825
12.47,408.9514,1.0391,12.47,500.5519,1.0391,12.47,485.8017,1.039037,12.47,328.7951,1.039075,,,,12.47,200.0745,1.039063
12.48,409.6699,1.039925,12.48,500.8189,1.039912,12.48,485.9734,1.039875,12.48,328.8142,1.039925,,,,12.48,200.0396,1.0399
12.49,410.3851,1.040762,12.49,501.0923,1.040738,12.49,486.1323,1.040712,12.49,328.8492,1.04075,,,,12.49,200.0936,1.040738
12.5,411.1194,1.0416,12.5,501.3752,1.041587,12.5,486.2913,1.04155,12.5,328.9,1.041575,,,,12.5,200.1508,1.041562
12.51,411.8665,1.042413,12.51,501.6581,1.042413,12.51,486.447,1.042387,12.51,328.9668,1.042387,,,,12.51,200.1349,1.0424
12.52,412.6199,1.04325,12.52,501.922,1.043237,12.52,486.6091,1.043213,12.52,329.0081,1.043225,,,,12.52,200.1158,1.043237
12.53,413.3415,1.044062,12.53,502.1445,1.044075,12.53,486.7649,1.044037,12.53,329.0081,1.044062,,,,12.53,200.1413,1.044062
12.54,414.0504,1.044887,12.54,502.3702,1.044912,12.54,486.908,1.044875,12.54,328.9922,1.0449,,,,12.54,200.1508,1.0449
12.55,414.7466,1.045725,12.55,502.6245,1.04575,12.55,487.0542,1.045687,12.55,329.0017,1.045738,,,,12.55,200.1031,1.045725
12.56,415.4492,1.046587,12.56,502.8979,1.046575,12.56,487.2163,1.046512,12.56,329.024,1.046562,,,,12.56,200.0777,1.04655
12.57,416.1453,1.047437,12.57,503.1554,1.047413,12.57,487.388,1.04735,12.57,329.0431,1.0474,,,,12.57,200.1445,1.047387
12.58,416.8542,1.048275,12.58,503.4034,1.04825,12.58,487.5533,1.0482,12.58,329.0526,1.048225,,,,12.58,200.2144,1.048213
12.59,417.5854,1.049112,12.59,503.645,1.049075,12.59,487.7186,1.049037,12.59,329.0685,1.04905,,,,12.59,200.1889,1.049037
12.6,418.3451,1.049937,12.6,503.8834,1.049887,12.6,487.8807,1.049887,12.6,329.0717,1.049875,,,,12.6,200.1445,1.049863
12.61,419.0922,1.050762,12.61,504.0995,1.050725,12.61,488.0269,1.050738,12.61,329.0526,1.0507,,,,12.61,200.1603,1.050712
12.62,419.8138,1.051587,12.62,504.3157,1.05155,12.62,488.17,1.051562,12.62,329.0367,1.051525,,,,12.62,200.1858,1.051562
12.63,420.4973,1.052425,12.63,504.5446,1.0524,12.63,488.3257,1.052387,12.63,329.059,1.05235,,,,12.63,200.1508,1.0524
12.64,421.1585,1.05325,12.64,504.7703,1.053237,12.64,488.4783,1.053213,12.64,329.078,1.053175,,,,12.64,200.119,1.05325
12.65,421.8165,1.054075,12.65,504.9991,1.054088,12.65,488.6182,1.05405,12.65,329.0717,1.054025,,,,12.65,200.1699,1.054088
12.66,422.4809,1.054925,12.66,505.2344,1.054937,12.66,488.7613,1.054887,12.66,329.0685,1.054862,,,,12.66,200.2207,1.054912
12.67,423.1644,1.05575,12.67,505.4824,1.055775,12.67,488.9075,1.055712,12.67,329.0844,1.0557,,,,12.67,200.2017,1.055737
12.68,423.8351,1.056587,12.68,505.7526,1.0566,12.68,489.0442,1.056562,12.68,329.113,1.05655,,,,12.68,200.1762,1.056575
12.69,424.4932,1.057413,12.69,506.0132,1.057413,12.69,489.1714,1.0574,12.69,329.1448,1.057375,,,,12.69,200.2207,1.057413
12.7,425.1448,1.05825,12.7,506.258,1.058262,12.7,489.3017,1.058237,12.7,329.1734,1.058213,,,,12.7,200.2621,1.058237
12.71,425.8124,1.059075,12.71,506.4774,1.059088,12.71,489.4384,1.059062,12.71,329.2179,1.059037,,,,12.71,200.2112,1.059075
12.72,426.5086,1.0599,12.72,506.6808,1.059912,12.72,489.5687,1.0599,12.72,329.256,1.059888,,,,12.72,200.154,1.059912
12.73,427.2111,1.060725,12.73,506.8938,1.060763,12.73,489.6895,1.060712,12.73,329.2751,1.060725,,,,12.73,200.1953,1.06075
12.74,427.8946,1.06155,12.74,507.1418,1.061587,12.74,489.8071,1.061538,12.74,329.2847,1.06155,,,,12.74,200.2462,1.061587
12.75,428.5558,1.062375,12.75,507.3929,1.062437,12.75,489.9088,1.062362,12.75,329.3006,1.0624,,,,12.75,200.2112,1.062413
12.76,429.2075,1.063225,12.76,507.6218,1.063262,12.76,490.0042,1.0632,12.76,329.3165,1.063237,,,,12.76,200.1603,1.063237
12.77,429.8592,1.064075,12.77,507.8125,1.0641,12.77,490.0996,1.064025,12.77,329.326,1.064075,,,,12.77,200.2048,1.064062
12.78,430.5267,1.064925,12.78,507.9842,1.064912,12.78,490.1949,1.064862,12.78,329.3355,1.064912,,,,12.78,200.2748,1.064875
12.79,431.1911,1.065775,12.79,508.1813,1.065737,12.79,490.2903,1.065712,12.79,329.3673,1.065737,,,,12.79,200.2557,1.065687
12.8,431.8682,1.0666,12.8,508.3942,1.066562,12.8,490.4175,1.066562,12.8,329.415,1.066562,,,,12.8,200.1953,1.066525
12.81,432.5612,1.067425,12.81,508.5945,1.067387,12.81,490.5701,1.0674,12.81,329.4532,1.067375,,,,12.81,200.2112,1.06735
12.82,433.2638,1.06825,12.82,508.7662,1.068213,12.82,490.7195,1.068237,12.82,329.4659,1.0682,,,,12.82,200.2557,1.068213
12.83,433.9218,1.0691,12.83,508.9378,1.069075,12.83,490.8466,1.069062,12.83,329.4659,1.069025,,,,12.83,200.2207,1.06905
12.84,434.5322,1.069925,12.84,509.1413,1.069925,12.84,490.9897,1.069888,12.84,329.4722,1.06985,,,,12.84,200.1445,1.0699
12.85,435.1171,1.07075,12.85,509.3479,1.070775,12.85,491.1454,1.070712,12.85,329.4786,1.070688,,,,12.85,200.1508,1.070725
12.86,435.7147,1.0716,12.86,509.5609,1.0716,12.86,491.2917,1.071575,12.86,329.4627,1.071537,,,,12.86,200.2207,1.07155
12.87,436.3251,1.072438,12.87,509.7834,1.072438,12.87,491.3871,1.0724,12.87,329.4627,1.072387,,,,12.87,200.2462,1.072375
12.88,436.9513,1.073262,12.88,510.0155,1.073262,12.88,491.4443,1.073237,12.88,329.4818,1.073225,,,,12.88,200.2048,1.073225
12.89,437.5776,1.0741,12.89,510.2444,1.074088,12.89,491.5078,1.074075,12.89,329.5167,1.07405,,,,12.89,200.1889,1.074062
12.9,438.2006,1.074937,12.9,510.4701,1.074912,12.9,491.6191,1.074912,12.9,329.5517,1.074875,,,,12.9,200.2112,1.0749
12.91,438.8205,1.07575,12.91,510.6926,1.075775,12.91,491.7558,1.07575,12.91,329.5739,1.0757,,,,12.91,200.1794,1.075737
12.92,439.4436,1.076563,12.92,510.9056,1.0766,12.92,491.8861,1.076587,12.92,329.5898,1.07655,,,,12.92,200.1158,1.076575
12.93,440.054,1.077387,12.93,511.1058,1.077438,12.93,491.9942,1.0774,12.93,329.6089,1.077375,,,,12.93,200.1286,1.077425
12.94,440.6293,1.0782,12.94,511.2998,1.078275,12.94,492.08,1.078212,12.94,329.6248,1.078212,,,,12.94,200.2271,1.07825
12.95,441.192,1.079037,12.95,511.4905,1.079113,12.95,492.1754,1.079037,12.95,329.6502,1.07905,,,,12.95,200.2748,1.079087
12.96,441.761,1.079875,12.96,511.6812,1.07995,12.96,492.293,1.079862,12.96,329.6884,1.0799,,,,12.96,200.2716,1.079912
12.97,442.3396,1.080725,12.97,511.8783,1.080775,12.97,492.4075,1.080688,12.97,329.7202,1.080737,,,,12.97,200.3002,1.080725
12.98,442.9182,1.081563,12.98,512.0881,1.0816,12.98,492.5092,1.081525,12.98,329.7202,1.081575,,,,12.98,200.367,1.081563
12.99,443.5094,1.0824,12.99,512.2948,1.082412,12.99,492.6109,1.082375,12.99,329.7043,1.082412,,,,12.99,200.367,1.082375
13,444.1071,1.083238,13,512.4951,1.083238,13,492.7222,1.083212,13,329.7043,1.083238,,,,13,200.3002,1.083212
13.01,444.6824,1.084075,13.01,512.6667,1.084062,13.01,492.8176,1.084062,13.01,329.7106,1.08405,,,,13.01,200.2907,1.08405
13.02,445.2324,1.084888,13.02,512.8129,1.084888,13.02,492.8939,1.0849,13.02,329.7234,1.084875,,,,13.02,200.3352,1.0849
13.03,445.7982,1.08575,13.03,512.9655,1.085737,13.03,492.9574,1.085725,13.03,329.7456,1.0857,,,,13.03,200.3002,1.085737
13.04,446.38,1.086587,13.04,513.1436,1.086587,13.04,493.0433,1.086537,13.04,329.7711,1.086537,,,,13.04,200.1889,1.086575
13.05,446.9522,1.087425,13.05,513.3311,1.087425,13.05,493.1418,1.087387,13.05,329.7965,1.087375,,,,13.05,200.1508,1.0874
13.06,447.4831,1.088262,13.06,513.5027,1.088262,13.06,493.2308,1.088212,13.06,329.8092,1.088225,,,,13.06,200.2462,1.088225
13.07,448.0171,1.0891,13.07,513.6744,1.089087,13.07,493.3071,1.08905,13.07,329.8156,1.089062,,,,13.07,200.3352,1.08905
13.08,448.5893,1.089937,13.08,513.8397,1.089925,13.08,493.3675,1.089887,13.08,329.8251,1.0899,,,,13.08,200.3511,1.0899
13.09,449.1679,1.090775,13.09,513.9955,1.09075,13.09,493.4184,1.090737,13.09,329.8474,1.090725,,,,13.09,200.3574,1.090737
13.1,449.7242,1.0916,13.1,514.1544,1.091587,13.1,493.4883,1.091575,13.1,329.86,1.09155,,,,13.1,200.386,1.091563
13.11,450.2614,1.092425,13.11,514.3102,1.092425,13.11,493.5837,1.0924,13.11,329.8759,1.092375,,,,13.11,200.3606,1.0924
13.12,450.7955,1.09325,13.12,514.4723,1.09325,13.12,493.6918,1.093225,13.12,329.8855,1.093212,,,,13.12,200.2652,1.093238
13.13,451.3455,1.094075,13.13,514.6281,1.0941,13.13,493.7967,1.094062,13.13,329.8823,1.094037,,,,13.13,200.2271,1.094075
13.14,451.9177,1.0949,13.14,514.7966,1.094925,13.14,493.8825,1.094875,13.14,329.8728,1.094875,,,,13.14,200.3066,1.094913
13.15,452.4771,1.095725,13.15,514.9873,1.095762,13.15,493.9429,1.095688,13.15,329.8823,1.0957,,,,13.15,200.3765,1.09575
13.16,453.0175,1.096563,13.16,515.1653,1.096612,13.16,493.9906,1.096512,13.16,329.9077,1.096537,,,,13.16,200.3574,1.096575
13.17,453.5357,1.097412,13.17,515.3115,1.097425,13.17,494.0383,1.09735,13.17,329.9204,1.097375,,,,13.17,200.3257,1.097387
13.18,454.0443,1.09825,13.18,515.4578,1.098262,13.18,494.105,1.098187,13.18,329.9268,1.098212,,,,13.18,200.3511,1.098212
13.19,454.5593,1.099075,13.19,515.6231,1.099075,13.19,494.1909,1.099038,13.19,329.9586,1.099038,,,,13.19,200.3574,1.099038
13.2,455.0997,1.099913,13.2,515.8107,1.099887,13.2,494.2735,1.099887,13.2,330.0126,1.099875,,,,13.2,200.3002,1.099875
13.21,455.6719,1.100737,13.21,515.9919,1.100712,13.21,494.3466,1.100725,13.21,330.073,1.1007,,,,13.21,200.2621,1.100712
13.22,456.2378,1.101563,13.22,516.154,1.10155,13.22,494.4134,1.10155,13.22,330.1144,1.101525,,,,13.22,200.3066,1.10155
13.23,456.7591,1.102412,13.23,516.2971,1.102387,13.23,494.4738,1.102387,13.23,330.1302,1.10235,,,,13.23,200.3574,1.1024
13.24,457.2582,1.103238,13.24,516.421,1.103238,13.24,494.5437,1.1032,13.24,330.1398,1.103187,,,,13.24,200.3161,1.103238
13.25,457.7478,1.104075,13.25,516.5545,1.104087,13.25,494.6105,1.104038,13.25,330.143,1.104038,,,,13.25,200.2621,1.104075
13.26,458.2437,1.104913,13.26,516.6944,1.104925,13.26,494.6645,1.1049,13.26,330.1334,1.104875,,,,13.26,200.2875,1.1049
13.27,458.7396,1.10575,13.27,516.8502,1.10575,13.27,494.7281,1.105725,13.27,330.1239,1.105725,,,,13.27,200.3257,1.105712
13.28,459.2451,1.1066,13.28,517.0219,1.106575,13.28,494.798,1.106562,13.28,330.1398,1.106562,,,,13.28,200.3066,1.106562
13.29,459.7473,1.107425,13.29,517.1935,1.107412,13.29,494.8743,1.1074,13.29,330.1779,1.1074,,,,13.29,200.2811,1.107387
13.3,460.2591,1.108262,13.3,517.3652,1.108238,13.3,494.9474,1.10825,13.3,330.2161,1.108225,,,,13.3,200.332,1.108212
13.31,460.7646,1.109087,13.31,517.5336,1.1091,13.31,495.0205,1.109075,13.31,330.2352,1.10905,,,,13.31,200.386,1.109062
13.32,461.2541,1.1099,13.32,517.6799,1.109913,13.32,495.0651,1.109913,13.32,330.267,1.109887,,,,13.32,200.3606,1.1099
13.33,461.7341,1.110725,13.33,517.807,1.110775,13.33,495.0968,1.110737,13.33,330.3115,1.110725,,,,13.33,200.3066,1.110737
13.34,462.2046,1.11155,13.34,517.9341,1.111612,13.34,495.1318,1.111562,13.34,330.3305,1.11155,,,,13.34,200.332,1.111575
13.35,462.6751,1.112387,13.35,518.09,1.11245,13.35,495.1859,1.112387,13.35,330.3274,1.112387,,,,13.35,200.3988,1.1124
13.36,463.1487,1.113225,13.36,518.2648,1.113287,13.36,495.2462,1.1132,13.36,330.3305,1.113225,,,,13.36,200.3924,1.113225
13.37,463.6192,1.114075,13.37,518.4428,1.114112,13.37,495.278,1.114025,13.37,330.3464,1.114062,,,,13.37,200.332,1.11405
13.38,464.0833,1.114925,13.38,518.5986,1.114937,13.38,495.2876,1.114875,13.38,330.3464,1.1149,,,,13.38,200.3352,1.114875
13.39,464.5634,1.115762,13.39,518.7416,1.115762,13.39,495.2971,1.115713,13.39,330.3146,1.115725,,,,13.39,200.3765,1.115713
13.4,465.0593,1.116588,13.4,518.8815,1.116575,13.4,495.3289,1.116562,13.4,330.3019,1.11655,,,,13.4,200.3415,1.116537
13.41,465.5647,1.117412,13.41,519.015,1.1174,13.41,495.3734,1.1174,13.41,330.3146,1.117375,,,,13.41,200.2652,1.117375
13.42,466.0702,1.118237,13.42,519.1199,1.118237,13.42,495.4243,1.118225,13.42,330.3464,1.1182,,,,13.42,200.2621,1.118237
13.43,466.5534,1.119075,13.43,519.2153,1.119075,13.43,495.4879,1.11905,13.43,330.356,1.119025,,,,13.43,200.3129,1.119075
13.44,467.0048,1.1199,13.44,519.3107,1.119913,13.44,495.5641,1.119875,13.44,330.3655,1.11985,,,,13.44,200.3066,1.119913
13.45,467.4244,1.120737,13.45,519.4187,1.120762,13.45,495.65,1.120713,13.45,330.3878,1.1207,,,,13.45,200.2621,1.12075
13.46,467.8472,1.121588,13.46,519.5458,1.1216,13.46,495.7167,1.12155,13.46,330.4068,1.121562,,,,13.46,200.2811,1.121575
13.47,468.2986,1.122412,13.47,519.6921,1.122425,13.47,495.7581,1.122375,13.47,330.4259,1.1224,,,,13.47,200.3352,1.1224
13.48,468.7563,1.12325,13.48,519.8638,1.123237,13.48,495.7676,1.123212,13.48,330.4482,1.123237,,,,13.48,200.3257,1.123225
13.49,469.1982,1.124087,13.49,520.0291,1.124075,13.49,495.7708,1.12405,13.49,330.4736,1.124062,,,,13.49,200.2811,1.124075
13.5,469.6306,1.124913,13.5,520.1658,1.124913,13.5,495.8026,1.1249,13.5,330.5117,1.1249,,,,13.5,200.3002,1.1249
13.51,470.0915,1.125737,13.51,520.2611,1.125737,13.51,495.8566,1.125737,13.51,330.553,1.125713,,,,13.51,200.3829,1.125737
13.52,470.5715,1.126562,13.52,520.3438,1.126575,13.52,495.9043,1.126562,13.52,330.5721,1.12655,,,,13.52,200.3988,1.126588
13.53,471.0452,1.1274,13.53,520.4487,1.127425,13.53,495.9234,1.1274,13.53,330.5848,1.1274,,,,13.53,200.3415,1.127425
13.54,471.4998,1.128225,13.54,520.5917,1.12825,13.54,495.9297,1.128212,13.54,330.5976,1.128237,,,,13.54,200.3415,1.12825
13.55,471.9289,1.12905,13.55,520.7252,1.1291,13.55,495.9488,1.12905,13.55,330.623,1.129075,,,,13.55,200.3988,1.129087
13.56,472.3453,1.129887,13.56,520.8365,1.129925,13.56,495.9933,1.129862,13.56,330.6548,1.129912,,,,13.56,200.3988,1.129912
13.57,472.765,1.13075,13.57,520.9382,1.130762,13.57,496.0314,1.1307,13.57,330.6739,1.13075,,,,13.57,200.3415,1.130737
13.58,473.1973,1.131588,13.58,521.0495,1.1316,13.58,496.0442,1.13155,13.58,330.6643,1.131575,,,,13.58,200.3415,1.131562
13.59,473.6328,1.132425,13.59,521.1799,1.132412,13.59,496.076,1.1324,13.59,330.623,1.132412,,,,13.59,200.4083,1.132388
13.6,474.0683,1.133263,13.6,521.307,1.133237,13.6,496.1268,1.13325,13.6,330.6198,1.133225,,,,13.6,200.4083,1.133225
13.61,474.4911,1.134087,13.61,521.4278,1.134063,13.61,496.1967,1.134075,13.61,330.6707,1.13405,,,,13.61,200.3225,1.134063
13.62,474.9076,1.134912,13.62,521.5359,1.1349,13.62,496.2635,1.134912,13.62,330.7406,1.134875,,,,13.62,200.2811,1.134912
13.63,475.3145,1.13575,13.63,521.6376,1.135737,13.63,496.3271,1.135725,13.63,330.7851,1.1357,,,,13.63,200.3257,1.135762
13.64,475.7245,1.136588,13.64,521.7266,1.1366,13.64,496.3779,1.13655,13.64,330.8074,1.136525,,,,13.64,200.3511,1.1366
13.65,476.1442,1.137425,13.65,521.8188,1.137437,13.65,496.4002,1.137388,13.65,330.7946,1.137375,,,,13.65,200.3225,1.137437
13.66,476.5797,1.138263,13.66,521.9237,1.138287,13.66,496.4193,1.138225,13.66,330.7661,1.138212,,,,13.66,200.332,1.138263
13.67,477.012,1.1391,13.67,522.0508,1.139112,13.67,496.4384,1.13905,13.67,330.7343,1.139063,,,,13.67,200.4115,1.139075
13.68,477.4157,1.139925,13.68,522.178,1.139938,13.68,496.4479,1.139887,13.68,330.747,1.1399,,,,13.68,200.4528,1.139912
13.69,477.7845,1.140762,13.69,522.2924,1.14075,13.69,496.4638,1.140725,13.69,330.801,1.140737,,,,13.69,200.4019,1.14075
13.7,478.1564,1.1416,13.7,522.3942,1.141587,13.7,496.4987,1.141562,13.7,330.8773,1.141562,,,,13.7,200.3574,1.141575
