S/No;C_1_Temps[s];C_1_Force[kN];C_1_Déform1[mm];C_1_Déplacement[mm];
209;20.9000448000002;2.01995539665222;0.523100018501282;1.73893737792969;
210;21.00006912;2.03282356262207;0.525699973106384;1.74741637706757;
211;21.1000934400001;2.03843355178833;0.528299987316132;1.7555536031723;
212;21.20011776;2.05209922790527;0.531300008296967;1.76367449760437;
213;21.3000192000002;2.05709767341614;0.534500002861023;1.77199077606201;
214;21.4000435200001;2.0647280216217;0.537299990653992;1.78053486347198;
215;21.5000678400002;2.0740602016449;0.54009997844696;1.78896498680115;
216;21.60009216;2.08344554901123;0.542500019073486;1.79757416248322;
217;21.7001164800001;2.09293699264526;0.544700026512146;1.80593919754028;
218;21.8000179200001;2.10131192207336;0.546700000762939;1.81425535678864;
219;21.9000422400002;2.10859680175781;0.549199998378754;1.82245767116547;
220;22.0000665600001;2.11758327484131;0.551800012588501;1.83030200004578;
221;22.1000908800002;2.12625074386597;0.554899990558624;1.83860194683075;
222;22.2001152;2.13667273521423;0.558099985122681;1.84701585769653;
223;22.3000166400002;2.14502120018005;0.560899972915649;1.85555982589722;
224;22.4000409600001;2.15174770355225;0.563399970531464;1.86410391330719;
225;22.5000652800002;2.16190409660339;0.565400004386902;1.87243640422821;
226;22.6000896;2.16759371757507;0.567700028419495;1.88070380687714;
227;22.7001139200001;2.17594194412231;0.570500016212463;1.88885736465454;
228;22.8000153600001;2.18585896492004;0.573400020599365;1.89681553840637;
229;22.9000396800002;2.19346284866333;0.576499998569489;1.90521311759949;
230;23.0000640000001;2.20407104492188;0.579599976539612;1.91362702846527;
231;23.1000883200002;2.2112762928009;0.582499980926514;1.92213845252991;
232;23.20011264;2.22023606300354;0.584999978542328;1.93071508407593;
233;23.30001408;2.22959470748901;0.587199985980988;1.93893373012543;
234;23.4000384000001;2.2378101348877;0.589600026607513;1.94715225696564;
235;23.5000627200002;2.24653077125549;0.592400014400482;1.95540344715118;
236;23.6000870400001;2.25386881828308;0.595300018787384;1.96329653263092;
237;23.7001113600002;2.26617860794067;0.598699986934662;1.97172665596008;
238;23.8000128000001;2.26894378662109;0.601999998092651;1.98025441169739;
239;23.90003712;2.27904677391052;0.604900002479553;1.98879849910736;
240;24.0000614400001;2.29063868522644;0.607299983501434;1.99737513065338;
241;24.1000857600002;2.29675388336182;0.609600007534027;2.00570750236511;
242;24.2001100800001;2.30770778656006;0.611999988555908;2.01403999328613;
243;24.30001152;2.31355690956116;0.614499986171722;2.02222609519959;
244;24.4000358400001;2.32286238670349;0.617299973964691;2.0301353931427;
245;24.50006016;2.33160948753357;0.620599985122681;2.03853321075439;
246;24.6000844800001;2.33713960647583;0.623600006103516;2.04693078994751;
247;24.7001088000002;2.34835934638977;0.626299977302551;2.05544233322144;
248;24.8000102400001;2.36003112792969;0.628700017929077;2.06403517723084;
249;24.90003456;2.36502957344055;0.630999982357025;2.07236766815186;
250;25.0000588800001;2.37547826766968;0.633300006389618;2.08065128326416;
251;25.1000832;2.38563442230225;0.635999977588654;2.08891868591309;
252;25.2001075200001;2.38786792755127;0.638800024986267;2.09686064720154;
253;25.30000896;2.40009784698486;0.642099976539612;2.10516047477722;
254;25.4000332800001;2.41195583343506;0.645399987697601;2.11360692977905;
255;25.5000576;2.41597032546997;0.648299992084503;2.12216734886169;
256;25.6000819200001;2.42889165878296;0.650699973106384;2.130695104599;
257;25.7001062400002;2.43468761444092;0.652899980545044;2.1389787197113;
258;25.8000076800001;2.44439196586609;0.655499994754791;2.14722990989685;
259;25.900032;2.45255422592163;0.658500015735626;2.15538334846497;
260;26.0000563200001;2.45821738243103;0.66159999370575;2.16335797309875;
261;26.10008064;2.4706335067749;0.664699971675873;2.17177176475525;
262;26.2001049600001;2.47560524940491;0.667699992656708;2.18021821975708;
263;26.3000064;2.48679852485657;0.670400023460388;2.18874597549438;
264;26.4000307200001;2.49408340454102;0.672699987888336;2.19730639457703;
